src,dst,similarity
DB00132,DB00665,0.46900057142905105
DB00132,DB00393,0.4136481653987354
DB00132,DB00717,0.44271745556828696
DB00132,DB01059,0.4315413377157012
DB00132,DB00957,0.44355678125090603
DB00132,DB00338,0.379649974
DB00132,DB00621,0.48612934451295836
DB00132,DB00991,0.44802367842854135
DB00132,DB00239,0.4072803578953826
DB00132,DB01229,0.38191161939129964
DB00132,DB00910,0.47219663671760287
DB00132,DB00417,0.3572804668465384
DB00132,DB00252,0.36600243322262976
DB00132,DB00337,0.3628728928419533
DB00132,DB01132,0.5806704411047453
DB00132,DB00554,0.43282107824813604
DB00132,DB01179,0.3878919990717334
DB00132,DB01130,0.481898113
DB00132,DB00860,0.4852409742102945
DB00132,DB01087,0.3566157347680841
DB00132,DB01035,0.4104531407339234
DB00132,DB00378,0.4433476944288152
DB00132,DB01103,0.3816150923483373
DB00132,DB04575,0.4519284245916353
DB00132,DB00481,0.4419986225227115
DB00132,DB00912,0.5450224237074937
DB00132,DB00206,0.39437116226333674
DB00132,DB00896,0.4803291815946977
DB00132,DB00503,0.4057856758942214
DB00132,DB00412,0.597187218
DB00132,DB01399,0.4348123913574438
DB00132,DB01208,0.4198775628940316
DB00132,DB00421,0.4746233431026332
DB00132,DB00795,0.4296443561716307
DB00132,DB01138,0.35171649722496984
DB00132,DB00864,0.35933427738705886
DB00132,DB00675,0.4383885163150987
DB00132,DB00799,0.4954663652445365
DB00132,DB00966,0.5352764129267678
DB00132,DB00444,0.4124047292668351
DB00132,DB00624,0.4470663306536738
DB00132,DB00277,0.465732818
DB00132,DB00451,0.44703620410265615
DB00132,DB00500,0.4450374957104552
DB00132,DB01030,0.40097951134937865
DB00132,DB00539,0.44286548
DB00132,DB00374,0.47417388935167476
DB00132,DB00279,0.41042911591623094
DB00132,DB00685,0.4215654175230627
DB00132,DB01586,0.48591591750700386
DB00132,DB00313,0.4971235581752435
DB00132,DB00385,0.41500966966529934
DB00132,DB00541,0.35978826821725685
DB00132,DB00361,0.3563615964867303
DB00132,DB00495,0.39271458318290176
DB00171,DB01193,0.3612498427883924
DB00171,DB00171,0.8333333333333334
DB00171,DB01001,0.3560665619056372
DB00171,DB00240,0.4001101776965255
DB00171,DB00288,0.4043177319848678
DB00171,DB01223,0.3839288475464932
DB00171,DB01118,0.38937610840544257
DB00171,DB00983,0.3638330623292571
DB00171,DB01238,0.3644734740716266
DB00171,DB00335,0.3609328952001085
DB00171,DB00972,0.35625192621657825
DB00171,DB00394,0.3994425858632236
DB00171,DB00443,0.3986771866038485
DB00171,DB00612,0.3592811430538223
DB00171,DB00559,0.37015596876444595
DB00171,DB01200,0.38187686128785486
DB00171,DB01222,0.40228408390822484
DB00171,DB00248,0.3697386620655911
DB00171,DB00201,0.41621921846636684
DB00171,DB00796,0.3501343951107298
DB00171,DB00521,0.3602264296485882
DB00171,DB01136,0.43997668078759705
DB00171,DB00477,0.35503818675728227
DB00171,DB01410,0.40044430124905667
DB00171,DB00283,0.3528133958350428
DB00171,DB01013,0.39759885760932473
DB00171,DB00838,0.39796903317900684
DB00171,DB00575,0.35314361730057237
DB00171,DB00363,0.3734015075869288
DB00171,DB00967,0.3521929480335861
DB00171,DB00514,0.4025058577077017
DB00171,DB00223,0.3990392091321178
DB00171,DB00985,0.3549297979514449
DB00171,DB00449,0.3640170216142193
DB00171,DB00841,0.41085053677329225
DB00171,DB00988,0.35803440861242475
DB00171,DB00366,0.3574921535737507
DB00171,DB00651,0.37825653696956957
DB00171,DB01084,0.35478491828849296
DB00171,DB00368,0.36806648552891047
DB00171,DB01049,0.35845747702021963
DB00171,DB00949,0.3640023273099638
DB00171,DB00950,0.3551093357354394
DB00171,DB00591,0.426497574
DB00171,DB01047,0.410631774
DB00171,DB00324,0.3973015316329871
DB00171,DB00623,0.4036093311545496
DB00171,DB00846,0.40073346366012547
DB00171,DB00588,0.40422145476807886
DB00171,DB00502,0.37198766935023153
DB00171,DB00635,0.39912399
DB00171,DB00557,0.3568199038683964
DB00171,DB01029,0.39876201378218296
DB00171,DB00221,0.3616506823149545
DB00171,DB00598,0.3702352607767369
DB00171,DB01106,0.41915534939895877
DB00171,DB00408,0.3734547357285793
DB00171,DB00737,0.3642235239721034
DB00171,DB00253,0.39680455498617434
DB00171,DB00454,0.37648987997594824
DB00171,DB00816,0.3550532262993042
DB00171,DB00902,0.35450472775893277
DB00171,DB01403,0.3514714651452298
DB00171,DB00247,0.3798479679172951
DB00171,DB00959,0.4017485354460022
DB00171,DB01214,0.3606957451253547
DB00171,DB00264,0.3588613689151759
DB00171,DB00834,0.3995974761494132
DB00171,DB00370,0.38124786649221937
DB00171,DB00764,0.40216484717916035
DB00171,DB01203,0.36517157180282506
DB00171,DB01183,0.4245872092813549
DB00171,DB00184,0.3565564824673528
DB00171,DB00334,0.36289294127947586
DB00171,DB01173,0.3818266394700991
DB00171,DB00312,0.3788816564184001
DB00171,DB01619,0.35281819061831854
DB00171,DB00960,0.35149034911084204
DB00171,DB00457,0.3542272045121766
DB00171,DB00860,0.40139483932150116
DB00171,DB00571,0.3517486907894824
DB00171,DB00852,0.4195195143498646
DB00171,DB01224,0.3697969544737198
DB00171,DB00896,0.3970607179661032
DB00171,DB00734,0.38909767792165556
DB00171,DB00938,0.3572926610520137
DB00171,DB00418,0.36976075874070785
DB00171,DB00966,0.3869706878055941
DB00171,DB00277,0.3960378227994634
DB00171,DB00451,0.3601721243135539
DB00171,DB01246,0.3536972342188811
DB00171,DB00427,0.3528971830156041
DB00171,DB00177,0.3520392364081045
DB00171,DB00246,0.36433239034810483
DB00175,DB01076,0.5247886087049952
DB00175,DB00494,0.3955023381319413
DB00175,DB01095,0.8669429097605894
DB00175,DB00227,0.5689485018564787
DB00175,DB00282,0.4271532438478747
DB00175,DB00175,1
DB00175,DB00884,0.4307709808509328
DB00175,DB00641,0.653774535
DB00176,DB00381,0.35321823597259683
DB00176,DB00543,0.371101233
DB00176,DB00289,0.3741611458864618
DB00176,DB00245,0.4266553878247392
DB00176,DB00868,0.3656127797541166
DB00176,DB01244,0.4218242750837337
DB00176,DB01156,0.36389654908065777
DB00176,DB01161,0.3810934605853457
DB00176,DB01114,0.4427027697913372
DB00176,DB00477,0.38096366950634947
DB00176,DB00310,0.3891157263817193
DB00176,DB00537,0.37751553442994984
DB00176,DB00215,0.430277023
DB00176,DB01242,0.3635999768936813
DB00176,DB01119,0.3599467068235045
DB00176,DB00527,0.3633208345707688
DB00176,DB00280,0.4477834141972146
DB00176,DB00204,0.5346108502755285
DB00176,DB00590,0.4991591610274362
DB00176,DB01142,0.40264786339489905
DB00176,DB00199,0.570788476
DB00176,DB00736,0.361538203
DB00176,DB00754,0.35546342998993996
DB00176,DB00292,0.36133910009979536
DB00176,DB01195,0.5268701164705704
DB00176,DB01205,0.37407525635891753
DB00176,DB00472,0.49802320420888996
DB00176,DB00176,0.8333333333333334
DB00176,DB01320,0.3656903383721037
DB00176,DB00222,0.36579762866745225
DB00176,DB01218,0.591540538
DB00176,DB00774,0.3528425247620392
DB00176,DB01050,0.35915475552983517
DB00176,DB00308,0.4781486057525705
DB00176,DB00458,0.39284387920894265
DB00176,DB00270,0.3573601070466934
DB00176,DB00448,0.3546806394695475
DB00176,DB01235,0.35270257042916525
DB00176,DB00836,0.3833338328719371
DB00176,DB00455,0.5971383425124576
DB00176,DB00186,0.3640872977728978
DB00176,DB00579,0.440001953
DB00176,DB00454,0.36489964386778534
DB00176,DB00532,0.35767503650090954
DB00176,DB00422,0.45961147317505296
DB00176,DB00680,0.3747323905049383
DB00176,DB00401,0.3501745396642199
DB00176,DB00231,0.36183660490248953
DB00176,DB00776,0.36590969507386734
DB00176,DB00213,0.36688920959972937
DB00176,DB00715,0.3587026783504232
DB00176,DB00794,0.3813541737416615
DB00176,DB01100,0.4779874070740875
DB00176,DB00457,0.4743330329639927
DB00176,DB00750,0.36772345929301414
DB00176,DB01035,0.4298662554420702
DB00176,DB00721,0.3552853549895613
DB00176,DB01182,0.4934463732116223
DB00176,DB00818,0.3849489769788849
DB00176,DB00344,0.45465140194424186
DB00176,DB00908,0.47470886533490936
DB00176,DB01129,0.37514824182783374
DB00176,DB00243,0.35518337729046867
DB00176,DB00740,0.38124349783131534
DB00176,DB00641,0.37099823682018734
DB00176,DB00489,0.38431603117821905
DB00176,DB01162,0.5017738378107207
DB00176,DB00372,0.37190316813184415
DB00176,DB00679,0.4591191087156908
DB00176,DB01056,0.35914786849794683
DB00176,DB00839,0.36354539197165076
DB00176,DB01124,0.3582788941181467
DB00176,DB00273,0.3705844667672946
DB00176,DB00656,0.3582664753373945
DB00176,DB00285,0.4623368914457971
DB00176,DB00661,0.42610250400340416
DB00176,DB00425,0.3639542725883207
DB00177,DB01193,0.5113317653265758
DB00177,DB00316,0.3650780773662489
DB00177,DB00210,0.3573779505027827
DB00177,DB00171,0.3520392364081045
DB00177,DB01001,0.49417017415322134
DB00177,DB00240,0.47934911730835433
DB00177,DB00523,0.3627697866927426
DB00177,DB00770,0.46172114481713034
DB00177,DB00288,0.47830287329158866
DB00177,DB01223,0.4659142302157882
DB00177,DB01118,0.5004140984034892
DB00177,DB00321,0.3990787785593339
DB00177,DB00381,0.47055634129481416
DB00177,DB00543,0.388375812
DB00177,DB00415,0.39357183897135356
DB00177,DB00983,0.5132574196653373
DB00177,DB01238,0.532321613
DB00177,DB00335,0.5033712855378335
DB00177,DB00289,0.37981094469821636
DB00177,DB00245,0.5200699210500298
DB00177,DB00972,0.3819597395223393
DB00177,DB00181,0.5028004098861992
DB00177,DB00394,0.48581479258370003
DB00177,DB00542,0.5356356194252692
DB00177,DB00767,0.36105883929488636
DB00177,DB01244,0.5131685075545706
DB00177,DB00443,0.48060513296227586
DB00177,DB00905,0.471420694
DB00177,DB00810,0.4852379641662832
DB00177,DB00612,0.5011466738232478
DB00177,DB00559,0.5478414689644623
DB00177,DB00484,0.5211971100935905
DB00177,DB00963,0.3850575799285232
DB00177,DB01200,0.5455916029300452
DB00177,DB00835,0.5189979073952449
DB00177,DB00354,0.4814911984651052
DB00177,DB01222,0.4830629636968055
DB00177,DB00490,0.49319581457135886
DB00177,DB00248,0.526881538
DB00177,DB00201,0.49337799579594815
DB00177,DB00796,0.8854534746760896
DB00177,DB01197,0.49238554584931454
DB00177,DB00411,0.5378472500955657
DB00177,DB00521,0.5053181653132751
DB00177,DB01136,0.5008327923568785
DB00177,DB00482,0.354327694
DB00177,DB00185,0.5338680070111307
DB00177,DB00608,0.3509100563397281
DB00177,DB01114,0.4998806918439455
DB00177,DB00477,0.5428943451645102
DB00177,DB01239,0.55302451
DB00177,DB00310,0.35188596949234735
DB00177,DB01410,0.48245160520348485
DB00177,DB00283,0.36245537467857214
DB00177,DB01013,0.4841154130683005
DB00177,DB00838,0.47959900351577933
DB00177,DB01242,0.36166222
DB00177,DB00575,0.5227645712221569
DB00177,DB00363,0.5565277748010685
DB00177,DB01394,0.41281296106054916
DB00177,DB01176,0.4678314628510185
DB00177,DB00924,0.400238681
DB00177,DB00434,0.35480070923966317
DB00177,DB01406,0.37228971
DB00177,DB00298,0.519972678
DB00177,DB00967,0.36149419634021746
DB00177,DB00633,0.5061322977933922
DB00177,DB00514,0.4532947068333093
DB00177,DB01209,0.501640334
DB00177,DB00586,0.37324081698509687
DB00177,DB00223,0.4782613929136177
DB00177,DB00861,0.37868772761617536
DB00177,DB00320,0.3795183748871342
DB00177,DB00343,0.3868344405949635
DB00177,DB00985,0.36128363364286753
DB00177,DB00917,0.4750033646888065
DB00177,DB01231,0.5286234398286087
DB00177,DB00449,0.48372384872038937
DB00177,DB00841,0.5144902193835933
DB00177,DB01248,0.3941868335055135
DB00177,DB00843,0.4003538393154895
DB00177,DB00988,0.484453846
DB00177,DB00590,0.5237769338071535
DB00177,DB01142,0.5193592482663402
DB00177,DB00366,0.48807114465816603
DB00177,DB00450,0.5192663301119528
DB00177,DB00651,0.5370109435343187
DB00177,DB01084,0.35592751
DB00177,DB00584,0.5339569892473118
DB00177,DB00368,0.469561875
DB00177,DB01240,0.5363545424701085
DB00177,DB00876,0.8842917251051894
DB00177,DB01049,0.4882248645419969
DB00177,DB00187,0.5156428480621845
DB00177,DB00736,0.3729489212948893
DB00177,DB00903,0.35360682211266115
DB00177,DB00749,0.37230900551816853
DB00177,DB00292,0.49527365979120536
DB00177,DB00949,0.5261301326848749
DB00177,DB01023,0.4843152923543688
DB00177,DB00800,0.5303173997769717
DB00177,DB00573,0.3687810154047258
DB00177,DB00950,0.3595583058305832
DB00177,DB01205,0.5000112785880929
DB00177,DB00591,0.4929875727105662
DB00177,DB01047,0.48449761886353987
DB00177,DB00324,0.47970984722260573
DB00177,DB00623,0.5139729349444263
DB00177,DB00846,0.4773392586716665
DB00177,DB00712,0.3832288762248195
DB00177,DB00588,0.48636321757555584
DB00177,DB00492,0.5204244333678172
DB00177,DB00996,0.3736849334171028
DB00177,DB00317,0.35780330547857003
DB00177,DB00986,0.5260005846867856
DB00177,DB00629,0.5077155045489913
DB00177,DB01018,0.5083606764848372
DB00177,DB00502,0.5694653274519144
DB00177,DB00635,0.48992882558686873
DB00177,DB01611,0.35235949944552863
DB00177,DB00744,0.35923306993831017
DB00177,DB00557,0.3637108618699317
DB00177,DB00424,0.5187677993500232
DB00177,DB01050,0.4258003342142492
DB00177,DB01088,0.3774399576242735
DB00177,DB00458,0.3711226308287127
DB00177,DB00328,0.376839019
DB00177,DB00332,0.36485498606015504
DB00177,DB01029,0.6337619660763608
DB00177,DB00221,0.49943626142381364
DB00177,DB00270,0.48489054830763484
DB00177,DB01221,0.47532685464689145
DB00177,DB01009,0.39584290978709014
DB00177,DB00465,0.35366538416132737
DB00177,DB00598,0.5040357097923573
DB00177,DB00448,0.4079647579610835
DB00177,DB00654,0.46092678154023464
DB00177,DB01106,0.41298027470769805
DB00177,DB01235,0.5263673437845743
DB00177,DB01227,0.48466682542584066
DB00177,DB00722,0.5277108259569497
DB00177,DB00836,0.4463402843721532
DB00177,DB00455,0.4903207862253696
DB00177,DB00186,0.49812028538063635
DB00177,DB00678,0.921875
DB00177,DB00408,0.5460197513430587
DB00177,DB00934,0.376442532
DB00177,DB00737,0.48912315111900617
DB00177,DB00603,0.3689941124508002
DB00177,DB00253,0.48095647244405004
DB00177,DB00784,0.3814571044530477
DB00177,DB00351,0.3663573770454887
DB00177,DB00814,0.3831501360673392
DB00177,DB00454,0.5524423170653349
DB00177,DB00849,0.4763192755175227
DB00177,DB00933,0.5454410982222069
DB00177,DB00816,0.48896718368519315
DB00177,DB00333,0.4942682246091237
DB00177,DB00902,0.3701080541852095
DB00177,DB01403,0.5602721612831402
DB00177,DB00968,0.5081329055619038
DB00177,DB00247,0.5260606680033657
DB00177,DB00959,0.48127348083389787
DB00177,DB01214,0.5024298580476209
DB00177,DB01233,0.5516051509542176
DB00177,DB00416,0.416314401
DB00177,DB00264,0.5005115048305628
DB00177,DB00211,0.5120509564594977
DB00177,DB00834,0.5035763091189777
DB00177,DB00370,0.5271870869956476
DB00177,DB00745,0.3580044609994282
DB00177,DB00691,0.3782668228316375
DB00177,DB01618,0.5159872559550808
DB00177,DB00764,0.48693571339296865
DB00177,DB00471,0.5354678945461119
DB00177,DB00295,0.5135460304519321
DB00177,DB00486,0.4950150446728348
DB00177,DB00461,0.38234907448999916
DB00177,DB01203,0.5009758487419613
DB00177,DB00844,0.5141133345071408
DB00177,DB01183,0.5054597065871417
DB00177,DB00704,0.5134309990167308
DB00177,DB00788,0.3801660694909672
DB00177,DB00452,0.3682290335255762
DB00177,DB00622,0.36963684493441834
DB00177,DB00184,0.4961896730027134
DB00177,DB01115,0.48479482
DB00177,DB00393,0.4909605371780314
DB00177,DB00401,0.48392656774291415
DB00177,DB00717,0.3657445580313962
DB00177,DB00957,0.36612019851256766
DB00177,DB00334,0.521531345
DB00177,DB00275,0.9125840537944284
DB00177,DB00338,0.38095723750971433
DB00177,DB01173,0.5526878998426653
DB00177,DB00991,0.3898619858445063
DB00177,DB00231,0.5035235895740918
DB00177,DB01062,0.5284842662392247
DB00177,DB00935,0.3598103621785624
DB00177,DB01192,0.5045844459798375
DB00177,DB01229,0.39332252217547703
DB00177,DB00213,0.3700258186043932
DB00177,DB01113,0.36922339226849515
DB00177,DB00715,0.3657961045419962
DB00177,DB01359,0.500234814
DB00177,DB00652,0.45746642918764685
DB00177,DB00312,0.46179422482005145
DB00177,DB00790,0.5457791413012885
DB00177,DB00850,0.5314196468693598
DB00177,DB01619,0.36640494119834516
DB00177,DB00692,0.3849457687015117
DB00177,DB00388,0.5042710880802801
DB00177,DB01085,0.5080383148772815
DB00177,DB01100,0.531292199
DB00177,DB00960,0.5073531313941628
DB00177,DB00554,0.38471035770630096
DB00177,DB00413,0.5263106304362096
DB00177,DB00457,0.5236407632941875
DB00177,DB00860,0.481953361
DB00177,DB00433,0.5054703934531984
DB00177,DB00387,0.5090601544937602
DB00177,DB00378,0.37602215946813633
DB00177,DB00420,0.5549216266048859
DB00177,DB01069,0.533261528
DB00177,DB00777,0.3975948056654994
DB00177,DB00818,0.46452404408795417
DB00177,DB00571,0.5137660908431755
DB00177,DB00852,0.396896957
DB00177,DB01224,0.5536021148054918
DB00177,DB01103,0.3542390358615805
DB00177,DB00881,0.5431900076908567
DB00177,DB00468,0.35201575902953414
DB00177,DB01129,0.3790651292459597
DB00177,DB00178,0.5547691770562998
DB00177,DB00243,0.35006294475188066
DB00177,DB00899,0.5274772207276553
DB00177,DB00912,0.35213748329459554
DB00177,DB01180,0.3527503920250897
DB00177,DB00740,0.4686275288773943
DB00177,DB00896,0.48366752483682235
DB00177,DB00734,0.5338863084132018
DB00177,DB00268,0.5420112434454031
DB00177,DB00938,0.5024025474134063
DB00177,DB01399,0.3769160908366917
DB00177,DB00747,0.51894838
DB00177,DB00418,0.5095472063244402
DB00177,DB00203,0.3788892819313808
DB00177,DB00641,0.4266901265523997
DB00177,DB00708,0.5231737612950007
DB00177,DB00669,0.5018057663221427
DB00177,DB00382,0.36342542119699733
DB00177,DB00864,0.3694199604700148
DB00177,DB00820,0.4051108797893655
DB00177,DB00706,0.3566441266982185
DB00177,DB00966,0.6010655918825515
DB00177,DB01162,0.5203553364768444
DB00177,DB00624,0.3653968888707953
DB00177,DB00277,0.4615013283023941
DB00177,DB00372,0.534960042
DB00177,DB00679,0.5283042295507682
DB00177,DB00451,0.4783632802301065
DB00177,DB00775,0.380482048
DB00177,DB00697,0.35186171357229884
DB00177,DB00500,0.35149991223779103
DB00177,DB01036,0.5231529883348432
DB00177,DB00273,0.4817788165128247
DB00177,DB00214,0.3556933068243799
DB00177,DB00193,0.49862618070726716
DB00177,DB00519,0.532490735
DB00177,DB00287,0.4598063802899926
DB00177,DB00656,0.5389675829398932
DB00177,DB00831,0.5111979020274192
DB00177,DB00508,0.526997002
DB00177,DB00376,0.5086838662829415
DB00177,DB01246,0.369396269
DB00177,DB00427,0.368689409
DB00177,DB00809,0.5240158408586122
DB00177,DB00177,1
DB00177,DB00661,0.47674493087657915
DB00177,DB00309,0.37407723498122886
DB00177,DB00541,0.41029278778847394
DB00177,DB00361,0.40513414669955855
DB00177,DB01392,0.35712320542921616
DB00177,DB00549,0.395480689
DB00177,DB00246,0.5417501657383014
DB00178,DB00415,0.3608178703393548
DB00178,DB00261,0.35450222908056794
DB00178,DB00394,0.35766554640865705
DB00178,DB00542,0.8315320581351672
DB00178,DB01222,0.356811396
DB00178,DB00796,0.5395448180819408
DB00178,DB01197,0.5893841166514079
DB00178,DB00310,0.3692623374533786
DB00178,DB01410,0.36204838794012667
DB00178,DB01597,0.4190774929765572
DB00178,DB01166,0.3738854601935808
DB00178,DB01013,0.35285328839127067
DB00178,DB00584,0.8829637032857796
DB00178,DB00876,0.5399865645479692
DB00178,DB00492,0.8194272937688365
DB00178,DB00635,0.3602556956571237
DB00178,DB01050,0.3749003818804961
DB00178,DB01029,0.5047786032302858
DB00178,DB01064,0.37657825471432105
DB00178,DB00722,0.8446468854863965
DB00178,DB00678,0.5367829293425959
DB00178,DB00253,0.3541831033101806
DB00178,DB00351,0.3507151254595075
DB00178,DB00235,0.35139340337646097
DB00178,DB00691,0.6594562220361663
DB00178,DB00275,0.5373598587323474
DB00178,DB00790,0.7387614467137289
DB00178,DB01130,0.3562432822594252
DB00178,DB00881,0.8517336065918996
DB00178,DB00178,1
DB00178,DB01180,0.6319989363560276
DB00178,DB00206,0.3513439882319637
DB00178,DB00896,0.35293552841603953
DB00178,DB00641,0.42314072274997167
DB00178,DB00489,0.36348895478729165
DB00178,DB00820,0.3504338161106157
DB00178,DB00966,0.4812865582152132
DB00178,DB00519,0.9182636466926838
DB00178,DB00374,0.35786217593470865
DB00178,DB00177,0.5547691770562998
DB00179,DB00523,0.4274880681166244
DB00179,DB01169,0.3770717384593321
DB00179,DB01244,0.4308879251080328
DB00179,DB00307,0.4193780835007542
DB00179,DB01128,0.4148024918766731
DB00179,DB00905,0.3624096788048817
DB00179,DB00977,0.4814757168665897
DB00179,DB00593,0.36120579296920013
DB00179,DB00499,0.4139503527222848
DB00179,DB00947,0.4045581925900488
DB00179,DB00996,0.3989364568017944
DB00179,DB00317,0.4093804661886408
DB00179,DB00744,0.44092482542426875
DB00179,DB00619,0.3576732469441077
DB00179,DB00179,1
DB00179,DB00471,0.419067774
DB00179,DB00665,0.4077401917793293
DB00179,DB00864,0.40191007158472836
DB00179,DB00675,0.4289001912424995
DB00179,DB00661,0.38661153187100233
DB00179,DB00909,0.4074542417555947
DB00180,DB00316,0.3781249792711983
DB00180,DB00459,0.470082345
DB00180,DB00210,0.4866509472176726
DB00180,DB00240,0.750445633
DB00180,DB00523,0.47750201613726767
DB00180,DB00288,0.6530755857898715
DB00180,DB01223,0.44310572240904406
DB00180,DB00233,0.4154982134560816
DB00180,DB01118,0.4643345216279567
DB00180,DB01025,0.356350822
DB00180,DB00415,0.3958381794427088
DB00180,DB01169,0.4208602101134537
DB00180,DB01076,0.4504620685729586
DB00180,DB01014,0.47026365821489335
DB00180,DB00394,0.7342747111681643
DB00180,DB00443,0.7522441651705565
DB00180,DB00307,0.49997104391003616
DB00180,DB01128,0.48071908172693734
DB00180,DB00290,0.371800681
DB00180,DB00963,0.44344253208119927
DB00180,DB01222,0.7672413793103449
DB00180,DB00201,0.3893007582743393
DB00180,DB01197,0.39226409014103836
DB00180,DB00564,0.35652690259276704
DB00180,DB01136,0.35577700194330236
DB00180,DB01327,0.4382606291486743
DB00180,DB00482,0.36436161535280664
DB00180,DB00608,0.418465988
DB00180,DB00269,0.4366239246341211
DB00180,DB01410,0.7313003452243958
DB00180,DB00537,0.41008360157100104
DB00180,DB00242,0.38183844376332177
DB00180,DB01013,0.7464102564102563
DB00180,DB00838,0.7631086142322095
DB00180,DB00845,0.3528760128650233
DB00180,DB00636,0.4406435968820443
DB00180,DB00882,0.4366066398025952
DB00180,DB00257,0.3853914984170705
DB00180,DB01394,0.38184604515397086
DB00180,DB01406,0.46313562501190936
DB00180,DB00694,0.4429553314491388
DB00180,DB00294,0.4776432171472429
DB00180,DB00547,0.7518518518518519
DB00180,DB00380,0.4192893919676172
DB00180,DB00514,0.3558622396353425
