,Disease_ID1,Disease_ID2,Similarity_Score
313,D017088,D007235,0.0211879106224346
314,D017088,D007246,0.0944366661754169
315,D017088,D007247,0.0641060518236823
316,D017088,D007248,0.0664264436575441
317,D017088,D007249,0.0470230250532675
318,D017088,D015212,0.0286555004861411
320,D017088,D002542,0.014607103584437
322,D017088,D007431,0.021038433218149
326,D017088,D007592,0.0504069029309477
327,D017088,D007634,0.0146716074326314
328,D017088,D007635,0.2533588687584069
329,D017088,D016849,0.2719357626235833
330,D017088,D007639,0.2270362362640646
331,D017088,D007642,0.0177438811070474
332,D017088,D007674,0.0878547083832535
333,D017088,D058186,0.0377181680062714
334,D017088,D007676,0.0412099369608351
335,D017088,D007680,0.0487418353656456
336,D017088,D007710,0.2227663693755417
337,D017088,D007815,0.3478229357205687
339,D017088,D007877,0.220771498402117
340,D017088,D007896,0.4076813810534424
341,D017088,D007898,0.3727752269722571
342,D017088,D015439,0.176247018477628
343,D017088,D015440,0.1930118056615263
344,D017088,D007938,0.0436101084529049
345,D017088,D007943,0.2497251251644296
346,D017088,D015451,0.2707091451288583
347,D017088,D007945,0.3171766841350717
348,D017088,D015464,0.0092149355121926
350,D017088,D015470,0.0209719393266837
353,D017088,D010373,0.3509433564722159
354,D017088,D008088,0.2242586991586998
355,D017088,D008103,0.0251801583011315
357,D017088,D008113,0.0343156263102324
359,D017088,D008172,0.2611258458398034
360,D017088,D008175,0.0391964336577558
362,D017088,D008180,0.3049156336960315
363,D017088,D008193,0.2461630385893827
364,D017088,D008223,0.3408363712573548
365,D017088,D008228,0.3257231422475128
366,D017088,D016410,0.2719957638809857
369,D017088,D008288,0.4165100995520309
370,D017088,D008289,0.3112492193065616
371,D017088,D016779,0.3350809858517922
372,D017088,D016778,0.3759030811881854
373,D017088,D016780,0.3464439121370136
375,D017088,D008368,0.2876412857759303
376,D017088,D008415,0.2691370741598314
377,D017088,D015523,0.0176608366444321
379,D017088,D008545,0.0248026064847841
380,D017088,D008577,0.0156704149270392
381,D017088,D016920,0.2505437007099792
382,D017088,D016919,0.1943902523913968
383,D017088,D008583,0.1981510937783458
384,D017088,D008585,0.2126990892195421
385,D017088,D008586,0.2029387375378457
386,D017088,D008589,0.232984851728194
387,D017088,D008594,0.0234020088332806
388,D017088,D008595,0.0215460131560043
389,D017088,D008599,0.0174564877053456
390,D017088,D008607,0.0289660559667911
394,D017088,D009059,0.0489226932614634
395,D017088,D009101,0.2886613527123983
396,D017088,D009103,0.2984526147623746
400,D017088,D009157,0.273477056156943
401,D017088,D009164,0.3012690138450762
402,D017088,D009165,0.2266696870018358
403,D017088,D015270,0.2016566134645848
404,D017088,D009175,0.2324679474930797
405,D017088,D009182,0.2506473412181901
407,D017088,D009188,0.2582242103297442
408,D017088,D009203,0.0309190240322638
409,D017088,D009220,0.0147240392750666
412,D017088,D009325,0.0092083481615727
413,D017088,D009332,0.2965519558885608
414,D017088,D009336,0.0278137553002525
415,D017088,D016870,0.2569635567194387
417,D017088,D009362,0.0360820182508082
418,D017088,D009369,0.0817287033971077
420,D017088,D009393,0.0586701136440622
421,D017088,D009404,0.0266025574016373
422,D017088,D009447,0.0118142705171712
423,D017088,D020019,0.3307580598043579
425,D017088,D009461,0.064107445471976
426,D017088,D009494,0.2546384040947989
427,D017088,D009503,0.0144212042539227
428,D017088,D009617,0.2183319087720499
429,D017088,D009750,0.068988256325014
430,D017088,D009765,0.0331685499495134
431,D017088,D009798,0.0267702338478303
432,D017088,D009855,0.3562633692997208
433,D017088,D014009,0.2694437790333054
434,D017088,D009293,0.0140647278803299
435,D017088,D009889,0.3274695972540669
437,D017088,D010003,0.0227716097182102
439,D017088,D010019,0.3168987782177925
441,D017088,D012516,0.0133351700147391
443,D017088,D010033,0.0135002767001113
444,D017088,D010035,0.2691156242032191
445,D017088,D010051,0.0500753246561165
448,D017088,D010146,0.0458171420826065
450,D017088,D010149,0.0148858088079001
451,D017088,D010190,0.0241991408199758
452,D017088,D010195,0.0191075331182858
453,D017088,D010229,0.201601806978614
455,D017088,D010300,0.019547675357026
457,D017088,D020734,0.0287091003640751
458,D017088,D010391,0.250304544877515
459,D017088,D010392,0.2652991894706876
460,D017088,D010437,0.0286961849851461
461,D017088,D016491,0.0261473940974405
462,D017088,D010538,0.3201991930110588
464,D017088,D010612,0.0312644147487015
467,D017088,D010787,0.0088072955400457
469,D017088,D010930,0.2112802757020678
470,D017088,D010996,0.0091436669717217
471,D017088,D011008,0.241915121072969
472,D017088,D011014,0.051738627902049
473,D017088,D018410,0.253437561365771
474,D017088,D011019,0.2129880659647991
475,D017088,D011018,0.2173564400781312
476,D017088,D011020,0.2288938738883976
477,D017088,D011041,0.0388833720550748
480,D017088,D011141,0.0234109057279812
483,D017088,D011183,0.0456111052311325
485,D017088,D006473,0.0195803167515346
486,D017088,D011225,0.0203406624981428
487,D017088,D054198,0.2847099404462337
488,D017088,D011251,0.3499035457151752
489,D017088,D011271,0.0206595306039235
491,D017088,D016649,0.0234020088332806
494,D017088,D011470,0.0340632904446535
495,D017088,D011471,0.0618428058019211
496,D017088,D011472,0.0256643461983148
497,D017088,D011512,0.2035752659052752
500,D017088,D011552,0.237915178969053
501,D017088,D011565,0.015752705125244
507,D017088,D011655,0.0144823039311833
510,D017088,D011693,0.0190064858722323
511,D017088,D016553,0.2564231375525531
512,D017088,D011704,0.0213576982998144
516,D017088,D012004,0.0177501373436197
517,D017088,D012120,0.0407979450901444
520,D017088,D018357,0.3275345499544057
521,D017088,D012140,0.0672907768530347
523,D017088,D012141,0.4032711426023497
527,D017088,D012216,0.0414030072205657
528,D017088,D012213,0.243603362493642
529,D017088,D012220,0.0437559703216209
530,D017088,D012221,0.271072880688449
531,D017088,D012223,0.0178793587441467
532,D017088,D012282,0.2313919000364042
534,D017088,D012480,0.2556092933444235
535,D017088,D012509,0.0358288619912035
537,D017088,D012514,0.2706158402625434
538,D017088,D012532,0.3514995413484886
541,D017088,D012595,0.0086709555961677
542,D017088,D012640,0.0211401824508357
544,D017088,D018805,0.3630200421667157
545,D017088,D006483,0.223480065148621
546,D017088,D016868,0.1827590512060254
547,D017088,D012769,0.0396632251833613
549,D017088,D012772,0.3127349354708325
553,D017088,D012852,0.0310193076879075
554,D017088,D012871,0.062190785970902
555,D017088,D017192,0.3313627387268406
556,D017088,D017443,0.0296376094426024
557,D017088,D012874,0.3853251739216522
558,D017088,D012893,0.0362258808145814
560,D017088,D018461,0.2900792950038658
561,D017088,D012983,0.012012834909227
564,D017088,D013119,0.0189623760373981
567,D017088,D013145,0.2787630041436582
568,D017088,D013167,0.0157707615793256
570,D017088,D013174,0.2623495178374116
571,D017088,D013203,0.2618310898553232
572,D017088,D013207,0.2903492516684193
573,D017088,D013224,0.2267142816695521
575,D017088,D013274,0.023797546253597
576,D017088,D013276,0.0107758286545317
578,D017088,D013290,0.2746723204323096
579,D017088,D020521,0.0318387992414289
580,D017088,D013322,0.3396355652129896
581,D017088,D013345,0.008081504719222
582,D017088,D013375,0.0102048437150136
583,D017088,D019966,0.0443908827485843
585,D017088,D013530,0.3221955222157167
586,D017088,D013587,0.3694396512308943
591,D017088,D013736,0.0437198748139137
592,D017088,D013742,0.2334974989661091
596,D017088,D013921,0.0247872692122077
597,D017088,D013923,0.0248394731818403
598,D017088,D013924,0.0090102181250978
599,D017088,D013927,0.032826350352043
601,D017088,D013964,0.018439557873108
602,D017088,D013967,0.2726340816649862
604,D017088,D014006,0.2629660362465618
605,D017088,D014008,0.2520897709521278
606,D017088,D014010,0.2525791647683901
608,D017088,D014069,0.0173428886274848
613,D017088,D014120,0.3349798110481556
614,D017088,D014123,0.3886723592348374
615,D017088,D016781,0.3272289204674797
616,D017088,D014141,0.3070663166208582
618,D017088,D014235,0.3457341267532922
619,D017088,D014247,0.3624465277953528
620,D017088,D014257,0.329966554836188
623,D017088,D014328,0.020968646842559
624,D017088,D014352,0.3962638345600962
625,D017088,D014376,0.2880682872317733
626,D017088,D014397,0.2676788269023313
627,D017088,D014406,0.208192918318583
628,D017088,D014435,0.2240456935691249
631,D017088,D014522,0.052460376766063
632,D017088,D014526,0.0269104100862089
633,D017088,D001745,0.0667911515358195
634,D017088,D001748,0.0199999836669494
635,D017088,D001749,0.0407906514945947
636,D017088,D001750,0.0224766376871177
637,D017088,D014549,0.0388460562000581
638,D017088,D016055,0.0269104100862089
639,D017088,D014552,0.3691884626337189
640,D017088,D014581,0.2810966482214038
641,D017088,D014592,0.0412899559005496
642,D017088,D014594,0.0681816415097875
643,D017088,D014605,0.0231855851594046
644,D017088,D014606,0.0099303484268705
645,D017088,D016585,0.22948922668567
646,D017088,D014648,0.0090265134811983
647,D017088,D014657,0.0344039078420379
648,D017088,D020246,0.02285664471358
649,D017088,D018754,0.0212403563055822
650,D017088,D018487,0.0126691390016269
654,D017088,D014777,0.4303263699609167
655,D017088,D014839,0.0150726059574439
656,D017088,D014860,0.2942929812598928
657,D017088,D014901,0.3219754046110186
658,D017088,D014917,0.2919809097717232
660,D017088,D014946,0.3512709642356887
661,D017088,D014987,0.0114815650196302
663,D017088,D020096,0.2252934953451693
665,D018784,D000022,0.0204376843168487
666,D018784,D000038,0.8022126622432589
667,D018784,D015823,0.0249098348137476
668,D018784,D000151,0.2188870382353089
670,D018784,D000163,0.0431912169502058
672,D018784,D000193,0.3236837491472662
673,D018784,D000196,0.2333047482167349
679,D018784,D000309,0.0098651495003295
680,D018784,D000308,0.0178252242945663
681,D018784,D000402,0.0130382537380929
685,D018784,D000437,0.02328352669111
686,D018784,D000505,0.0249984744112504
688,D018784,D000544,0.0248857047686106
689,D018784,D000562,0.0114572929439022
690,D018784,D000568,0.0431769706979768
691,D018784,D000686,0.0136395866528217
692,D018784,D000690,0.0079729966630832
693,D018784,D000707,0.0097372857434155
697,D018784,D000787,0.0284853206643976
699,D018784,D000789,0.0119635030362537
700,D018784,D000855,0.0168745986228119
701,D018784,D000881,0.2193805427538712
702,D018784,D001014,0.0253435531033352
705,D018784,D001049,0.0396390973565584
706,D018784,D001064,0.3241873602315147
707,D018784,D001145,0.0885773601201019
708,D018784,D001157,0.0445495218971129
709,D018784,D001161,0.0378811686373075
711,D018784,D001168,0.0453861029033602
714,D018784,D001172,0.0287129090056771
716,D018784,D001201,0.0633531550021994
717,D018784,D001228,0.2577406318650025
718,D018784,D001249,0.0289869732440785
719,D018784,D001281,0.0549537735579411
720,D018784,D001282,0.0360267449606474
721,D018784,D001327,0.0521132110660586
722,D018784,D001404,0.0101133380439051
723,D018784,D001424,0.3738985143128893
724,D018784,D001442,0.2110557727693008
727,D018784,D001752,0.0169228568644807
728,D018784,D001759,0.2794826576501991
730,D018784,D001778,0.0375909020123905
731,D018784,D001850,0.389837369986155
732,D018784,D001919,0.0390303047340541
734,D018784,D002545,0.0342340692026855
735,D018784,D001932,0.0364425423477715
736,D018784,D001943,0.038680028609062
737,D018784,D001984,0.032487987966379
739,D018784,D001991,0.0523427722564456
740,D018784,D002006,0.2440580171283099
741,D018784,D002032,0.0129631893949378
742,D018784,D002056,0.0232331159239623
744,D018784,D002100,0.0086803930495243
745,D018784,D002169,0.2318823060421408
746,D018784,D002177,0.2698850818264627
747,D018784,D002178,0.256219585519971
748,D018784,D002179,0.2725973254409991
749,D018784,D002180,0.2218080127211666
750,D018784,D002181,0.213731923307735
751,D018784,D002277,0.054999313270873
752,D018784,D002280,0.0087181702342303
755,D018784,D002289,0.0184424475890792
757,D018784,D002292,0.0140140762651789
758,D018784,D018288,0.0080970231091262
759,D018784,D002294,0.0290549909857422
760,D018784,D002303,0.0190626959837897
761,D018784,D002311,0.0170593896911634
762,D018784,D002389,0.0122935920739356
764,D018784,D002481,0.5973147117612208
765,D018784,D002544,0.0167777174191899
766,D018784,D002547,0.0092688077337592
767,D018784,D002602,0.2580339984135688
769,D018784,D002690,0.3227282573350513
770,D018784,D002694,0.2689303171176606
771,D018784,D002769,0.0211967410517179
773,D018784,D002862,0.2682066037743112
775,D018784,D003015,0.2692875392702826
778,D018784,D003047,0.2239193127844147
780,D018784,D003093,0.0147908493358492
781,D018784,D003095,0.0166095746152929
782,D018784,D003108,0.0467805843695116
783,D018784,D003109,0.0085648237586035
784,D018784,D003110,0.0236804150765912
785,D018784,D015179,0.0388888616615518
786,D018784,D003139,0.0350508089457406
787,D018784,D017714,0.3465008164209121
789,D018784,D003218,0.0183331206456827
790,D018784,D003231,0.0166644695477921
791,D018784,D003232,0.0212909863353823
793,D018784,D003234,0.3093000052434802
794,D018784,D003236,0.02803240721266
795,D018784,D003248,0.0221055863575943
796,D018784,D003320,0.3037811225808192
797,D018784,D003324,0.0203839392434244
798,D018784,D003327,0.0383388829594025
799,D018784,D003371,0.0206496231678387
800,D018784,D003424,0.0160436428409724
801,D018784,D003453,0.2449527826057005
804,D018784,D003490,0.0230325133394116
805,D018784,D003550,0.0150520127434349
808,D018784,D003586,0.0124635480039724
809,D018784,D017726,0.024287054575065
810,D018784,D003693,0.0103901524905581
811,D018784,D003704,0.037195640791544
812,D018784,D003872,0.0354752176124351
815,D018784,D003876,0.0087111955027931
817,D018784,D003924,0.0283579537927652
818,D018784,D003925,0.0238314282348197
819,D018784,D003928,0.0114241255159094
820,D018784,D003929,0.0135314511678516
821,D018784,D003967,0.0376418145636211
822,D018784,D004238,0.3149616733045143
824,D018784,D004342,0.0238388533957935
825,D018784,D064420,0.0353644855948184
827,D018784,D004381,0.0121716756231045
828,D018784,D004403,0.0124415704077107
829,D018784,D004405,0.2255710904979705
830,D018784,D004409,0.0085004691012727
831,D018784,D020820,0.0470717092476618
832,D018784,D004412,0.0270086656517477
833,D018784,D004415,0.0174419026204185
834,D018784,D004417,0.0237792102779534
835,D018784,D004427,0.0445279537675243
836,D018784,D004433,0.0104253055730444
837,D018784,D004443,0.0129749410445844
840,D018784,D004487,0.041061562672488
842,D018784,D004614,0.0131604214791276
843,D018784,D004617,0.0272049066216931
844,D018784,D020803,0.010451411979882
845,D018784,D004696,0.0192863456760433
846,D018784,D004697,0.3293679087790367
847,D018784,D004698,0.2786901912208878
849,D018784,D016889,0.0117476911749695
850,D018784,D004715,0.0098771222334598
851,D018784,D004751,0.0090644963729204
852,D018784,D004756,0.2948208953299886
854,D018784,D004761,0.2248153085610685
859,D018784,D004828,0.0163562644238298
860,D018784,D004827,0.0341443456863568
867,D018784,D020031,0.0174022468534088
868,D018784,D007172,0.0092450741435821
869,D018784,D004894,0.2282797648188959
870,D018784,D004927,0.2534313518784751
871,D018784,D004935,0.0401574109191848
872,D018784,D004938,0.0186649379808285
875,D018784,D004941,0.0083437725650694
879,D018784,D005119,0.0498317033738835
880,D018784,D005128,0.0586224489026632
881,D018784,D015818,0.3370978822847256
883,D018784,D005157,0.0159900780572338
884,D018784,D005158,0.0145346365590349
886,D018784,D005221,0.0367282833856175
887,D018784,D015673,0.0129285162360302
888,D018784,D005334,0.03512889959826
892,D018784,D021501,0.0122935920739356
894,D018784,D005512,0.0118058573301679
896,D018784,D016469,0.3317887735433899
897,D018784,D005734,0.0411347441436477
898,D018784,D005759,0.0452853383088811
899,D018784,D005764,0.0125008855861876
900,D018784,D005767,0.0669855813095992
901,D018784,D005770,0.0512665035019616
902,D018784,D018589,0.009987801849176
904,D018784,D005831,0.0613931346762124
906,D018784,D005901,0.0225225192255489
909,D018784,D005909,0.0107257639339662
910,D018784,D006042,0.0208379014499718
911,D018784,D006069,0.3111191952146007
913,D018784,D006083,0.0434377234413129
914,D018784,D006086,0.0104190340537772
915,D018784,D016905,0.3343113901825442
916,D018784,D016908,0.3431034224057987
917,D018784,D006130,0.0744824214421979
919,D018784,D006192,0.2396189959723598
921,D018784,D016489,0.0089973846452036
922,D018784,D006258,0.0476924894988938
923,D018784,D006261,0.024906100380642
924,D018784,D006323,0.0214194612952263
925,D018784,D006327,0.0514715457775354
926,D018784,D006333,0.0279410394410698
927,D018784,D006356,0.0168745986228119
928,D018784,D016481,0.2564779435559089
929,D018784,D006402,0.0599948620092011
930,D018784,D006470,0.1035215803268585
933,D018784,D006509,0.0226853408565117
934,D018784,D019698,0.0108833950387029
935,D018784,D006558,0.0189336623697113
936,D018784,D006560,0.0209135089575524
937,D018784,D006561,0.0440191195909126
939,D018784,D006563,0.0271792708534831
940,D018784,D006606,0.0168745986228119
941,D018784,D006628,0.0134664511275619
942,D018784,D015614,0.018919561414719
943,D018784,D006660,0.2353441840114058
944,D018784,D006689,0.0151093519985666
945,D018784,D019584,0.0230325133394116
946,D018784,D006816,0.0097556886841409
949,D018784,D006932,0.0770938704825273
951,D018784,D006937,0.0120383133122672
955,D018784,D006951,0.0089400854485986
956,D018784,D006961,0.0162144905230303
958,D018784,D006967,0.0518889836913304
959,D018784,D006973,0.0395315913419963
961,D018784,D006976,0.0159379141783787
965,D018784,D007003,0.0133057758557051
966,D018784,D007006,0.0086054268554013
970,D018784,D007022,0.0149032514558062
971,D018784,D007024,0.0091687847547079
972,D018784,D007040,0.0134664511275619
973,D018784,D007169,0.2644997394641236
976,D018784,D007235,0.0229072943145262
977,D018784,D007246,0.0288226262527386
978,D018784,D007247,0.0129640932650364
979,D018784,D007248,0.0152844850988982
980,D018784,D007249,0.1516836418337501
981,D018784,D015212,0.0303748841782327
982,D018784,D007383,0.017578134912526
983,D018784,D002542,0.0163264872765286
985,D018784,D007431,0.0786939207345261
989,D018784,D007592,0.0521262866230392
990,D018784,D007634,0.0163909911247229
991,D018784,D007635,0.0182408542109354
992,D018784,D016849,0.018581011105269
993,D018784,D007639,0.238360435455597
994,D018784,D007642,0.019463264799139
995,D018784,D007674,0.0546059464858842
996,D018784,D058186,0.0180810587273639
997,D018784,D007676,0.0254190194032327
998,D018784,D007680,0.0275176155630787
999,D018784,D007710,0.2325516431224532
1000,D018784,D007815,0.0277222121193752
1002,D018784,D007877,0.236798251489622
1003,D018784,D007896,0.0444423746785849
1004,D018784,D007898,0.0265126883623485
1005,D018784,D015439,0.1835763982156098
1006,D018784,D015440,0.200427295329538
1007,D018784,D007938,0.0453294921449965
1010,D018784,D007945,0.0304045486859588
1011,D018784,D015464,0.0109343192042842
1013,D018784,D015470,0.0226913230187753
1015,D018784,D007964,0.0488237088050993
1016,D018784,D010373,0.0274719016269411
1017,D018784,D008088,0.2357084105507459
1018,D018784,D008103,0.0268995419932231
1020,D018784,D008113,0.036035010002324
1021,D018784,D017116,0.0195569736308203
1022,D018784,D008172,0.2782443126865621
1023,D018784,D008175,0.0409158173498475
1025,D018784,D008180,0.0217587546010997
1026,D018784,D008193,0.2320067676283758
1027,D018784,D008223,0.0417912759410781
1028,D018784,D008228,0.0352121193545201
1032,D018784,D008288,0.0249412878152397
1034,D018784,D016779,0.0116574053169615
1037,D018784,D008305,0.0367358415454762
1040,D018784,D015523,0.030646850367318
1042,D018784,D008545,0.0265219901768757
1043,D018784,D008577,0.0173897986191308
1044,D018784,D016920,0.2594721225731397
1045,D018784,D016919,0.2017692592530754
1046,D018784,D008583,0.2045913260512387
1047,D018784,D008585,0.2192255866272211
1048,D018784,D008586,0.2094063855934927
1049,D018784,D008589,0.2428396609268329
1051,D018784,D008595,0.0240642152614419
1052,D018784,D008599,0.0751119752217227
1053,D018784,D008607,0.0429790317328183
1055,D018784,D015877,0.0114487747480144
1056,D018784,D009041,0.0230325133394116
1057,D018784,D009059,0.050642076953555
1058,D018784,D009101,0.0167814893300143
1059,D018784,D009103,0.0214185956962897
1060,D018784,D009120,0.009811342524431
1061,D018784,D009127,0.0080171342573048
1062,D018784,D009128,0.0088206146903182
1064,D018784,D009164,0.3117375091844216
1065,D018784,D009165,0.2354333654247925
1066,D018784,D015270,0.2095782473162907
1067,D018784,D009175,0.2423191185316603
1069,D018784,D015878,0.0114487747480144
1070,D018784,D009188,0.0091076359819565
1071,D018784,D009203,0.0326384077243554
1072,D018784,D009220,0.0164434229671582
1075,D018784,D009325,0.0278023304764762
1077,D018784,D009336,0.0854692428166297
1078,D018784,D016870,0.2686530051234962
1080,D018784,D009362,0.0757155249285106
1081,D018784,D009369,0.0834480870891992
1083,D018784,D009393,0.0334790872499449
1085,D018784,D009447,0.0135336542092628
1086,D018784,D020019,0.011107114729186
1088,D018784,D009461,0.0863457658474314
1089,D018784,D009494,0.2233198194081995
1090,D018784,D009503,0.0161405879460144
1091,D018784,D009617,0.2280885237818921
1092,D018784,D009750,0.0707076400171056
1093,D018784,D009765,0.0453132392146494
1094,D018784,D009798,0.0284896175399219
1095,D018784,D009855,0.0260915605256749
1096,D018784,D014009,0.2832614340563508
1097,D018784,D009293,0.0157841115724215
1100,D018784,D010003,0.0244909934103018
