Drug,Disease
DB00604,D005764
DB00605,D005764
DB00727,D005764
DB00736,D005764
DB00863,D005764
DB00883,D005764
DB00927,D005764
DB00945,D005764
DB01019,D005764
DB01020,D005764
DB01129,D005764
DB01184,D005764
DB01233,D005764
DB01425,D005764
DB08810,D005764
DB11656,D005764
DB12445,D005764
DB13322,D005764
DB13762,D005764
DB08828,D001478
DB11094,D001478
DB00242,D015451
DB00262,D015451
DB00277,D015451
DB00290,D015451
DB00291,D015451
DB00444,D015451
DB00531,D015451
DB00541,D015451
DB00552,D015451
DB00563,D015451
DB00603,D015451
DB00741,D015451
DB00791,D015451
DB00822,D015451
DB00877,D015451
DB00987,D015451
DB01033,D015451
DB01041,D015451
DB01073,D015451
DB01083,D015451
DB01169,D015451
DB01181,D015451
DB01204,D015451
DB01393,D015451
DB03496,D015451
DB04944,D015451
DB06769,D015451
DB09053,D015451
DB11752,D015451
DB13811,D015451
DB00091,D001528
DB00291,D001528
DB00531,D001528
DB00635,D001528
DB00795,D001528
DB00860,D001528
DB00864,D001528
DB00993,D001528
DB01041,D001528
DB01394,D001528
DB00203,D008105
DB00563,D008105
DB00605,D008105
DB00709,D008105
DB00718,D008105
DB00859,D008105
DB01045,D008105
DB01183,D008105
DB01393,D008105
DB01586,D008105
DB08995,D008105
DB00104,D001749
DB00126,D001749
DB00166,D001749
DB00170,D001749
DB00188,D001749
DB00305,D001749
DB00317,D001749
DB00328,D001749
DB00385,D001749
DB00441,D001749
DB00444,D001749
DB00445,D001749
DB00481,D001749
DB00499,D001749
DB00515,D001749
DB00531,D001749
DB00537,D001749
DB00541,D001749
DB00544,D001749
DB00554,D001749
DB00563,D001749
DB00570,D001749
DB00650,D001749
DB00675,D001749
DB00698,D001749
DB00707,D001749
DB00773,D001749
DB00855,D001749
DB00945,D001749
DB00958,D001749
DB00997,D001749
DB01076,D001749
DB01169,D001749
DB01181,D001749
DB01204,D001749
DB01229,D001749
DB01248,D001749
DB01262,D001749
DB01327,D001749
DB01390,D001749
DB01422,D001749
DB02285,D001749
DB02656,D001749
DB03419,D001749
DB04216,D001749
DB04572,D001749
DB04743,D001749
DB04786,D001749
DB05076,D001749
DB06515,D001749
DB06767,D001749
DB08633,D001749
DB08846,D001749
DB08896,D001749
DB09073,D001749
DB09110,D001749
DB11616,D001749
DB11672,D001749
DB12001,D001749
DB12768,D001749
DB12870,D001749
DB14482,D001749
DB14484,D001749
DB14490,D001749
DB15274,D001749
DB15464,D001749
DB00264,C562419
DB00335,C562419
DB00571,C562419
DB00598,C562419
DB00612,C562419
DB01203,C562419
DB04861,C562419
DB00264,C537095
DB00381,C537095
DB00584,C537095
DB00434,C566188
DB00536,C566188
DB00755,D017488
DB00531,D002051
DB00541,D002051
DB00563,D002051
DB00635,D002051
DB00650,D002051
DB00694,D002051
DB00741,D002051
DB00773,D002051
DB00860,D002051
DB00987,D002051
DB00997,D002051
DB01042,D002051
DB01169,D002051
DB01181,D002051
DB01234,D002051
DB09110,D002051
DB00014,D001943
DB00019,D001943
DB00091,D001943
DB00126,D001943
DB00136,D001943
DB00140,D001943
DB00158,D001943
DB00179,D001943
DB00184,D001943
DB00188,D001943
DB00220,D001943
DB00250,D001943
DB00255,D001943
DB00262,D001943
DB00266,D001943
DB00276,D001943
DB00282,D001943
DB00286,D001943
DB00305,D001943
DB00307,D001943
DB00309,D001943
DB00317,D001943
DB00328,D001943
DB00343,D001943
DB00351,D001943
DB00357,D001943
DB00361,D001943
DB00396,D001943
DB00398,D001943
DB00399,D001943
DB00412,D001943
DB00441,D001943
DB00445,D001943
DB00468,D001943
DB00481,D001943
DB00482,D001943
DB00515,D001943
DB00523,D001943
DB00531,D001943
DB00539,D001943
DB00541,D001943
DB00544,D001943
DB00563,D001943
DB00564,D001943
DB00570,D001943
DB00572,D001943
DB00603,D001943
DB00605,D001943
DB00608,D001943
DB00619,D001943
DB00624,D001943
DB00627,D001943
DB00635,D001943
DB00642,D001943
DB00650,D001943
DB00661,D001943
DB00675,D001943
DB00727,D001943
DB00741,D001943
DB00746,D001943
DB00755,D001943
DB00773,D001943
DB00783,D001943
DB00795,D001943
DB00822,D001943
DB00848,D001943
DB00851,D001943
DB00860,D001943
DB00863,D001943
DB00904,D001943
DB00927,D001943
DB00945,D001943
DB00947,D001943
DB00958,D001943
DB00987,D001943
DB00990,D001943
DB00997,D001943
DB01006,D001943
DB01008,D001943
DB01042,D001943
DB01083,D001943
DB01101,D001943
DB01126,D001943
DB01128,D001943
DB01143,D001943
DB01169,D001943
DB01181,D001943
DB01185,D001943
DB01188,D001943
DB01204,D001943
DB01217,D001943
DB01229,D001943
DB01234,D001943
DB01248,D001943
DB01254,D001943
DB01259,D001943
DB01262,D001943
DB01406,D001943
DB01645,D001943
DB01852,D001943
DB01933,D001943
DB02342,D001943
DB02546,D001943
DB02709,D001943
DB03496,D001943
DB04216,D001943
DB04224,D001943
DB04253,D001943
DB04258,D001943
DB04572,D001943
DB04743,D001943
DB04815,D001943
DB04845,D001943
DB04905,D001943
DB04960,D001943
DB05073,D001943
DB05076,D001943
DB05424,D001943
DB06249,D001943
DB06272,D001943
DB06287,D001943
DB06629,D001943
DB06732,D001943
DB06769,D001943
DB06774,D001943
DB06803,D001943
DB06825,D001943
DB07232,D001943
DB07352,D001943
DB08059,D001943
DB08399,D001943
DB08831,D001943
DB08905,D001943
DB09010,D001943
DB09070,D001943
DB09073,D001943
DB09074,D001943
DB09086,D001943
DB09110,D001943
DB09140,D001943
DB09567,D001943
DB11135,D001943
DB11357,D001943
DB11400,D001943
DB11431,D001943
DB11544,D001943
DB11616,D001943
DB11641,D001943
DB11651,D001943
DB11663,D001943
DB11665,D001943
DB11672,D001943
DB11674,D001943
DB11716,D001943
DB11869,D001943
DB11875,D001943
DB12001,D001943
DB12039,D001943
DB12116,D001943
DB12316,D001943
DB12442,D001943
DB12480,D001943
DB12647,D001943
DB12764,D001943
DB12768,D001943
DB12881,D001943
DB12947,D001943
DB13063,D001943
DB13200,D001943
DB13956,D001943
DB13971,D001943
DB14063,D001943
DB14086,D001943
DB14183,D001943
DB14371,D001943
DB14482,D001943
DB14484,D001943
DB14490,D001943
DB15289,D001943
DB15359,D001943
DB00114,D015179
DB00136,D015179
DB00140,D015179
DB00158,D015179
DB00244,D015179
DB00262,D015179
DB00293,D015179
DB00305,D015179
DB00309,D015179
DB00317,D015179
DB00322,D015179
DB00328,D015179
DB00398,D015179
DB00441,D015179
DB00482,D015179
DB00495,D015179
DB00515,D015179
DB00526,D015179
DB00530,D015179
DB00533,D015179
DB00541,D015179
DB00544,D015179
DB00563,D015179
DB00570,D015179
DB00605,D015179
DB00641,D015179
DB00650,D015179
DB00749,D015179
DB00762,D015179
DB00773,D015179
DB00814,D015179
DB00848,D015179
DB00851,D015179
DB00927,D015179
DB00928,D015179
DB00945,D015179
DB00997,D015179
DB01050,D015179
DB01083,D015179
DB01101,D015179
DB01169,D015179
DB01204,D015179
DB01229,D015179
DB01262,D015179
DB01436,D015179
DB02709,D015179
DB03459,D015179
DB04216,D015179
DB04485,D015179
DB04743,D015179
DB05073,D015179
DB05076,D015179
DB05482,D015179
DB05767,D015179
DB06155,D015179
DB06246,D015179
DB06803,D015179
DB07338,D015179
DB09010,D015179
DB09130,D015179
DB12116,D015179
DB12422,D015179
DB12947,D015179
DB00104,D006528
DB00122,D006528
DB00126,D006528
DB00134,D006528
DB00188,D006528
DB00197,D006528
DB00255,D006528
DB00282,D006528
DB00316,D006528
DB00317,D006528
DB00328,D006528
DB00398,D006528
DB00435,D006528
DB00441,D006528
DB00445,D006528
DB00501,D006528
DB00515,D006528
DB00531,D006528
DB00544,D006528
DB00650,D006528
DB00675,D006528
DB00694,D006528
DB00720,D006528
DB00755,D006528
DB00762,D006528
DB00778,D006528
DB00783,D006528
DB00814,D006528
DB00853,D006528
DB00877,D006528
DB00928,D006528
DB00997,D006528
DB01030,D006528
DB01041,D006528
DB01132,D006528
DB01169,D006528
DB01229,D006528
DB01234,D006528
DB01248,D006528
DB01645,D006528
DB01726,D006528
DB02342,D006528
DB02709,D006528
DB03068,D006528
DB04216,D006528
DB04703,D006528
DB04743,D006528
DB04942,D006528
DB05073,D006528
DB05076,D006528
DB05260,D006528
DB05420,D006528
DB05482,D006528
DB06091,D006528
DB06151,D006528
DB06159,D006528
DB06755,D006528
DB06803,D006528
DB06824,D006528
DB08633,D006528
DB08889,D006528
DB08995,D006528
DB09010,D006528
DB11672,D006528
DB11689,D006528
DB11974,D006528
DB12116,D006528
DB12326,D006528
DB12422,D006528
DB12622,D006528
DB13956,D006528
DB13971,D006528
DB14184,D006528
DB14479,D006528
DB14482,D006528
DB14484,D006528
DB14490,D006528
DB15359,D006528
DB15381,D006528
DB00257,C567779
DB00620,C567779
DB01099,C567779
DB01110,C567779
DB01167,C567779
DB01188,C567779
DB00178,D001145
DB00187,D001145
DB00190,D001145
DB00195,D001145
DB00204,D001145
DB00206,D001145
DB00215,D001145
DB00252,D001145
DB00264,D001145
DB00280,D001145
DB00281,D001145
DB00295,D001145
DB00308,D001145
DB00335,D001145
DB00343,D001145
DB00373,D001145
DB00379,D001145
DB00384,D001145
DB00390,D001145
DB00393,D001145
DB00396,D001145
DB00450,D001145
DB00489,D001145
DB00521,D001145
DB00540,D001145
DB00571,D001145
DB00572,D001145
DB00575,D001145
DB00590,D001145
DB00592,D001145
DB00598,D001145
DB00633,D001145
DB00640,D001145
DB00653,D001145
DB00661,D001145
DB00668,D001145
DB00680,D001145
DB00753,D001145
DB00761,D001145
DB00818,D001145
DB00831,D001145
DB00866,D001145
DB00881,D001145
DB00908,D001145
DB00917,D001145
DB00925,D001145
DB00981,D001145
DB01035,D001145
DB01056,D001145
DB01064,D001145
DB01085,D001145
DB01113,D001145
DB01115,D001145
DB01118,D001145
DB01136,D001145
DB01164,D001145
DB01169,D001145
DB01175,D001145
DB01182,D001145
DB01183,D001145
DB01193,D001145
DB01195,D001145
DB01228,D001145
DB01236,D001145
DB01244,D001145
DB01297,D001145
DB01373,D001145
DB01390,D001145
DB01392,D001145
DB01418,D001145
DB01426,D001145
DB01427,D001145
DB01429,D001145
DB01580,D001145
DB01626,D001145
DB01954,D001145
DB01956,D001145
DB02587,D001145
DB03322,D001145
DB04846,D001145
DB04855,D001145
DB04957,D001145
DB05381,D001145
DB06444,D001145
DB06637,D001145
DB06727,D001145
DB06755,D001145
DB06762,D001145
DB06770,D001145
DB08954,D001145
DB09069,D001145
DB09153,D001145
DB09220,D001145
DB09242,D001145
DB11141,D001145
DB11248,D001145
DB11738,D001145
DB12212,D001145
DB12712,D001145
DB12783,D001145
DB12923,D001145
DB13180,D001145
DB13279,D001145
DB13358,D001145
DB13508,D001145
DB13555,D001145
DB13749,D001145
DB14063,D001145
DB14183,D001145
DB14208,D001145
DB14500,D001145
DB14513,D001145
DB14755,D001145
DB00661,C566171
DB00178,D002311
DB00214,D002311
DB00264,D002311
DB00295,D002311
DB00335,D002311
DB00390,D002311
DB00421,D002311
DB00542,D002311
DB00584,D002311
DB00635,D002311
DB00678,D002311
DB00695,D002311
DB00796,D002311
DB00841,D002311
DB00898,D002311
DB00975,D002311
DB00993,D002311
DB01115,D002311
DB01118,D002311
DB01136,D002311
DB01212,D002311
DB01275,D002311
DB02709,D002311
DB04880,D002311
DB05073,D002311
DB08162,D002311
DB11450,D002311
DB12537,D002311
DB12945,D002311
DB00162,C567296
DB00451,D002349
DB00963,C536691
DB00273,D019305
DB00313,D019305
DB00349,D019305
DB00564,D019305
DB00126,D002607
DB14482,D002607
DB14484,D002607
DB14490,D002607
DB00126,D002607
DB14482,D002607
DB14484,D002607
DB14490,D002607
DB00206,D002819
DB00245,D002819
DB00363,D002819
DB00387,D002819
DB00422,D002819
DB00477,D002819
DB00502,D002819
DB00679,D002819
DB00810,D002819
DB00829,D002819
DB00831,D002819
DB00927,D002819
DB00981,D002819
DB01202,D002819
DB01224,D002819
DB04844,D002819
DB09407,D002819
DB11868,D002819
DB13557,D002819
DB00915,C562509
DB11672,D003103
DB01174,D020936
DB00794,D020936
DB01174,D020936
DB00334,D046349
DB00544,D007644
DB00755,D007644
DB00926,D007644
DB00381,D046589
DB00393,D046589
DB00682,D046589
DB00722,D046589
DB00758,D046589
DB00790,D046589
DB00806,D046589
DB00945,D046589
DB01219,D046589
DB00163,C565115
DB00190,C565115
DB00245,C565115
DB00268,C565115
DB00313,C565115
DB00382,C565115
DB00387,C565115
DB00413,C565115
DB00674,C565115
DB00747,C565115
DB00810,C565115
DB00843,C565115
DB00989,C565115
DB01043,C565115
DB00252,D020191
DB00909,D020191
DB01174,D020191
DB00443,C562379
DB00635,C562379
DB00741,C562379
DB00936,C562379
DB01013,C562379
DB01188,C562379
DB01234,C562379
DB00035,D020790
DB00564,D020790
DB00999,D020790
DB00035,D018500
DB00328,D018500
DB00421,D018500
DB00436,D018500
DB00465,D018500
DB00564,D018500
DB00594,D018500
DB00999,D018500
DB01009,D018500
DB05134,D018500
DB13023,D018500
DB00222,C565101
DB00284,C565101
DB00331,C565101
DB00412,C565101
DB00414,C565101
DB00491,C565101
DB00672,C565101
DB00731,C565101
DB00839,C565101
DB00912,C565101
DB01016,C565101
DB01029,C565101
DB01067,C565101
DB01124,C565101
DB01132,C565101
DB01261,C565101
DB00222,C564219
DB00284,C564219
DB00331,C564219
DB00412,C564219
DB00414,C564219
DB00491,C564219
DB00672,C564219
DB00731,C564219
DB00839,C564219
DB00912,C564219
DB01016,C564219
DB01029,C564219
DB01067,C564219
DB01124,C564219
DB01132,C564219
DB01261,C564219
DB00104,C565100
DB08907,C565100
DB00158,D003924
DB00197,D003924
DB00222,D003924
DB00273,D003924
DB00284,D003924
DB00331,D003924
DB00412,D003924
DB00414,D003924
DB00491,D003924
DB00584,D003924
DB00672,D003924
DB00731,D003924
DB00806,D003924
DB00839,D003924
DB00912,D003924
DB00930,D003924
DB00966,D003924
DB01016,D003924
DB01029,D003924
DB01054,D003924
DB01067,D003924
DB01083,D003924
DB01120,D003924
DB01124,D003924
DB01132,D003924
DB01191,D003924
DB01261,D003924
DB01276,D003924
DB01306,D003924
DB01393,D003924
DB01593,D003924
DB01645,D003924
DB02709,D003924
DB03404,D003924
DB04115,D003924
DB04665,D003924
DB04876,D003924
DB05073,D003924
DB05518,D003924
DB06335,D003924
DB06543,D003924
DB06655,D003924
DB08882,D003924
DB08907,D003924
DB08995,D003924
DB09231,D003924
DB11056,D003924
DB11136,D003924
DB11672,D003924
DB11827,D003924
DB12116,D003924
DB12491,D003924
DB13182,D003924
DB13387,D003924
DB14184,D003924
DB14815,D003924
DB00181,D009103
DB00242,D009103
DB00514,D009103
DB00635,D009103
DB00704,D009103
DB00745,D009103
DB00860,D009103
DB00908,D009103
DB00915,D009103
DB00959,D009103
DB00993,D009103
DB01204,D009103
DB01219,D009103
DB01230,D009103
DB01235,D009103
DB01285,D009103
DB01677,D009103
DB06637,D009103
DB08868,D009103
DB08908,D009103
DB11094,D009103
DB12371,D009103
DB14644,D009103
DB00668,D004387
DB00724,D004387
DB00961,D004387
DB00653,C565080
DB00363,D020961
DB00502,D020961
DB00843,D020961
DB01224,D020961
DB00181,C536698
DB00564,C536698
DB01235,C538007
DB00007,D004715
DB00014,D004715
DB00304,D004715
DB00328,D004715
DB00367,D004715
DB00396,D004715
DB00482,D004715
DB00533,D004715
DB00549,D004715
DB00603,D004715
DB00605,D004715
DB00641,D004715
DB00717,D004715
DB00788,D004715
DB00834,D004715
DB00957,D004715
DB00977,D004715
DB01050,D004715
DB01406,D004715
DB02709,D004715
DB05073,D004715
DB09070,D004715
DB11979,D004715
DB12474,D004715
DB00215,D003966
DB00285,D003966
DB00472,D003966
DB00715,D003966
DB01104,D003966
DB00619,C565054
DB00794,D004828
DB00794,D010787
DB00794,D020195
DB00281,D004916
DB00379,D004916
DB00564,D004916
DB00945,D004916
DB00996,D004916
DB00188,D004938
DB00305,D004938
DB00309,D004938
DB00328,D004938
DB00445,D004938
DB00515,D004938
DB00544,D004938
DB00554,D004938
DB00563,D004938
DB00605,D004938
DB00853,D004938
DB00958,D004938
DB00997,D004938
DB01101,D004938
DB01143,D004938
DB01169,D004938
DB01229,D004938
DB01248,D004938
DB01593,D004938
DB02709,D004938
DB03496,D004938
DB05073,D004938
DB06151,D004938
DB08865,D004938
DB11135,D004938
DB12577,D004938
DB12736,D004938
DB13145,D004938
DB14479,D004938
DB14680,D004938
DB00328,C563167
DB00443,C563167
DB00620,C563167
DB00635,C563167
DB00788,C563167
DB01234,C563167
DB00328,C565034
DB00605,C565034
DB00788,C565034
DB00814,C565034
DB00035,C565025
DB00302,C565025
DB00035,D006467
DB00302,D006467
DB00302,C565024
DB00302,C565023
DB00153,D005198
DB00328,D005198
DB00583,D005198
DB00635,D005198
DB01070,D005198
DB01390,D005198
DB01956,D005198
DB03811,D005198
DB00995,D005258
DB00851,C535944
DB00958,C535944
DB00997,C535944
DB00482,D005351
DB00201,D006970
DB00745,D006970
DB01576,D006970
DB00252,D020386
DB00564,D020386
DB00993,D020386
DB00104,D013274
DB00197,D013274
DB00201,D013274
DB00305,D013274
DB00309,D013274
DB00328,D013274
DB00368,D013274
DB00398,D013274
DB00445,D013274
DB00482,D013274
DB00495,D013274
DB00501,D013274
DB00515,D013274
DB00526,D013274
DB00544,D013274
DB00563,D013274
DB00619,D013274
DB00642,D013274
DB00650,D013274
DB00695,D013274
DB00755,D013274
DB00762,D013274
DB00927,D013274
DB00945,D013274
DB00997,D013274
DB01083,D013274
DB01101,D013274
DB01169,D013274
DB01229,D013274
DB01248,D013274
DB01259,D013274
DB01262,D013274
DB02709,D013274
DB03496,D013274
DB04104,D013274
DB04216,D013274
DB05073,D013274
DB05482,D013274
DB08865,D013274
DB09086,D013274
DB09201,D013274
DB09256,D013274
DB09257,D013274
DB11656,D013274
DB11672,D013274
DB11716,D013274
DB12355,D013274
DB12577,D013274
DB12884,D013274
DB12947,D013274
DB13063,D013274
DB14680,D013274
DB00193,D018442
DB00213,D018442
DB00454,D018442
DB00759,C564239
DB00184,D005879
DB00245,D005879
DB00246,D005879
DB00470,D005879
DB00472,D005879
DB00497,D005879
DB00502,D005879
DB00575,D005879
DB00647,D005879
DB00657,D005879
DB00704,D005879
DB00734,D005879
DB00747,D005879
DB01100,D005879
DB01183,D005879
DB01202,D005879
DB01224,D005879
DB01238,D005879
DB04844,D005879
DB11868,D005879
DB00195,C564234
DB00287,C564234
DB00373,C564234
DB00388,C564234
DB00449,C564234
DB00484,C564234
DB00521,C564234
DB00654,C564234
DB00668,C564234
DB00869,C564234
DB00905,C564234
DB01194,C564234
DB01210,C564234
DB01214,C564234
DB00287,D005902
DB00305,D005902
DB00373,D005902
DB00388,D005902
DB00449,D005902
DB00484,D005902
DB00586,D005902
DB00635,D005902
DB00654,D005902
DB00668,D005902
DB00809,D005902
DB00819,D005902
DB00869,D005902
DB00905,D005902
DB00964,D005902
DB01085,D005902
DB01144,D005902
DB01194,D005902
DB01214,D005902
DB01394,D005902
DB02266,D005902
DB00126,D005910
DB00134,D005910
DB00136,D005910
DB00188,D005910
DB00197,D005910
DB00262,D005910
DB00328,D005910
DB00470,D005910
DB00477,D005910
DB00515,D005910
DB00530,D005910
DB00531,D005910
DB00541,D005910
DB00544,D005910
DB00563,D005910
DB00619,D005910
DB00641,D005910
DB00650,D005910
DB00675,D005910
DB00742,D005910
DB00762,D005910
DB00773,D005910
DB00853,D005910
DB00958,D005910
DB01017,D005910
DB01041,D005910
DB01042,D005910
DB01136,D005910
DB01168,D005910
DB01169,D005910
DB01206,D005910
DB01229,D005910
DB01234,D005910
DB01248,D005910
DB01593,D005910
DB02656,D005910
DB02709,D005910
DB04106,D005910
DB04216,D005910
DB04258,D005910
DB04572,D005910
DB04690,D005910
DB05073,D005910
DB05305,D005910
DB05482,D005910
DB06174,D005910
DB06444,D005910
DB06549,D005910
DB06755,D005910
DB07352,D005910
DB11119,D005910
DB11919,D005910
DB12072,D005910
DB12948,D005910
DB13950,D005910
DB14001,D005910
DB14003,D005910
DB14476,D005910
DB14482,D005910
DB14484,D005910
DB14490,D005910
DB00279,D018310
DB00451,D018310
DB00279,D050031
DB00451,D050031
DB00122,D010003
DB00141,D010003
DB00168,D010003
DB00193,D010003
DB00201,D010003
DB00254,D010003
DB00316,D010003
DB00318,D010003
DB00328,D010003
DB00461,D010003
DB00469,D010003
DB00482,D010003
DB00500,D010003
DB00533,D010003
DB00554,D010003
DB00573,D010003
DB00580,D010003
DB00586,D010003
DB00605,D010003
DB00712,D010003
DB00749,D010003
DB00784,D010003
DB00788,D010003
DB00812,D010003
DB00814,D010003
DB00861,D010003
DB00929,D010003
DB00939,D010003
DB00945,D010003
DB00959,D010003
DB00991,D010003
DB01009,D010003
DB01050,D010003
DB01068,D010003
DB01283,D010003
DB01296,D010003
DB01399,D010003
DB01419,D010003
DB01551,D010003
DB01628,D010003
DB02709,D010003
DB04743,D010003
DB04812,D010003
DB05073,D010003
DB06774,D010003
DB08951,D010003
DB11672,D010003
DB11994,D010003
DB15359,D010003
DB00571,D006392
DB00203,D065630
DB00619,D065630
DB00755,D065630
DB00148,D006816
DB00181,D006816
DB00334,D006816
DB00470,D006816
DB00540,D006816
DB00837,D006816
DB00877,D006816
DB00915,D006816
DB00981,D006816
DB01017,D006816
DB01104,D006816
DB01238,D006816
DB01356,D006816
DB02329,D006816
DB02709,D006816
DB04690,D006816
DB04844,D006816
DB05073,D006816
DB09270,D006816
DB12385,D006816
DB13025,D006816
DB13089,D006816
DB00182,D001289
DB00184,D001289
DB00201,D001289
DB00215,D001289
DB00285,D001289
DB00289,D001289
DB00422,D001289
DB00458,D001289
DB00465,D001289
DB00477,D001289
DB00514,D001289
DB00540,D001289
DB00564,D001289
DB00575,D001289
DB00679,D001289
DB00734,D001289
DB00745,D001289
DB00907,D001289
DB01018,D001289
DB01037,D001289
DB01065,D001289
DB01104,D001289
DB01151,D001289
DB01156,D001289
DB01175,D001289
DB01186,D001289
DB01230,D001289
DB01238,D001289
DB01255,D001289
DB01576,D001289
DB01577,D001289
DB05458,D001289
DB06413,D001289
DB11133,D001289
DB11699,D001289
DB12299,D001289
DB12458,D001289
DB13168,D001289
DB01174,D005878
DB00282,C562999
DB00399,C562999
DB00635,C562999
DB00695,C562999
DB00641,D006938
