Drug,Disease
DB00374,C562889
DB00381,C562889
DB00401,C562889
DB00421,C562889
DB00436,C562889
DB00449,C562889
DB00457,C562889
DB00484,C562889
DB00492,C562889
DB00519,C562889
DB00521,C562889
DB00524,C562889
DB00542,C562889
DB00559,C562889
DB00571,C562889
DB00575,C562889
DB00590,C562889
DB00594,C562889
DB00598,C562889
DB00622,C562889
DB00654,C562889
DB00657,C562889
DB00661,C562889
DB00678,C562889
DB00691,C562889
DB00692,C562889
DB00695,C562889
DB00722,C562889
DB00796,C562889
DB00800,C562889
DB00808,C562889
DB00820,C562889
DB00869,C562889
DB00876,C562889
DB00880,C562889
DB00881,C562889
DB00883,C562889
DB00887,C562889
DB00903,C562889
DB00905,C562889
DB00960,C562889
DB00966,C562889
DB00968,C562889
DB00988,C562889
DB00999,C562889
DB01018,C562889
DB01023,C562889
DB01029,C562889
DB01085,C562889
DB01088,C562889
DB01115,C562889
DB01136,C562889
DB01162,C562889
DB01170,C562889
DB01189,C562889
DB01193,C562889
DB01194,C562889
DB01197,C562889
DB01203,C562889
DB01210,C562889
DB01240,C562889
DB01244,C562889
DB01258,C562889
DB01275,C562889
DB01359,C562889
DB04861,C562889
DB00176,D009771
DB00215,D009771
DB00285,D009771
DB00334,D009771
DB00472,D009771
DB00715,D009771
DB00904,D009771
DB01104,D009771
DB01175,D009771
DB01224,D009771
DB01238,D009771
DB01242,D009771
DB00490,C563498
DB00230,C535351
DB00252,C535351
DB00476,C535351
DB00564,C535351
DB00620,C535351
DB00996,C535351
DB00122,D010003
DB00141,D010003
DB00193,D010003
DB00328,D010003
DB00461,D010003
DB00469,D010003
DB00482,D010003
DB00500,D010003
DB00554,D010003
DB00573,D010003
DB00586,D010003
DB00605,D010003
DB00712,D010003
DB00749,D010003
DB00784,D010003
DB00788,D010003
DB00814,D010003
DB00861,D010003
DB00939,D010003
DB00945,D010003
DB00991,D010003
DB01009,D010003
DB01050,D010003
DB01068,D010003
DB01283,D010003
DB01296,D010003
DB01399,D010003
DB01628,D010003
DB00214,C536051
DB00282,C536051
DB00695,C536051
DB00887,C536051
DB00988,C536051
DB00136,D010024
DB00146,D010024
DB00153,D010024
DB00169,D010024
DB00282,D010024
DB00286,D010024
DB00481,D010024
DB00630,D010024
DB00710,D010024
DB00884,D010024
DB01070,D010024
DB00440,D010033
DB00535,D010033
DB00537,D010033
DB00741,D010033
DB01086,D010033
DB01137,D010033
DB01165,D010033
DB01234,D010033
DB00282,C563476
DB00399,C563476
DB00630,C563476
DB00884,C563476
DB01133,C563476
DB00176,D016584
DB00186,D016584
DB00215,D016584
DB00285,D016584
DB00404,D016584
DB00458,D016584
DB00472,D016584
DB00490,D016584
DB00540,D016584
DB00715,D016584
DB01068,D016584
DB01104,D016584
DB01151,D016584
DB01156,D016584
DB01242,D016584
DB00190,D010300
DB00245,D010300
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00413,D010300
DB00494,D010300
DB00714,D010300
DB00747,D010300
DB00810,D010300
DB00915,D010300
DB00989,D010300
DB01186,D010300
DB01200,D010300
DB01235,D010300
DB01367,D010300
DB00190,D010300
DB00245,D010300
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00392,D010300
DB00413,D010300
DB00424,D010300
DB00494,D010300
DB00589,D010300
DB00714,D010300
DB00747,D010300
DB00989,D010300
DB01037,D010300
DB01173,D010300
DB01186,D010300
DB01235,D010300
DB01367,D010300
DB05271,D010300
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00392,D010300
DB00413,D010300
DB00424,D010300
DB00494,D010300
DB00589,D010300
DB00714,D010300
DB00989,D010300
DB01037,D010300
DB01173,D010300
DB01186,D010300
DB01235,D010300
DB05271,D010300
DB00115,D000752
DB00200,D000752
DB00571,D010673
DB00575,D010673
DB00598,D010673
DB00692,D010673
DB00765,D010673
DB00925,D010673
DB00620,D010916
DB00675,D005359
DB01217,D005359
DB00482,D011125
DB00605,D011125
DB00482,C562464
DB00331,C566757
DB00650,C566757
DB00014,D011471
DB00286,D011471
DB00499,D011471
DB00783,D011471
DB01101,D011471
DB01128,D011471
DB01196,D011471
DB01204,D011471
DB01248,D011471
DB00203,D006976
DB00374,D006976
DB00559,D006976
DB00820,D006976
DB00883,D006976
DB01088,D006976
DB01240,D006976
DB06268,D006976
DB00270,D011928
DB00343,D011928
DB00381,D011928
DB00401,D011928
DB00457,D011928
DB00528,D011928
DB00590,D011928
DB00727,D011928
DB01023,D011928
DB01113,D011928
DB01115,D011928
DB01197,D011928
DB00608,D012507
DB00620,D012507
DB00635,D012507
DB00993,D012507
DB01234,D012507
DB01058,D012555
DB06803,D012555
DB00246,D012559
DB00313,D012559
DB00334,D012559
DB00363,D012559
DB00408,D012559
DB00434,D012559
DB00472,D012559
DB00477,D012559
DB00502,D012559
DB00555,D012559
DB00564,D012559
DB00623,D012559
DB00679,D012559
DB00734,D012559
DB00831,D012559
DB00933,D012559
DB01063,D012559
DB01068,D012559
DB01224,D012559
DB01238,D012559
DB01267,D012559
DB01356,D012559
DB01623,D012559
DB00755,D017492
DB00444,D018288
DB00515,D018288
DB00563,D018288
DB00773,D018288
DB01030,D018288
DB00215,D010264
DB00433,D010264
DB00502,D010264
DB00734,D010264
DB00304,D011085
DB00331,D011085
DB00367,D011085
DB00717,D011085
DB00882,D011085
DB00977,D011085
DB01395,D011085
DB00635,D013700
DB01005,D013922
DB00570,D016553
DB00620,D016553
DB00635,D016553
DB00993,D016553
DB01234,D016553
DB01240,D016553
DB00208,D019851
DB00278,D019851
DB00407,D019851
DB00569,D019851
DB00806,D019851
DB01225,D019851
DB00398,C572845
DB00997,C572845
DB00575,D014029
DB00181,D014103
DB00186,D014103
DB00653,D011225
DB00727,D011225
DB00264,C536545
DB00571,C536545
DB00794,C536545
DB00909,C536545
DB00996,C536545
DB01203,C536545
DB08824,C536545
DB00213,C536406
DB00338,C536406
DB00364,C536406
DB00424,C536406
DB00448,C536406
DB00501,C536406
DB00572,C536406
DB00585,C536406
DB00736,C536406
DB00747,C536406
DB00794,C536406
DB00863,C536406
DB00927,C536406
DB00929,C536406
DB01129,C536406
DB01174,C536406
DB01203,C536406
DB00181,D014277
DB00564,D014277
DB00697,D014277
DB00856,D014277
DB00898,D014277
DB00635,C565346
DB00771,D003093
DB01003,D003093
DB01033,D003093
DB01222,D003093
DB01019,D001750
DB00286,D000093662
DB00304,D000093662
DB00351,D000093662
DB00367,D000093662
DB00603,D000093662
DB00717,D000093662
DB00957,D000093662
DB00977,D000093662
DB00464,D014648
DB00553,D001327
DB04571,D001327
DB00035,D056725
DB00541,D009396
DB00997,D009396
DB01229,D009396
DB00131,D014927
DB00640,D014927
DB00163,C536000
DB00346,C536000
DB00371,C536000
DB00424,C536000
DB00457,C536000
DB00468,C536000
DB00590,C536000
DB00661,C536000
DB00697,C536000
DB00706,C536000
DB00924,C536000
DB01162,C536000
DB01173,C536000
DB01216,C536000
DB00635,D000326
DB00984,D000347
DB08804,D000347
DB00384,D002549
DB00695,D002549
DB00880,D002549
DB00887,D002549
DB00903,D002549
DB00635,D000744
DB00860,D000744
DB00126,C562385
DB01174,C535382
DB00122,C535387
DB00328,C535387
DB00482,C535387
DB00500,C535387
DB00554,C535387
DB00573,C535387
DB00586,C535387
DB00605,C535387
DB00712,C535387
DB00749,C535387
DB00788,C535387
DB00814,C535387
DB00861,C535387
DB00945,C535387
DB00991,C535387
DB01009,C535387
DB01050,C535387
DB01068,C535387
DB01296,C535387
DB00214,D002915
DB00384,D002915
DB00421,D002915
DB00594,D002915
DB00695,D002915
DB00887,D002915
DB00903,D002915
DB00999,D002915
DB00180,C565935
DB00218,C565935
DB00221,C565935
DB00277,C565935
DB00332,C565935
DB00394,C565935
DB00440,C565935
DB00471,C565935
DB00535,C565935
DB00537,C565935
DB00549,C565935
DB00588,C565935
DB00620,C565935
DB00635,C565935
DB00651,C565935
DB00668,C565935
DB00716,C565935
DB00744,C565935
DB00764,C565935
DB00816,C565935
DB00852,C565935
DB00871,C565935
DB00938,C565935
DB00959,C565935
DB00983,C565935
DB01001,C565935
DB01003,C565935
DB01064,C565935
DB01137,C565935
DB01222,C565935
DB01223,C565935
DB01234,C565935
DB01291,C565935
DB01364,C565935
DB01410,C565935
DB00776,C565933
DB00794,C565933
DB00909,C565933
DB00996,C565933
DB00380,C565932
DB00563,C538013
DB00635,C538013
DB00993,C538013
DB01065,D001321
DB00221,C565905
DB00277,C565905
DB00332,C565905
DB00384,C565905
DB00471,C565905
DB00651,C565905
DB00695,C565905
DB00816,C565905
DB00871,C565905
DB00880,C565905
DB00887,C565905
DB00903,C565905
DB00983,C565905
DB01222,C565905
DB01223,C565905
DB00997,D008175
DB00257,D002178
DB01026,D002178
DB01099,D002178
DB01110,D002178
DB01167,D002178
DB01427,D002311
DB00380,D002311
DB00380,C565881
DB00583,C536778
DB00380,C538280
DB00963,C538280
DB00214,C535858
DB00232,C535858
DB00384,C535858
DB00421,C535858
DB00436,C535858
DB00524,C535858
DB00594,C535858
DB00695,C535858
DB00808,C535858
DB00819,C535858
DB00860,C535858
DB00880,C535858
DB00887,C535858
DB00903,C535858
DB00999,C535858
DB01197,C535858
DB01234,C535858
DB01406,C535858
DB00286,C565850
DB00624,C565850
DB00655,C565850
DB00717,C565850
DB00783,C565850
DB00977,C565850
DB01185,C565850
DB01219,C565679
DB00165,C565678
DB00252,C565678
DB00313,C565678
DB00396,C565678
DB00555,C565678
DB00593,C565678
DB00653,C565678
DB00754,C565678
DB00776,C565678
DB00794,C565678
DB00819,C565678
DB00829,C565678
DB00906,C565678
DB00909,C565678
DB01080,C565678
DB01174,C565678
DB01202,C565678
DB01320,C565678
DB01351,C565678
DB00434,C565672
DB00536,C565672
DB01174,D003414
DB00159,D003550
DB08820,D003550
DB00847,C535765
DB00847,D003554
DB00859,D003555
DB00125,C535767
DB08907,D003922
DB00444,C565617
DB00541,C565617
DB00563,C565617
DB00620,C565617
DB00635,C565617
DB00694,C565617
DB00762,C565617
DB00987,C565617
DB01008,C565617
DB01073,C565617
DB01177,C565617
DB01234,C565617
DB01254,C565617
DB00167,D001927
DB00215,D001927
DB00380,D001927
DB00433,D001927
DB00734,D001927
DB00167,C565594
DB00215,C565594
DB00433,C565594
DB00734,C565594
DB00380,D004695
DB00424,D004760
DB00475,D004760
DB00572,D004760
DB00747,D004760
DB00771,D004760
DB01174,D004760
DB00302,D005166
DB00163,C565557
DB00419,D005776
DB00419,D005776
DB00419,D005776
DB00563,D006828
DB00917,D006828
DB00692,D001606
DB01148,D001606
DB01210,D001606
DB01225,D001606
DB00163,C536835
DB00178,D006030
DB00492,D006030
DB00519,D006030
DB00638,D006030
DB00722,D006030
DB00881,D006030
DB01390,D006030
DB00240,D005317
DB00337,D005317
DB00547,D005317
DB00563,D005317
DB00596,D005317
DB00635,D005317
DB00741,D005317
DB00764,D005317
DB00846,D005317
DB00993,D005317
DB01234,D005317
DB01260,D005317
DB01359,C535758
DB00262,D006689
DB00290,D006689
DB00361,D006689
DB00428,D006689
DB00444,D006689
DB00515,D006689
DB00541,D006689
DB00563,D006689
DB00570,D006689
DB00773,D006689
DB00851,D006689
DB00987,D006689
DB00997,D006689
DB01073,D006689
DB01181,D006689
DB01204,D006689
DB01174,D006932
DB01174,D007566
DB01219,C565498
DB00165,C565494
DB00313,C565494
DB00555,C565494
DB00653,C565494
DB00754,C565494
DB00819,C565494
DB00909,C565494
DB01202,C565494
DB01320,C565494
DB01351,C565494
DB00635,D000075262
DB00687,D000075262
DB00860,D000075262
DB00126,D012614
DB00624,D005058
DB01185,D005058
DB00153,C565478
DB01070,C565478
DB00755,C538603
DB00819,D011559
DB01041,D007918
DB01045,D007918
DB00328,D006646
DB00482,C565441
DB00541,C565441
DB00563,C565441
DB00762,C565441
DB00987,C565441
DB01008,C565441
DB00928,D054221
DB01262,D054221
DB00262,C565429
DB00290,C565429
DB00444,C565429
DB00541,C565429
DB00563,C565429
DB00619,C565429
DB00631,C565429
DB00635,C565429
DB00694,C565429
DB00987,C565429
DB00997,C565429
DB01033,C565429
DB01073,C565429
DB01177,C565429
DB01181,C565429
DB01204,C565429
DB01254,C565429
DB00653,C565423
DB01394,D010505
DB00126,C567102
DB00186,C536988
DB00211,C536988
DB00321,C536988
DB00404,C536988
DB00472,C536988
DB00540,C536988
DB00545,C536988
DB00687,C536988
DB00715,C536988
DB00788,C536988
DB01050,C536988
DB01104,C536988
DB00091,D009157
DB00545,D009157
DB00733,D009157
DB00993,D009157
DB01122,D009157
DB01400,D009157
DB00307,D009182
DB00531,D009182
DB00563,D009182
DB00570,D009182
DB00635,D009182
DB00888,D009182
DB01234,D009182
DB02546,D009182
DB01008,D055728
DB00188,D009101
DB00262,D009101
DB00282,D009101
DB00399,D009101
DB00480,D009101
DB00515,D009101
DB00541,D009101
DB00997,D009101
DB01041,D009101
DB01042,D009101
DB01068,D020190
DB01068,D020194
DB00279,D009230
DB00451,D009230
DB00436,D009404
DB00695,D009404
DB00808,D009404
DB00880,D009404
DB00887,D009404
DB00903,D009404
DB00515,D009447
DB00541,D009447
DB00851,D009447
DB00997,D009447
DB01042,D009447
DB00419,D052536
DB00419,D052556
DB00242,C537752
DB00537,C537752
DB00928,C537752
DB01167,C537752
DB00490,C536420
DB00515,D012516
DB00563,D012516
DB00650,D012516
DB00958,D012516
DB00997,D012516
DB00153,C535282
DB00268,C538104
DB00323,C538104
DB00376,C538104
DB00387,C538104
DB00392,C538104
DB00413,C538104
DB00424,C538104
DB00494,C538104
DB00589,C538104
DB00714,C538104
DB00989,C538104
DB01037,C538104
DB01173,C538104
DB01186,C538104
DB01235,C538104
DB05271,C538104
DB01241,C564906
DB00424,C564899
DB00969,C564899
DB01113,C564899
DB00167,C564894
DB00215,C564894
DB00433,C564894
DB00734,C564894
DB00158,C538556
DB00160,C537286
DB00888,D011087
DB01005,D011087
DB01008,D011087
DB00328,D053579
DB00191,C564870
DB00273,C564870
DB00397,C564870
DB00501,C564870
DB00865,C564870
DB00937,C564870
DB01083,C564870
DB01105,C564870
DB01156,C564870
DB01577,C564870
DB01579,C564870
DB00136,C562688
DB00146,C562688
DB00153,C562688
DB00169,C562688
DB01070,C562688
DB00203,C564862
DB00374,C564862
DB00559,C564862
DB01088,C564862
DB01240,C564862
DB06268,C564862
DB00163,C564859
DB00169,D015212
DB00244,D015212
DB00537,D015212
DB00741,D015212
DB00795,D015212
