Drug,Drug,similarity
DB00014,DB01238,0.47075072908550575
DB00014,DB01240,0.49542869521204813
DB00014,DB01260,0.41892348832882814
DB00014,DB01267,0.4859664368310783
DB00014,DB01359,0.4596423528545324
DB00014,DB01364,0.4430463463894166
DB00014,DB01403,0.47996683607754353
DB00014,DB01410,0.42712886311337434
DB00014,DB01623,0.48534937660746835
DB00014,DB04861,0.45273912961201096
DB00014,DB05271,0.47150774342361723
DB00014,DB06196,0.4806050888424218
DB00014,DB06268,0.467865622
DB00014,DB08801,0.4792214431211624
DB00014,DB08906,0.42155268946155044
DB00035,DB00014,0.522597193
DB00035,DB00035,1
DB00035,DB00104,0.531622412
DB00035,DB00131,0.4489963298324153
DB00035,DB00177,0.5121833584927172
DB00035,DB00181,0.4412995227059063
DB00035,DB00186,0.464322359
DB00035,DB00187,0.4635022154112503
DB00035,DB00193,0.4404817210966894
DB00035,DB00201,0.48696783345290423
DB00035,DB00211,0.49765166567870595
DB00035,DB00216,0.494040418
DB00035,DB00221,0.4939571155882942
DB00035,DB00240,0.4504060464601903
DB00035,DB00245,0.47837267423703084
DB00035,DB00246,0.5119009846692151
DB00035,DB00248,0.5095815166451775
DB00035,DB00253,0.4505384915460125
DB00035,DB00264,0.49506998587875045
DB00035,DB00268,0.4893225250344467
DB00035,DB00273,0.4475149678102939
DB00035,DB00275,0.5088876423641149
DB00035,DB00277,0.44560318319145725
DB00035,DB00287,0.463174297
DB00035,DB00295,0.45852398308018477
DB00035,DB00302,0.4606134763048953
DB00035,DB00315,0.47009871141255455
DB00035,DB00318,0.4467991469641017
DB00035,DB00323,0.41648818368042884
DB00035,DB00324,0.44888217243377654
DB00035,DB00333,0.4493752127950866
DB00035,DB00334,0.4795993837206108
DB00035,DB00335,0.49630074123813933
DB00035,DB00342,0.4878882513659306
DB00035,DB00346,0.4796133888822292
DB00035,DB00349,0.4588200217259366
DB00035,DB00353,0.4888189480261089
DB00035,DB00354,0.47645984438326733
DB00035,DB00363,0.5076759977080526
DB00035,DB00366,0.4605381058562336
DB00035,DB00368,0.49570082582272307
DB00035,DB00371,0.45588284661145134
DB00035,DB00376,0.4304499513179641
DB00035,DB00387,0.4289135471532007
DB00035,DB00388,0.49578180506424707
DB00035,DB00392,0.47108281709879973
DB00035,DB00394,0.4557139891756356
DB00035,DB00398,0.4040067640817964
DB00035,DB00404,0.45782154377409884
DB00035,DB00407,0.44864166754707285
DB00035,DB00408,0.4948600410558093
DB00035,DB00413,0.4689473538587065
DB00035,DB00424,0.42928671209441216
DB00035,DB00433,0.4233903058255599
DB00035,DB00443,0.4500536745532151
DB00035,DB00449,0.48072007591917904
DB00035,DB00451,0.44485935626933276
DB00035,DB00454,0.49222847870919706
DB00035,DB00455,0.4684871740300352
DB00035,DB00457,0.48220585206950756
DB00035,DB00470,0.43734589154657405
DB00035,DB00471,0.4514248428527455
DB00035,DB00475,0.45821380709088655
DB00035,DB00477,0.48228590543631683
DB00035,DB00484,0.4739030296192645
DB00035,DB00490,0.4288901996345391
DB00035,DB00494,0.41661038505046993
DB00035,DB00497,0.4305700659695577
DB00035,DB00502,0.4886562563370678
DB00035,DB00508,0.4592760094228365
DB00035,DB00514,0.4489401443405356
DB00035,DB00521,0.4961014459493431
DB00035,DB00559,0.5150127260361236
DB00035,DB00571,0.5021835809588165
DB00035,DB00572,0.4620034555714669
DB00035,DB00575,0.495713341
DB00035,DB00588,0.45693185780324647
DB00035,DB00589,0.4995252273409649
DB00035,DB00590,0.4899874202452383
DB00035,DB00591,0.4638990571727441
DB00035,DB00598,0.5098566123124789
DB00035,DB00604,0.4894788164229206
DB00035,DB00611,0.45091119373101574
DB00035,DB00612,0.496201051
DB00035,DB00620,0.4500536745532151
DB00035,DB00623,0.45005071242927935
DB00035,DB00635,0.45409946192741607
DB00035,DB00637,0.5068047382438795
DB00035,DB00640,0.450748367
DB00035,DB00647,0.4477726938372359
DB00035,DB00651,0.48306856066604925
DB00035,DB00652,0.4604424662589739
DB00035,DB00654,0.4648436079903584
DB00035,DB00659,0.4590858694474526
DB00035,DB00663,0.44970060581642674
DB00035,DB00668,0.48029803980167457
DB00035,DB00669,0.4677908054393656
DB00035,DB00678,0.50916021
DB00035,DB00679,0.4750254451425991
DB00035,DB00696,0.5186785397830925
DB00035,DB00699,0.4269889445077884
DB00035,DB00704,0.44889704884297177
DB00035,DB00714,0.46810758677449793
DB00035,DB00734,0.5161929450991016
DB00035,DB00741,0.4626758064365199
DB00035,DB00747,0.4619284716472838
DB00035,DB00751,0.4942357221765197
DB00035,DB00764,0.44924180922899826
DB00035,DB00770,0.48396391696652535
DB00035,DB00796,0.5216677907624053
DB00035,DB00800,0.48510768026511575
DB00035,DB00810,0.47514327475350804
DB00035,DB00813,0.4560072142508293
DB00035,DB00816,0.4696752891477927
DB00035,DB00829,0.46757117658421404
DB00035,DB00831,0.4616578500972368
DB00035,DB00834,0.46408175362229054
DB00035,DB00835,0.43050276138225957
DB00035,DB00844,0.45075830228025077
DB00035,DB00846,0.4504312175604656
DB00035,DB00860,0.45059600262484123
DB00035,DB00863,0.4748718227666842
DB00035,DB00876,0.5131027507856799
DB00035,DB00899,0.45073977870742404
DB00035,DB00905,0.43935135558647115
DB00035,DB00917,0.4301634247576851
DB00035,DB00920,0.42889428631294146
DB00035,DB00921,0.4610948228859781
DB00035,DB00929,0.4189250628907444
DB00035,DB00933,0.45396367997492665
DB00035,DB00938,0.5077063912417572
DB00035,DB00949,0.47519762419873307
DB00035,DB00952,0.4715367918824623
DB00035,DB00953,0.4542860362374424
DB00035,DB00956,0.43094491913406313
DB00035,DB00959,0.4504122746967938
DB00035,DB00960,0.5017828581562949
DB00035,DB00966,0.45077425747657385
DB00035,DB00968,0.4582422966124778
DB00035,DB00983,0.5016322085023913
DB00035,DB00988,0.48982382186083523
DB00035,DB01001,0.49449399798460175
DB00035,DB01013,0.45253860924613676
DB00035,DB01018,0.4766866113774693
DB00035,DB01029,0.45719294061989624
DB00035,DB01043,0.4611055343366439
DB00035,DB01062,0.4693350715495119
DB00035,DB01065,0.4521978279414673
DB00035,DB01068,0.46003593437397106
DB00035,DB01069,0.46636902516157797
DB00035,DB01075,0.4878654971109602
DB00035,DB01085,0.4248977091008423
DB00035,DB01106,0.40816736799495423
DB00035,DB01114,0.46739886510192125
DB00035,DB01118,0.4489428638927497
DB00035,DB01136,0.47759052246248607
DB00035,DB01142,0.47134125648665653
DB00035,DB01146,0.4965182710579046
DB00035,DB01162,0.48658272537430397
DB00035,DB01173,0.4663055025241267
DB00035,DB01174,0.44011482251330664
DB00035,DB01176,0.44071755963466397
DB00035,DB01192,0.43088388211256984
DB00035,DB01193,0.49821120284633397
DB00035,DB01200,0.5196182681220453
DB00035,DB01203,0.495218233
DB00035,DB01214,0.4947399609887841
DB00035,DB01221,0.43937876089602895
DB00035,DB01222,0.45292822382350567
DB00035,DB01223,0.43768473101963395
DB00035,DB01224,0.5075152312596131
DB00035,DB01225,0.4549357206327452
DB00035,DB01231,0.46866381372883575
DB00035,DB01233,0.47879550798733067
DB00035,DB01234,0.4524283680164081
DB00035,DB01235,0.4650247938901603
DB00035,DB01238,0.5138289425269494
DB00035,DB01240,0.5051688355698182
DB00035,DB01260,0.4503290865358845
DB00035,DB01267,0.5165471348762186
DB00035,DB01351,0.4189170364797779
DB00035,DB01359,0.5016256175716095
DB00035,DB01364,0.46515340137723177
DB00035,DB01403,0.4900178702923578
DB00035,DB01410,0.46037770074734646
DB00035,DB01623,0.4658569430937563
DB00035,DB04861,0.5028663813620097
DB00035,DB05271,0.46026307149359996
DB00035,DB06196,0.550617335
DB00035,DB06268,0.5126596304439136
DB00035,DB08801,0.4900711132336398
DB00035,DB08906,0.45528656896496367
DB00091,DB00091,1
DB00091,DB00126,0.40124842271677724
DB00091,DB00179,0.4223582268259613
DB00091,DB00230,0.40882017845014557
DB00091,DB00316,0.41577546789887215
DB00091,DB00361,0.43916131189911484
DB00091,DB00398,0.4185109933669213
DB00091,DB00480,0.4652797094880606
DB00091,DB00530,0.47995271318236704
DB00091,DB00541,0.46515062325907147
DB00091,DB00570,0.41863206498085254
DB00091,DB00593,0.47814508886352686
DB00091,DB00619,0.40445006591701027
DB00091,DB00642,0.424121377
DB00091,DB00864,0.4875118324570211
DB00091,DB00996,0.4580570733180256
DB00091,DB01041,0.4018492107587665
DB00091,DB01083,0.417950413
DB00091,DB01229,0.46067876957423937
DB00091,DB01242,0.4038273486214032
DB00091,DB01244,0.5108764636757774
DB00091,DB01248,0.46200115087514915
DB00091,DB01254,0.5216687646535138
DB00091,DB01259,0.475496755
DB00091,DB01268,0.46090641991728004
DB00091,DB01394,0.43854528291431943
DB00091,DB01590,0.43926341813685116
DB00091,DB04865,0.5480641274011914
DB00091,DB04868,0.4606985141986301
DB00091,DB06287,0.4400944179408055
DB00091,DB08896,0.4012316386685592
DB00104,DB00014,0.5062368180175095
DB00104,DB00035,0.531622412
DB00104,DB00104,1
DB00104,DB00131,0.47869738396595896
DB00104,DB00177,0.5121401255894436
DB00104,DB00181,0.44680079113591287
DB00104,DB00186,0.48114365258259145
DB00104,DB00187,0.5269671016813874
DB00104,DB00193,0.5109623173184862
DB00104,DB00201,0.4524470947614904
DB00104,DB00211,0.4680493190602191
DB00104,DB00213,0.4372995543288609
DB00104,DB00216,0.5523530604425603
DB00104,DB00221,0.5062217513453914
DB00104,DB00240,0.43919502407411787
DB00104,DB00245,0.45902884919164916
DB00104,DB00246,0.5506722530638052
DB00104,DB00248,0.5149387784580269
DB00104,DB00253,0.43908841830464745
DB00104,DB00264,0.5073596895983532
DB00104,DB00268,0.5080115856026124
DB00104,DB00273,0.4931583107834286
DB00104,DB00275,0.5080254286598417
DB00104,DB00277,0.43254446128408514
DB00104,DB00287,0.4341201431276233
DB00104,DB00295,0.4587422475456347
DB00104,DB00315,0.4680605411439691
DB00104,DB00318,0.47750389882625693
DB00104,DB00320,0.4246132896678207
DB00104,DB00324,0.43714109803569706
DB00104,DB00333,0.4884873857678577
DB00104,DB00334,0.5021286892781646
DB00104,DB00335,0.5085812443364387
DB00104,DB00338,0.4311438540972583
DB00104,DB00342,0.4764658511382302
DB00104,DB00346,0.4560723897995731
DB00104,DB00349,0.46573368876210636
DB00104,DB00353,0.4827390831830933
DB00104,DB00354,0.41584557333133726
DB00104,DB00363,0.5296172998465875
DB00104,DB00366,0.44470739596747916
DB00104,DB00368,0.4566361991501006
DB00104,DB00371,0.46195791982337714
DB00104,DB00376,0.4557102428569835
DB00104,DB00387,0.4558130275685337
DB00104,DB00388,0.465020129
DB00104,DB00392,0.525408847
DB00104,DB00394,0.44463190774646805
DB00104,DB00404,0.46522215836378344
DB00104,DB00408,0.5317661940610378
DB00104,DB00413,0.5123448182509659
DB00104,DB00424,0.4587047257186154
DB00104,DB00433,0.5236215785651607
DB00104,DB00443,0.43821934496328835
DB00104,DB00448,0.43973712283551963
DB00104,DB00449,0.4823798909268664
DB00104,DB00451,0.43664885119256996
DB00104,DB00454,0.5159957271288286
DB00104,DB00455,0.44121877678625204
DB00104,DB00457,0.451119297
DB00104,DB00470,0.4695783431868528
DB00104,DB00471,0.4983240360278976
DB00104,DB00475,0.46593371494735236
DB00104,DB00477,0.5204484730218003
DB00104,DB00484,0.4581178149086898
DB00104,DB00490,0.5325749228789434
DB00104,DB00497,0.4586274050754235
DB00104,DB00502,0.5263720674195134
DB00104,DB00508,0.5195545593251425
DB00104,DB00514,0.5447614194886125
DB00104,DB00521,0.508673577
DB00104,DB00559,0.4907856633044611
DB00104,DB00571,0.48810304548539113
DB00104,DB00572,0.4817958781228698
DB00104,DB00575,0.473147568
DB00104,DB00588,0.4293272405876565
DB00104,DB00589,0.5643212648693378
DB00104,DB00590,0.46455869051740617
DB00104,DB00591,0.4518206613953391
DB00104,DB00598,0.48612681322776713
DB00104,DB00604,0.5054730359950304
DB00104,DB00611,0.47930013625996176
DB00104,DB00612,0.508884954
DB00104,DB00620,0.43834881238054946
DB00104,DB00623,0.447928136
DB00104,DB00635,0.44275211332839143
DB00104,DB00637,0.46916485121447854
DB00104,DB00640,0.46062793850165806
DB00104,DB00647,0.461032772
DB00104,DB00651,0.5047199915978566
DB00104,DB00652,0.42777343692321906
DB00104,DB00654,0.4355862889300184
DB00104,DB00659,0.4868393802898712
DB00104,DB00663,0.43806332871381254
DB00104,DB00668,0.4678307680955536
DB00104,DB00669,0.46492347699909803
DB00104,DB00678,0.507430286
DB00104,DB00679,0.5003900928265423
DB00104,DB00696,0.5354357062160053
DB00104,DB00699,0.41076763227710694
DB00104,DB00704,0.47510753412776513
DB00104,DB00714,0.5151938486853834
DB00104,DB00734,0.5610625790830587
DB00104,DB00736,0.436908735
DB00104,DB00741,0.43697763708363274
DB00104,DB00747,0.4920227819516829
DB00104,DB00751,0.5538953176160942
DB00104,DB00764,0.44091645638637145
DB00104,DB00770,0.43269558541628017
DB00104,DB00796,0.5214803498772785
DB00104,DB00800,0.4659041070192904
DB00104,DB00810,0.4669321070902597
DB00104,DB00813,0.4676154346782615
DB00104,DB00816,0.4855173222300084
DB00104,DB00829,0.47749082903539897
DB00104,DB00831,0.501372621
DB00104,DB00834,0.45106920460912786
DB00104,DB00835,0.4575082464798341
DB00104,DB00844,0.48039933
DB00104,DB00846,0.4391364658701889
DB00104,DB00860,0.4387297020775178
DB00104,DB00863,0.554916873
DB00104,DB00876,0.5122026246418658
DB00104,DB00899,0.4805087963582015
DB00104,DB00905,0.43022902967936866
DB00104,DB00917,0.4323846689526139
DB00104,DB00920,0.4277387290814088
DB00104,DB00921,0.48265132628807955
DB00104,DB00929,0.416930974
DB00104,DB00933,0.5450445420934441
DB00104,DB00938,0.5202098961103417
DB00104,DB00949,0.49982655114652436
DB00104,DB00952,0.46885918422562023
DB00104,DB00953,0.45277014208311134
DB00104,DB00956,0.4751241627204867
DB00104,DB00959,0.4392298790545624
DB00104,DB00960,0.48760510087924036
DB00104,DB00966,0.45916879286506584
DB00104,DB00968,0.4817428620361204
DB00104,DB00983,0.5143088618199679
DB00104,DB00988,0.5151368871696181
DB00104,DB00998,0.40600212346116943
DB00104,DB01001,0.5055961023087306
DB00104,DB01013,0.440736268
DB00104,DB01018,0.4556304353243072
DB00104,DB01029,0.451532577
DB00104,DB01043,0.5096886000288611
DB00104,DB01062,0.4569477131577469
DB00104,DB01065,0.49537616567941617
DB00104,DB01068,0.45393963437020673
DB00104,DB01069,0.5158805844971077
DB00104,DB01075,0.421541388
DB00104,DB01085,0.4534018746265041
DB00104,DB01114,0.4713214703188215
DB00104,DB01118,0.45311261756398974
DB00104,DB01129,0.4395462251903466
DB00104,DB01136,0.518023929
DB00104,DB01142,0.44872162523718107
DB00104,DB01146,0.48319546544920705
DB00104,DB01151,0.4024879009783782
DB00104,DB01162,0.4592772104071589
DB00104,DB01173,0.5026439173175111
DB00104,DB01174,0.5025346009137859
DB00104,DB01176,0.42703426631487457
DB00104,DB01192,0.475058093
DB00104,DB01193,0.5120419786187153
DB00104,DB01200,0.575156218
DB00104,DB01203,0.5086810497863098
DB00104,DB01214,0.5078155321293868
DB00104,DB01221,0.46459053656129806
DB00104,DB01222,0.4421035230951678
DB00104,DB01223,0.4418544095507726
DB00104,DB01224,0.5397776414420157
DB00104,DB01231,0.45597934813073443
DB00104,DB01233,0.5293485327389157
DB00104,DB01234,0.4223405506618192
DB00104,DB01235,0.5299424493849839
DB00104,DB01238,0.552132698
DB00104,DB01240,0.48341197472894554
DB00104,DB01260,0.43879669815595346
DB00104,DB01267,0.5625721758148258
DB00104,DB01351,0.513941939
DB00104,DB01359,0.4867407761524462
DB00104,DB01364,0.4733113652220264
DB00104,DB01403,0.4991374816392722
DB00104,DB01410,0.45013382759290965
DB00104,DB01623,0.5331524392922475
DB00104,DB04861,0.5165379605281637
DB00104,DB05271,0.5340104338048204
DB00104,DB06196,0.4718031255350847
DB00104,DB06268,0.4871849309408622
DB00104,DB08801,0.4237984977925804
DB00104,DB08906,0.44456556638347927
DB00115,DB00115,0.8333333333333334
DB00115,DB00200,0.5927217637609885
DB00122,DB00122,0.8333333333333334
DB00122,DB00398,0.42265610056934166
DB00122,DB00454,0.40386794378822904
DB00122,DB00514,0.4437485911330499
DB00122,DB00863,0.4507672944548631
DB00122,DB01043,0.4154040659911702
DB00122,DB01173,0.4183551550861245
DB00122,DB01174,0.40122088556167085
DB00125,DB00125,0.8333333333333334
DB00125,DB00131,0.40291276695433487
DB00125,DB00163,0.4077284613755192
DB00125,DB00313,0.400733502
DB00125,DB00465,0.4031164078209535
DB00125,DB01041,0.40736683968986337
DB00125,DB01050,0.42345770804551147
DB00125,DB01110,0.48475450570004747
DB00125,DB01234,0.45231834446446006
DB00126,DB00091,0.40124842271677724
DB00126,DB00126,0.8333333333333334
DB00126,DB00642,0.406941928
DB00131,DB00014,0.402159173
DB00131,DB00035,0.4489963298324153
DB00131,DB00104,0.47869738396595896
DB00131,DB00125,0.40291276695433487
DB00131,DB00131,1
DB00131,DB00177,0.46414250758811715
DB00131,DB00181,0.4162152792218305
DB00131,DB00186,0.41021733839190744
DB00131,DB00188,0.4048462367336542
DB00131,DB00201,0.5439133743301086
DB00131,DB00210,0.4032939091118437
DB00131,DB00211,0.41370781517360533
DB00131,DB00216,0.5793809523511254
DB00131,DB00221,0.4438542473052535
DB00131,DB00240,0.5380638977876667
DB00131,DB00242,0.44750594319694104
DB00131,DB00245,0.436115122
DB00131,DB00246,0.5248297930478006
DB00131,DB00248,0.5030738549584796
DB00131,DB00253,0.5335881347715087
DB00131,DB00255,0.4306491960111917
DB00131,DB00264,0.43744240588257627
DB00131,DB00268,0.41145457712908967
DB00131,DB00273,0.41232280564393314
DB00131,DB00275,0.46014873841930254
DB00131,DB00277,0.559150702
DB00131,DB00286,0.448624146
DB00131,DB00287,0.40847000491141316
DB00131,DB00295,0.437713568
DB00131,DB00304,0.43647815606916823
DB00131,DB00313,0.40696310213771597
DB00131,DB00318,0.42295292805888635
DB00131,DB00324,0.5346446111373774
DB00131,DB00331,0.4788448933665405
DB00131,DB00334,0.4699920955286401
DB00131,DB00335,0.43974776606248134
DB00131,DB00342,0.4249036651314615
DB00131,DB00346,0.4133795707052071
DB00131,DB00349,0.4027829266310527
DB00131,DB00363,0.5195351471941851
DB00131,DB00366,0.512440493
DB00131,DB00367,0.43872571348672507
DB00131,DB00368,0.4347213340323965
DB00131,DB00371,0.40032482262005464
DB00131,DB00376,0.4124522524860727
DB00131,DB00387,0.41213744403719427
DB00131,DB00388,0.40529855033407797
DB00131,DB00392,0.41310329639518634
DB00131,DB00394,0.5298273985751897
DB00131,DB00396,0.43628027630082267
DB00131,DB00404,0.4082226745704673
DB00131,DB00408,0.5180797493466744
DB00131,DB00413,0.40033867916265836
DB00131,DB00424,0.421411118
DB00131,DB00443,0.5360517226933558
DB00131,DB00449,0.43964157220448036
DB00131,DB00451,0.5099285688402676
DB00131,DB00454,0.4428550831417836
DB00131,DB00455,0.41271166204954063
DB00131,DB00457,0.41764974206700933
DB00131,DB00470,0.4295008387226466
DB00131,DB00471,0.4348393976655945
DB00131,DB00475,0.4051316662760531
DB00131,DB00477,0.49602810806833336
DB00131,DB00481,0.46035709100851485
DB00131,DB00482,0.4709786355114112
DB00131,DB00484,0.4050895257212623
DB00131,DB00497,0.407079633
DB00131,DB00502,0.43363735831336386
DB00131,DB00514,0.43761358293507335
DB00131,DB00521,0.4383813340417236
DB00131,DB00559,0.4627700875393212
DB00131,DB00570,0.41075756539397096
DB00131,DB00571,0.4364379262484828
DB00131,DB00572,0.4180059396038895
DB00131,DB00575,0.41646685262899624
DB00131,DB00588,0.5402713481504701
DB00131,DB00589,0.5304926267969258
DB00131,DB00590,0.4192338090542465
DB00131,DB00591,0.5250665175673341
DB00131,DB00598,0.43411274008828515
DB00131,DB00603,0.4383995978989988
DB00131,DB00604,0.4246468456977776
DB00131,DB00611,0.41582495941325665
DB00131,DB00612,0.43713704701405653
DB00131,DB00620,0.5370524204857944
DB00131,DB00623,0.5196036204668814
DB00131,DB00624,0.43292055360264897
DB00131,DB00635,0.5402890298612143
DB00131,DB00637,0.4727251200769196
DB00131,DB00640,0.5023229877875561
DB00131,DB00647,0.40379000011569577
DB00131,DB00651,0.4914068922565424
DB00131,DB00652,0.41946472290838427
DB00131,DB00654,0.40880161453137537
DB00131,DB00655,0.4478373239318589
DB00131,DB00659,0.4311322391495269
DB00131,DB00663,0.536046185
DB00131,DB00668,0.5081559554758958
DB00131,DB00675,0.4210988568017527
DB00131,DB00678,0.45915625961449197
DB00131,DB00696,0.4079208687259955
DB00131,DB00704,0.421726311
DB00131,DB00714,0.4051620174136592
DB00131,DB00734,0.534016693
DB00131,DB00741,0.5467622384453502
DB00131,DB00747,0.4159230566791032
DB00131,DB00751,0.5820387898354192
DB00131,DB00755,0.40408141211259513
DB00131,DB00762,0.4039518112284288
DB00131,DB00764,0.5309667751071449
DB00131,DB00783,0.47803618196321834
DB00131,DB00796,0.4578657968497748
DB00131,DB00800,0.40880270364659793
DB00131,DB00813,0.4302437035981877
DB00131,DB00816,0.4391391480523057
DB00131,DB00829,0.40701121399737955
DB00131,DB00831,0.4388876878181185
DB00131,DB00834,0.5347941851814906
DB00131,DB00835,0.41349801526251956
DB00131,DB00844,0.4232980047349237
DB00131,DB00846,0.5339255833311795
DB00131,DB00852,0.44686244927262964
DB00131,DB00860,0.5400138773457662
DB00131,DB00863,0.4759482194697995
