Drug,Disease
DB00328,D058186
DB01065,D058186
DB01174,D058186
DB00554,D058186
DB00605,D058186
DB00927,D058186
DB00175,D058186
DB00334,D000230
DB00321,D000230
DB00564,D000230
DB00882,D000230
DB01151,D000230
DB00472,D000230
DB00623,D000230
DB00502,D000230
DB00635,D000230
DB00656,D000230
DB01175,D000230
DB01104,D000230
DB00361,D000236
DB00758,D000236
DB01248,D000236
DB00564,D000236
DB00446,D000236
DB00477,D000236
DB00845,D000236
DB00363,D000236
DB00907,D000236
DB00997,D000236
DB00773,D000236
DB00544,D000236
DB01050,D000236
DB00328,D000236
DB00371,D000236
DB00563,D000236
DB00968,D000236
DB00812,D000236
DB01035,D000236
DB01103,D000236
DB00908,D000236
DB00468,D000236
DB01045,D000236
DB00795,D000236
DB00313,D000236
DB00570,D000236
DB00541,D000236
DB00115,D000236
DB00495,D000236
DB01229,D000236
DB00242,D000236
DB01136,D000341
DB00542,D000341
DB00519,D000341
DB00197,D000341
DB01132,D000341
DB00796,D000341
DB00966,D000341
DB00412,D000341
DB01098,D000341
DB00177,D000341
DB00575,D000341
DB01234,D000341
DB00343,D000341
DB00997,D000341
DB00584,D000341
DB00783,D000341
DB00158,D000341
DB00264,D000341
DB00788,D000341
DB00622,D000341
DB01115,D000341
DB01054,D000341
DB00925,D000341
DB01032,D000341
DB00428,D000341
DB00605,D000341
DB00661,D000341
DB00178,D000341
DB00590,D000341
DB00678,D000341
DB00641,D000341
DB00877,D000341
DB00790,D000341
DB00361,D000380
DB00441,D000380
DB01248,D000380
DB00907,D000380
DB01394,D000380
DB00987,D000380
DB00997,D000380
DB00783,D000380
DB01196,D000380
DB00773,D000380
DB00544,D000380
DB01065,D000380
DB00563,D000380
DB01204,D000380
DB01174,D000380
DB00635,D000380
DB00755,D000380
DB00313,D000380
DB00661,D000380
DB00570,D000380
DB00541,D000380
DB00445,D000380
DB01177,D000380
DB00175,D000380
DB01229,D000380
DB00641,D000380
DB00412,D017109
DB00482,D017109
DB03128,D017109
DB01394,D017109
DB00158,D017109
DB00502,D017109
DB01050,D017109
DB00328,D017109
DB00934,D017109
DB01065,D017109
DB01043,D017109
DB00683,D017109
DB00627,D017109
DB00184,D017109
DB00206,D017109
DB00428,D017109
DB00382,D017109
DB00656,D017109
DB00115,D017109
DB00834,D017109
DB00176,D017109
DB00715,D017109
DB00334,D000419
DB00321,D000419
DB00182,D000419
DB00608,D000419
DB00122,D000419
DB00575,D000419
DB01394,D000419
DB01234,D000419
DB00829,D000419
DB00586,D000419
DB00343,D000419
DB01075,D000419
DB00254,D000419
DB00668,D000419
DB00783,D000419
DB00286,D000419
DB00813,D000419
DB00502,D000419
DB00458,D000419
DB01221,D000419
DB01065,D000419
DB01043,D000419
DB00371,D000419
DB00683,D000419
DB00295,D000419
DB01183,D000419
DB01400,D000419
DB00184,D000419
DB01115,D000419
DB00368,D000419
DB01092,D000419
DB00252,D000419
DB00457,D000419
DB00571,D000419
DB00382,D000419
DB00624,D000419
DB00661,D000419
DB01165,D000419
DB00176,D000419
DB00441,D000505
DB01248,D000505
DB00482,D000505
DB00316,D000505
DB00437,D000505
DB00945,D000505
DB00443,D000505
DB01212,D000505
DB01114,D000505
DB00501,D000505
DB00907,D000505
DB00586,D000505
DB00668,D000505
DB00813,D000505
DB00741,D000505
DB01050,D000505
DB00328,D000505
DB01026,D000505
DB00281,D000505
DB00563,D000505
DB01110,D000505
DB00295,D000505
DB01183,D000505
DB01337,D000505
DB00635,D000505
DB01045,D000505
DB00795,D000505
DB00605,D000505
DB00759,D000505
DB00373,D000505
DB00541,D000505
DB00115,D000505
DB00927,D000505
DB01229,D000505
DB01167,D000505
DB00678,D000505
DB00361,D000544
DB00441,D000544
DB01248,D000544
DB00317,D000544
DB00619,D000544
DB01076,D000544
DB00316,D000544
DB00915,D000544
DB01118,D000544
DB00182,D000544
DB00945,D000544
DB00564,D000544
DB00446,D000544
DB00501,D000544
DB00907,D000544
DB01394,D000544
DB00987,D000544
DB00694,D000544
DB01234,D000544
DB00861,D000544
DB01075,D000544
DB00997,D000544
DB00584,D000544
DB01196,D000544
DB00773,D000544
DB00544,D000544
DB00158,D000544
DB00458,D000544
DB00328,D000544
DB01235,D000544
DB00281,D000544
DB00643,D000544
DB01065,D000544
DB00563,D000544
DB00968,D000544
DB01110,D000544
DB01204,D000544
DB00788,D000544
DB03783,D000544
DB00812,D000544
DB00252,D000544
DB00860,D000544
DB00635,D000544
DB01035,D000544
DB00863,D000544
DB00811,D000544
DB01045,D000544
DB00795,D000544
DB00451,D000544
DB00313,D000544
DB00541,D000544
DB00115,D000544
DB00495,D000544
DB00445,D000544
DB01229,D000544
DB00242,D000544
DB00678,D000544
DB00877,D000544
DB00758,D000647
DB00819,D000647
DB00564,D000647
DB00446,D000647
DB00608,D000647
DB01114,D000647
DB00501,D000647
DB00845,D000647
DB00363,D000647
DB00694,D000647
DB01234,D000647
DB00586,D000647
DB00997,D000647
DB00544,D000647
DB00472,D000647
DB00158,D000647
DB01050,D000647
DB00328,D000647
DB01026,D000647
DB00281,D000647
DB00371,D000647
DB00563,D000647
DB00959,D000647
DB00788,D000647
DB01115,D000647
DB01174,D000647
DB00812,D000647
DB00252,D000647
DB00554,D000647
DB00635,D000647
DB01103,D000647
DB00908,D000647
DB01045,D000647
DB00795,D000647
DB00605,D000647
DB00759,D000647
DB00313,D000647
DB00518,D000647
DB00358,D000647
DB00242,D000647
DB00441,D019969
DB00316,D019969
DB01118,D019969
DB00945,D019969
DB00564,D019969
DB01327,D019969
DB01212,D019969
DB00608,D019969
DB00477,D019969
DB00672,D019969
DB00501,D019969
DB00537,D019969
DB00845,D019969
DB00907,D019969
DB00586,D019969
DB00255,D019969
DB00861,D019969
DB00390,D019969
DB01142,D019969
DB00997,D019969
DB00544,D019969
DB00158,D019969
DB00695,D019969
DB01016,D019969
DB01050,D019969
DB00328,D019969
DB01235,D019969
DB00227,D019969
DB00563,D019969
DB00968,D019969
DB00959,D019969
DB00788,D019969
DB01115,D019969
DB03783,D019969
DB01174,D019969
DB00252,D019969
DB00554,D019969
DB00860,D019969
DB00635,D019969
DB01032,D019969
DB01035,D019969
DB04216,D019969
DB00908,D019969
DB00468,D019969
DB00863,D019969
DB00811,D019969
DB01045,D019969
DB00795,D019969
DB00605,D019969
DB00675,D019969
DB00759,D019969
DB01124,D019969
DB00500,D019969
DB00440,D019969
DB00313,D019969
DB00445,D019969
DB00749,D019969
DB00242,D019969
DB01212,D000707
DB00477,D000707
DB00672,D000707
DB00501,D000707
DB00537,D000707
DB00586,D000707
DB00343,D000707
DB00544,D000707
DB00158,D000707
DB00741,D000707
DB01050,D000707
DB01026,D000707
DB01235,D000707
DB00563,D000707
DB00968,D000707
DB00252,D000707
DB00554,D000707
DB00860,D000707
DB00635,D000707
DB01032,D000707
DB01035,D000707
DB00908,D000707
DB00811,D000707
DB00605,D000707
DB00759,D000707
DB00451,D000707
DB00500,D000707
DB00313,D000707
DB01165,D000707
DB00358,D000707
DB00242,D000707
DB00608,D000740
DB01394,D000740
DB00977,D000740
DB00544,D000740
DB00158,D000740
DB00563,D000740
DB00627,D000740
DB00914,D000740
DB01174,D000740
DB00252,D000740
DB00860,D000740
DB00795,D000740
DB00759,D000740
DB00115,D000740
DB00361,D000741
DB01136,D000741
DB01095,D000741
DB00412,D000741
DB01268,D000741
DB00482,D000741
DB01193,D000741
DB00594,D000741
DB01118,D000741
DB00321,D000741
DB00945,D000741
DB00672,D000741
DB00907,D000741
DB00829,D000741
DB00586,D000741
DB00390,D000741
DB00320,D000741
DB00343,D000741
DB00997,D000741
DB00668,D000741
DB00696,D000741
DB00773,D000741
DB00544,D000741
DB00328,D000741
DB01221,D000741
DB00264,D000741
DB01183,D000741
DB00622,D000741
DB01115,D000741
DB01580,D000741
DB00457,D000741
DB00860,D000741
DB00571,D000741
DB01138,D000741
DB00624,D000741
DB00373,D000741
DB00661,D000741
DB00570,D000741
DB00541,D000741
DB00834,D000741
DB01023,D000741
DB00401,D000741
DB01244,D000741
DB00178,D000741
DB00669,D000741
DB01388,D000741
DB00542,D000743
DB00519,D000743
DB00758,D000743
DB00796,D000743
DB00966,D000743
DB00471,D000743
DB00533,D000743
DB00482,D000743
DB00177,D000743
DB00316,D000743
DB01118,D000743
DB00945,D000743
DB01393,D000743
DB00564,D000743
DB00446,D000743
DB00608,D000743
DB00501,D000743
DB00537,D000743
DB00363,D000743
DB00907,D000743
DB01151,D000743
DB00586,D000743
DB00343,D000743
DB01075,D000743
DB00997,D000743
DB00584,D000743
DB00668,D000743
DB01196,D000743
DB00977,D000743
DB00544,D000743
DB00472,D000743
DB00741,D000743
DB01050,D000743
DB00328,D000743
DB01026,D000743
DB01009,D000743
DB00281,D000743
DB00227,D000743
DB00563,D000743
DB00959,D000743
DB00264,D000743
DB01110,D000743
DB00788,D000743
DB00622,D000743
DB01115,D000743
DB00252,D000743
DB00554,D000743
DB00860,D000743
DB00635,D000743
DB01035,D000743
DB00396,D000743
DB00571,D000743
DB00795,D000743
DB00500,D000743
DB00831,D000743
DB00661,D000743
DB00445,D000743
DB00401,D000743
DB00637,D000743
DB00342,D000743
DB00178,D000743
DB00590,D000743
DB00455,D000743
DB00715,D000743
DB01167,D000743
DB00669,D000743
DB00734,D000743
DB00678,D000743
DB00877,D000743
DB00790,D000743
DB00361,D000744
DB00441,D000744
DB00197,D000744
DB01095,D000744
DB01248,D000744
DB00482,D000744
DB01254,D000744
DB00285,D000744
DB00316,D000744
DB00819,D000744
DB00915,D000744
DB01118,D000744
DB00182,D000744
DB00945,D000744
DB01393,D000744
DB01212,D000744
DB01242,D000744
DB00363,D000744
DB01151,D000744
DB01234,D000744
DB00829,D000744
DB00586,D000744
DB00255,D000744
DB00861,D000744
DB00390,D000744
DB00997,D000744
DB00584,D000744
DB00668,D000744
DB00783,D000744
DB00903,D000744
DB00977,D000744
DB00773,D000744
DB00544,D000744
DB00472,D000744
DB00712,D000744
DB00458,D000744
DB00328,D000744
DB01026,D000744
DB00227,D000744
DB01577,D000744
DB00563,D000744
DB00968,D000744
DB00959,D000744
DB00295,D000744
DB00704,D000744
DB01115,D000744
DB00252,D000744
DB00457,D000744
DB00860,D000744
DB00635,D000744
DB01035,D000744
DB00396,D000744
DB00571,D000744
DB00468,D000744
DB00206,D000744
DB01045,D000744
DB00656,D000744
DB00313,D000744
DB00541,D000744
DB00495,D000744
DB00445,D000744
DB01177,D000744
DB01175,D000744
DB00358,D000744
DB01229,D000744
DB00242,D000744
DB00715,D000744
DB01118,D000749
DB00443,D000749
DB00907,D000749
DB00987,D000749
DB00390,D000749
DB00343,D000749
DB00254,D000749
DB01221,D000749
DB00281,D000749
DB00227,D000749
DB00211,D000749
DB01115,D000749
DB00277,D000749
DB00541,D000749
DB01175,D000749
DB01211,D000749
DB00441,D000787
DB00316,D000787
DB00819,D000787
DB00437,D000787
DB00321,D000787
DB00921,D000787
DB00608,D000787
DB00829,D000787
DB00343,D000787
DB00584,D000787
DB00813,D000787
DB00544,D000787
DB00328,D000787
DB01221,D000787
DB00281,D000787
DB00333,D000787
DB00968,D000787
DB00683,D000787
DB00295,D000787
DB01183,D000787
DB00184,D000787
DB01054,D000787
DB00368,D000787
DB01337,D000787
DB01174,D000787
DB01182,D000787
DB00811,D000787
DB00421,D000787
DB00605,D000787
DB00661,D000787
DB00802,D000787
DB00439,D000799
DB00316,D000799
DB00819,D000799
DB00945,D000799
DB01212,D000799
DB00501,D000799
DB01242,D000799
DB00907,D000799
DB01394,D000799
DB00586,D000799
DB00343,D000799
DB00584,D000799
DB00158,D000799
DB04077,D000799
DB00328,D000799
DB00602,D000799
DB00563,D000799
DB00295,D000799
DB01115,D000799
DB00368,D000799
DB00812,D000799
DB00554,D000799
DB01045,D000799
DB00451,D000799
DB01241,D000799
DB00445,D000799
DB00678,D000799
DB00349,D000855
DB01149,D000855
DB00334,D000855
DB00619,D000855
DB01224,D000855
DB00285,D000855
DB01193,D000855
DB00321,D000855
DB00182,D000855
DB00490,D000855
DB00201,D000855
DB00477,D000855
DB00501,D000855
DB00537,D000855
DB00882,D000855
DB01242,D000855
DB00575,D000855
DB00907,D000855
DB01151,D000855
DB01234,D000855
DB00829,D000855
DB00255,D000855
DB00343,D000855
DB01075,D000855
DB01142,D000855
DB00254,D000855
DB00668,D000855
DB00472,D000855
DB00690,D000855
DB00502,D000855
DB00458,D000855
DB00328,D000855
DB00281,D000855
DB00934,D000855
DB01065,D000855
DB01577,D000855
DB00264,D000855
DB00295,D000855
DB00184,D000855
DB00368,D000855
DB01059,D000855
DB00635,D000855
DB00396,D000855
DB00571,D000855
DB04216,D000855
DB00468,D000855
DB00863,D000855
DB00811,D000855
DB00428,D000855
DB00624,D000855
DB00470,D000855
DB00373,D000855
DB00656,D000855
DB00831,D000855
DB00313,D000855
DB00661,D000855
DB00917,D000855
DB01175,D000855
DB00358,D000855
DB00176,D000855
DB01211,D000855
DB00715,D000855
DB00641,D000855
DB01104,D000855
DB00441,D001002
DB00564,D001002
DB00907,D001002
DB00987,D001002
DB01151,D001002
DB01234,D001002
DB00668,D001002
DB00472,D001002
DB00741,D001002
DB00563,D001002
DB00683,D001002
DB00795,D001002
DB00541,D001002
DB00819,D001008
DB00945,D001008
DB00490,D001008
DB00201,D001008
DB01327,D001008
DB00477,D001008
DB00501,D001008
DB00575,D001008
DB00363,D001008
DB00907,D001008
DB00829,D001008
DB00668,D001008
DB00773,D001008
DB00813,D001008
DB00472,D001008
DB00690,D001008
DB01221,D001008
DB00281,D001008
DB00333,D001008
DB00683,D001008
DB00295,D001008
DB01183,D001008
DB01400,D001008
DB00184,D001008
DB01595,D001008
DB01337,D001008
DB01174,D001008
DB01069,D001008
DB00571,D001008
DB00382,D001008
DB00277,D001008
DB00373,D001008
DB00313,D001008
DB00802,D001008
DB00334,D001037
DB00412,D001037
DB00819,D001037
DB00182,D001037
DB01212,D001037
DB00477,D001037
DB01242,D001037
DB00363,D001037
DB00390,D001037
DB00977,D001037
DB00472,D001037
DB00281,D001037
DB00227,D001037
DB00184,D001037
DB01115,D001037
DB00358,D001037
DB00176,D001037
DB00715,D001037
DB01136,D001049
DB01248,D001049
DB00334,D001049
DB01268,D001049
DB00482,D001049
DB01193,D001049
DB00640,D001049
DB01118,D001049
DB00321,D001049
DB00182,D001049
DB00276,D001049
DB00443,D001049
DB01200,D001049
DB00564,D001049
DB00608,D001049
DB00477,D001049
DB00501,D001049
DB00575,D001049
DB00363,D001049
DB00907,D001049
DB01394,D001049
DB00987,D001049
DB00694,D001049
DB01151,D001049
DB01234,D001049
DB00829,D001049
DB01396,D001049
DB00390,D001049
DB00343,D001049
DB00280,D001049
DB00988,D001049
DB01142,D001049
DB00997,D001049
DB00668,D001049
DB00199,D001049
DB00783,D001049
DB00903,D001049
DB00773,D001049
DB00544,D001049
DB00695,D001049
DB01016,D001049
DB00502,D001049
DB00741,D001049
DB01050,D001049
DB00458,D001049
DB01221,D001049
DB01235,D001049
DB00281,D001049
DB00934,D001049
DB00333,D001049
DB01577,D001049
DB00959,D001049
DB00264,D001049
DB01110,D001049
DB01204,D001049
DB00295,D001049
DB00332,D001049
DB01183,D001049
DB00184,D001049
DB01115,D001049
DB00368,D001049
DB01092,D001049
DB01580,D001049
DB01337,D001049
DB00925,D001049
DB00252,D001049
DB01035,D001049
DB00396,D001049
DB01182,D001049
DB00571,D001049
DB00908,D001049
DB00468,D001049
DB00206,D001049
DB00277,D001049
DB00451,D001049
DB00373,D001049
DB00656,D001049
DB00831,D001049
DB00661,D001049
DB00917,D001049
DB01165,D001049
DB01175,D001049
DB00802,D001049
DB01244,D001049
DB00637,D001049
DB00342,D001049
DB00178,D001049
DB01211,D001049
DB00590,D001049
DB00715,D001049
DB01167,D001049
DB00669,D001049
DB01104,D001049
DB00758,D001145
DB00477,D001145
DB00907,D001145
DB00696,D001145
DB00977,D001145
DB00773,D001145
DB00544,D001145
DB01115,D001145
DB00811,D001145
DB00675,D001145
DB00412,D001157
DB00316,D001157
DB00907,D001157
DB00343,D001157
DB00977,D001157
DB00158,D001157
DB01011,D001157
DB00627,D001157
DB00184,D001157
DB01115,D001157
DB00206,D001157
DB01023,D001157
DB00178,D001157
DB01097,D001161
DB00814,D001161
DB00412,D001161
DB00482,D001161
DB00945,D001161
DB00564,D001161
DB00608,D001161
DB00907,D001161
DB00586,D001161
DB01050,D001161
DB00328,D001161
DB00563,D001161
DB00788,D001161
DB00184,D001161
DB00812,D001161
DB00908,D001161
DB01045,D001161
DB00795,D001161
DB00605,D001161
DB00500,D001161
DB00755,D001161
DB01241,D001161
DB00749,D001161
DB01097,D018771
DB00412,D018771
DB00533,D018771
DB00482,D018771
DB00443,D018771
DB01234,D018771
DB00586,D018771
DB00977,D018771
DB00563,D018771
DB00755,D018771
DB00917,D018771
DB01097,D001168
DB00814,D001168
DB00316,D001168
DB00945,D001168
DB00443,D001168
DB00608,D001168
DB01234,D001168
DB00586,D001168
DB00584,D001168
DB00712,D001168
DB00741,D001168
DB00328,D001168
DB01009,D001168
DB00563,D001168
DB00959,D001168
DB00788,D001168
DB00812,D001168
DB00554,D001168
DB00860,D001168
DB00635,D001168
DB01103,D001168
DB00795,D001168
DB00605,D001168
DB00755,D001168
DB00917,D001168
DB00927,D001168
DB01118,D001169
DB00321,D001169
DB00537,D001169
DB00882,D001169
DB00363,D001169
DB00694,D001169
DB00586,D001169
DB01142,D001169
DB00997,D001169
DB00584,D001169
DB00544,D001169
DB00695,D001169
DB00328,D001169
DB01026,D001169
DB00563,D001169
DB00959,D001169
DB00860,D001169
DB00635,D001169
DB00571,D001169
DB00421,D001169
DB01586,D001169
DB00313,D001169
DB00541,D001169
DB00115,D001169
DB00715,D001169
DB00361,D001172
DB00441,D001172
DB01248,D001172
DB00482,D001172
DB01076,D001172
DB00530,D001172
DB01254,D001172
DB00285,D001172
DB00915,D001172
DB00997,D001172
DB00584,D001172
DB00773,D001172
DB00472,D001172
DB00622,D001172
DB00457,D001172
DB00277,D001172
DB00656,D001172
DB00495,D001172
DB00445,D001172
DB00176,D001172
DB01229,D001172
DB00590,D001172
DB00715,D001172
DB00669,D001172
DB00549,D001201
DB00471,D001201
DB00316,D001201
DB00640,D001201
DB00945,D001201
DB00907,D001201
DB01234,D001201
DB00514,D001201
DB00668,D001201
DB00741,D001201
DB01050,D001201
DB01009,D001201
DB00563,D001201
DB00959,D001201
DB00332,D001201
DB00622,D001201
DB01115,D001201
DB01174,D001201
DB00860,D001201
DB00635,D001201
DB00571,D001201
DB00277,D001201
DB00373,D001201
DB00755,D001201
DB00342,D001201
DB00455,D001201
DB00936,D001201
DB00349,D001247
DB00555,D001247
DB00441,D001247
DB00814,D001247
DB00967,D001247
DB01076,D001247
DB01224,D001247
DB00819,D001247
DB00915,D001247
DB01118,D001247
DB00182,D001247
DB00490,D001247
DB00564,D001247
DB00477,D001247
DB00501,D001247
DB00575,D001247
DB00907,D001247
DB01394,D001247
DB00987,D001247
DB01151,D001247
DB01234,D001247
DB00514,D001247
DB00829,D001247
DB00390,D001247
DB00343,D001247
DB01075,D001247
DB00997,D001247
DB00668,D001247
DB00773,D001247
DB00544,D001247
DB00472,D001247
DB00690,D001247
DB00158,D001247
DB00502,D001247
DB00602,D001247
DB01221,D001247
DB00281,D001247
DB01043,D001247
DB00333,D001247
DB00134,D001247
DB00563,D001247
DB00683,D001247
DB00211,D001247
DB00788,D001247
DB00184,D001247
DB01174,D001247
DB00252,D001247
DB00554,D001247
DB00860,D001247
DB00635,D001247
DB01182,D001247
DB00571,D001247
DB00755,D001247
DB00313,D001247
DB00661,D001247
DB00541,D001247
DB01229,D001247
DB01211,D001247
DB00734,D001247
DB00678,D001247
DB00641,D001247
DB00334,D001249
DB01212,D001249
DB00477,D001249
DB00907,D001249
DB00829,D001249
DB01075,D001249
DB01577,D001249
DB00968,D001249
DB00683,D001249
DB01174,D001249
DB00252,D001249
DB00541,D001249
DB00361,D001259
DB01136,D001259
DB00542,D001259
DB00758,D001259
DB00441,D001259
DB01248,D001259
DB00334,D001259
DB00966,D001259
DB00203,D001259
DB00177,D001259
DB00285,D001259
DB00316,D001259
DB03128,D001259
DB01118,D001259
DB00945,D001259
DB01200,D001259
DB00921,D001259
DB00201,D001259
DB00477,D001259
DB00501,D001259
DB00537,D001259
DB00907,D001259
DB01396,D001259
DB00390,D001259
DB00343,D001259
DB00280,D001259
DB00997,D001259
DB00668,D001259
DB00199,D001259
DB00813,D001259
DB00544,D001259
DB00472,D001259
DB00695,D001259
DB01050,D001259
DB00281,D001259
DB00959,D001259
DB00264,D001259
DB00683,D001259
DB01204,D001259
DB00295,D001259
DB01183,D001259
DB00184,D001259
DB01115,D001259
DB01092,D001259
DB01035,D001259
DB01182,D001259
DB00571,D001259
DB00908,D001259
DB00421,D001259
DB00451,D001259
DB00373,D001259
DB00656,D001259
DB00661,D001259
DB01175,D001259
DB01244,D001259
DB01229,D001259
DB01211,D001259
DB00669,D001259
DB00641,D001259
DB00361,D050197
DB01136,D050197
DB00441,D050197
DB00640,D050197
DB01118,D050197
DB00201,D050197
DB00907,D050197
DB01396,D050197
DB00390,D050197
DB00343,D050197
DB00280,D050197
DB00934,D050197
DB00959,D050197
DB00264,D050197
DB00252,D050197
DB01035,D050197
DB01182,D050197
DB00571,D050197
DB00908,D050197
DB00863,D050197
DB00661,D050197
DB01244,D050197
DB00358,D050197
DB01268,D001264
DB01261,D001264
DB01076,D001264
DB00819,D001264
DB00182,D001264
DB01435,D001264
DB00945,D001264
DB00477,D001264
DB00672,D001264
DB00907,D001264
DB00987,D001264
DB01234,D001264
DB00783,D001264
DB00158,D001264
DB00741,D001264
DB00563,D001264
DB00295,D001264
DB00788,D001264
DB03783,D001264
DB00914,D001264
DB01124,D001264
DB00313,D001264
DB00115,D001264
DB00285,D001281
DB00182,D001281
DB00201,D001281
DB00564,D001281
DB00477,D001281
DB00575,D001281
DB00907,D001281
DB01151,D001281
DB00514,D001281
DB00458,D001281
DB01065,D001281
DB01577,D001281
DB00184,D001281
DB01037,D001281
DB01175,D001281
DB00734,D001281
DB01104,D001281
DB01132,D001282
DB00334,D001282
DB00316,D001282
DB00640,D001282
DB00915,D001282
DB00490,D001282
DB00122,D001282
DB01242,D001282
DB00575,D001282
DB00390,D001282
DB00472,D001282
DB00158,D001282
DB00502,D001282
DB01065,D001282
DB01043,D001282
DB00134,D001282
DB00704,D001282
DB00368,D001282
DB00571,D001282
DB00421,D001282
DB00313,D001282
DB00115,D001282
DB01175,D001282
DB00176,D001282
DB04557,D001282
DB00734,D001282
DB00877,D001282
DB01104,D001282
DB01118,D054537
DB00477,D054537
DB00907,D054537
DB00390,D054537
DB00563,D054537
DB00860,D054537
DB01035,D054537
DB04216,D054537
DB00908,D054537
DB00795,D054537
DB00361,D001284
DB01136,D001284
DB00441,D001284
DB00285,D001284
DB00321,D001284
DB00477,D001284
DB00575,D001284
DB00363,D001284
DB00907,D001284
DB01234,D001284
DB00741,D001284
DB01235,D001284
DB00683,D001284
DB01174,D001284
DB00457,D001284
DB00571,D001284
DB00811,D001284
DB00570,D001284
DB00541,D001284
DB01175,D001284
DB00734,D001284
DB00555,D001289
DB01118,D001289
DB00321,D001289
DB00945,D001289
DB01393,D001289
DB00694,D001289
DB00254,D001289
DB00668,D001289
DB01050,D001289
DB01235,D001289
DB00281,D001289
DB00333,D001289
DB00563,D001289
DB00295,D001289
DB00788,D001289
DB00661,D001289
DB01241,D001289
DB01229,D001289
DB00749,D001289
DB01095,D001321
DB00966,D001321
DB01212,D001321
DB00537,D001321
DB00987,D001321
DB00586,D001321
DB01221,D001321
DB00563,D001321
DB00959,D001321
DB01204,D001321
DB00788,D001321
DB00811,D001321
DB00749,D001321
DB00678,D001321
DB00555,D001327
DB01149,D001327
DB00334,D001327
DB01224,D001327
DB00285,D001327
DB00915,D001327
DB01118,D001327
DB00321,D001327
DB00945,D001327
DB00810,D001327
DB01200,D001327
DB00490,D001327
DB00201,D001327
DB00564,D001327
DB00608,D001327
DB00477,D001327
DB00501,D001327
DB00363,D001327
DB00907,D001327
DB01151,D001327
DB00829,D001327
DB01075,D001327
DB01184,D001327
DB00988,D001327
DB00472,D001327
DB00875,D001327
DB00623,D001327
DB00502,D001327
DB00458,D001327
DB01235,D001327
DB01577,D001327
DB00683,D001327
DB00295,D001327
DB01115,D001327
DB00252,D001327
DB01100,D001327
DB00635,D001327
DB00571,D001327
DB01623,D001327
DB00831,D001327
DB00313,D001327
DB00176,D001327
DB00715,D001327
DB00734,D001327
DB01104,D001327
DB01132,D001342
DB00334,D001342
DB01224,D001342
DB00285,D001342
DB00316,D001342
DB01118,D001342
DB00321,D001342
DB00182,D001342
DB01200,D001342
DB00564,D001342
DB00477,D001342
DB00501,D001342
DB01242,D001342
DB00575,D001342
DB00363,D001342
DB00907,D001342
DB00987,D001342
DB01151,D001342
DB00514,D001342
