Disease_ID1,Disease_ID2,Similarity_Score
C535654,D006945,0.34469824007102795
C535654,D006954,0
C535654,D002292,0.002634084
C535654,C564164,0.3652140945049859
C535654,D000075222,0
C535654,C564156,0.012675905459182842
C535654,C535694,0
C535654,C562785,0.30836474584558926
C535654,C537907,0.29809330502869713
C535654,D019578,0.27843067639671704
C535654,D007154,0.058059459
C535654,C535932,0.040424845
C535654,D000699,0.12910858602270198
C535654,D007299,0
C535654,D012514,0
C535654,D007627,0.2442630539742669
C535654,D007873,0.3291217997454161
C535654,D007889,0
C535654,D015451,0
C535654,D018459,0.30638685770679863
C535654,D008180,0.3044538614497221
C535654,D008269,0.3203807065505712
C535654,C535696,0
C535654,C535507,0.18901125397998322
C535654,D008575,0
C535654,C563591,0.33151980475888354
C535654,D020326,0.24248280116172366
C535654,D008945,0
C535654,D020254,0
C535654,D009041,0
C535654,D049310,0.20923719018866588
C535654,D009220,0.30740265805069206
C535654,C562889,0.22739370193463265
C535654,C563498,0.3339657603084116
C535654,C535351,0.33642580777780007
C535654,D010003,0.3162430512968905
C535654,C536051,0.3684423152112178
C535654,D010024,0.40805273073731885
C535654,D010033,0.003839668
C535654,C563476,0.37207505051430967
C535654,D010300,0.3234383722286186
C535654,D010300,0.3234383722286186
C535654,D000752,0
C535654,D010673,0
C535654,D010916,0.29721359290768457
C535654,D005359,0.3201569300137128
C535654,D011125,0
C535654,C562464,0.014136937840367292
C535654,D046152,0.020411414
C535654,C566757,0.34408907111698406
C535654,D011471,0.017099121145536512
C535654,D006976,0.004557922
C535654,D011928,0
C535654,D000141,0
C535654,D000141,0
C535654,D012507,0.001598046
C535654,D012555,0
C535654,D017492,0.3165125397667964
C535654,D018288,0
C535654,D010264,0.17932790716602948
C535654,D011085,0.29072342399140283
C535654,D013922,0
C535654,D016553,0
C535654,D019851,0.006682964
C535654,C572845,0
C535654,D014103,0.22610650243530875
C535654,D011225,0.002106194
C535654,C536545,0.23056244058747163
C535654,C536406,0.3321049010184285
C535654,D014277,0.16391612944397752
C535654,D003093,0.003410857
C535654,D001750,0.1706097595833537
C535654,D014648,0
C535654,D009396,0
C535654,D014927,0
C535654,C536000,0.32283450716516504
C535654,D002549,0.2631486465136576
C535654,D000744,0
C535654,C562385,0
C535654,C535382,0.24686732523368896
C535654,C535387,0.3767461188798181
C535654,D002915,0
C535654,C565935,0
C535654,C565933,0.3814983642531252
C535654,C565932,0.20434271957113967
C535654,C538013,0.30313659279568556
C535654,D008175,0.029535825244526182
C535654,D002178,0.2762903320695427
C535654,D002311,0
C535654,D002311,0
C535654,C565881,0.019918372
C535654,C538280,0.3643326536214441
C535654,C535858,0.40602358435346453
C535654,C565850,0.34600636958456754
C535654,C565679,0.28590957336789413
C535654,C565678,0.22662414147660637
C535654,C565672,0.2469003464484528
C535654,D003414,0
C535654,D001927,0.4674041863691964
C535654,D004695,0
C535654,D004760,0
C535654,D005166,0
C535654,D005776,0.264469054
C535654,D006828,0
C535654,D001606,0
C535654,D005317,0
C535654,D006689,0.00372936
C535654,D006932,0.009777775
C535654,D007566,0
C535654,C565498,0.002751262
C535654,C565494,0.20972241568960187
C535654,D012614,0
C535654,D005058,0.2449828000469517
C535654,D011559,0.2843961354040461
C535654,D007918,0.002075539
C535654,D006646,0
C535654,C565441,0.011311330913454088
C535654,D054221,0.1087606078843815
C535654,C565429,0.002569003
C535654,C565423,0.37858885858974417
C535654,D010505,0.063939274
C535654,C536988,0.22019506306534167
C535654,D009157,0.17982917723586161
C535654,D009182,0
C535654,D055728,0
C535654,D009101,0.005401497
C535654,D020190,0.23756810852304583
C535654,D020194,0.20606001508507205
C535654,D009230,0.2829219805865914
C535654,D009404,0
C535654,D009447,0.002153662
C535654,C536420,0.21827896177674672
C535654,D012516,0.026439428063320402
C535654,C535282,0.3748876666361161
C535654,C564906,0.3196037194124098
C535654,C564899,0.036459324
C535654,C564894,0.24839649790789736
C535654,C537286,0.23848962930041623
C535654,D011087,0
C535654,D053579,0
C535654,D015212,0.018994892
C535654,D008228,0.023832127249198854
C535654,C564847,0.3995553273724594
C535654,D018232,0
C535654,C535865,0.43277690067326624
C535654,D053713,0
C535654,C563236,0.3075013837971059
C535654,D013915,0
C535654,D006111,0.3316766538641568
C535654,C536928,0.3693864465977884
C535654,C562794,0.28938465552349074
C535654,C535393,0.20434271957113967
C535654,C536746,0.34116102549090715
C535654,D020326,0.24248280116172366
C535654,C564714,0.40602358435346453
C535654,D015794,0.2619306743968699
C535654,C580192,0.3298965672895563
C535654,D003919,0.586120418
C535654,D056889,0
C535654,C536085,0.3469816207026903
C535654,C567924,0.27171393893568574
C535654,C564118,0
C535654,C562901,0.029699791782231345
C535654,D016649,0.2636829516954003
C535654,C536692,0.2819923215362922
C535654,D017241,0.25237363303850413
C535654,D011470,0
C535654,D004832,0.27390579645225716
C535654,D016481,0.002159168
C535654,C563949,0.036477668
C535654,C563933,0.3426255793138448
C535654,D053206,0
C535654,D010911,0.6075663334416579
C535654,D002764,0
C535654,D001249,0.017606981
C535654,C563439,0
C535654,C563401,0.3115307958593207
C535654,C537243,0.017099121145536512
C535654,C566652,0.1377086942435379
C535654,D015470,0.011311330913454088
C535654,D009765,0.023507941536283727
C535654,D005902,0.34112507819432436
C535654,D007896,0.35064420727003104
C535654,D010001,0.37207505051430967
C535654,C566530,0.25089060320175516
C535654,C566404,0.33351063215323073
C535654,C567038,0.3824386578309106
C535654,C536253,0.35119617030013073
C535654,D020190,0.23756810852304583
C535654,D004831,0.284147348
C535654,C565728,0.33804275448792886
C535654,C535516,0.4091197009280232
C535654,C564676,0.3084806254694035
C535654,C535428,0.3068405375499715
C535654,C564655,0.2260988009916788
C535654,C537217,0.1377086942435379
C535654,C537583,0.3339657603084116
C535654,D020325,0.2573834724858799
C535654,D020326,0.24248280116172366
C535654,D020325,0.2573834724858799
C535654,D020326,0.24248280116172366
C535654,C563817,0.007547036
C535654,C562694,0.3260854723847292
C535654,D004832,0.27390579645225716
C535654,C565811,0.3260854723847292
C535654,C562694,0.3260854723847292
C535654,D017681,0
C535654,D010003,0.3162430512968905
C535654,D001925,0.3498715033742118
C535654,C564296,0.15300235539856724
C535654,C535499,0.26573835306006444
C535654,C564274,0.23917676748846145
C535654,C564258,0.021258415619034098
C535654,C538261,0.007547036
C535654,C563897,0.028151599236674985
D012148,D030981,0
D012148,D031845,0
D012148,D015845,0.16989308269365583
D012148,D000437,0.002487327
D012148,C537057,0.25729048034363455
D012148,D000544,0.19343635139904264
D012148,D004057,0
D012148,C531622,0
D012148,D020181,0.5946901113536237
D012148,D001327,0.031317011
D012148,D000505,0.015403037951003482
D012148,D005764,0
D012148,D015451,0
D012148,D001749,0
D012148,C562419,0.012141058347731003
D012148,C566188,0.21220762286033298
D012148,D001943,0.017883828982510376
D012148,D015179,0.018092662035000217
D012148,D006528,0.003011957
D012148,C567779,0
D012148,D001145,0.038118264
D012148,D020936,0.11425046584458483
D012148,D020936,0.11425046584458483
D012148,D046589,0.11650406813425598
D012148,C565115,0.22205919243007646
D012148,C562379,0.00764221
D012148,D020790,0.006486259
D012148,C565101,0.007561754
D012148,C564219,0.007561754
D012148,C565100,0.002377186
D012148,D003924,0.007561754
D012148,D009103,0.18583499339711942
D012148,C565080,0.032550797601815305
D012148,D020961,0.13947091524126515
D012148,C536698,0.21728832337406256
D012148,D004715,0
D012148,D003966,0
D012148,C565054,0.005229214
D012148,D004828,0.1825184765236121
D012148,D010787,0
D012148,D020195,0.12913749552340725
D012148,D004938,0
D012148,C565034,0
D012148,C565025,0.003812961
D012148,D006467,0
D012148,C565024,0.003812961
D012148,C565023,0.003812961
D012148,D005258,0
D012148,D005351,0
D012148,D006970,0.6193137269541997
D012148,D013274,0.00472073
D012148,C564239,0
D012148,D005879,0.14539897807928023
D012148,C564234,0
D012148,D005902,0
D012148,D005910,0.009940141
D012148,D018310,0
D012148,D050031,0
D012148,D010003,0.003694794
D012148,D006392,0
D012148,D006816,0.18001678044305194
D012148,D005878,0
D012148,C562999,0
D012148,D006938,0
D012148,D006945,0
D012148,D006954,0
D012148,D002292,0
D012148,C564164,0.012632826305185776
D012148,D000075222,0
D012148,C564156,0.059917429943451575
D012148,C535694,0.012867489984830768
D012148,C562785,0
D012148,C537907,0.2043081763606284
D012148,D019578,0.14734409638170406
D012148,D007154,0.048643251224247376
D012148,C535932,0.031008637245043946
D012148,D000699,0.11932728076161332
D012148,D007299,0
D012148,D012514,0
D012148,D007627,0.008690623
D012148,D007873,0.007669116
D012148,D007889,0
D012148,D015451,0
D012148,D018459,0
D012148,D008180,0.000962555
D012148,D008269,0
D012148,C535696,0.012867489984830768
D012148,C535507,0.2043081763606284
D012148,D008575,0
D012148,C563591,0.2518971893713274
D012148,D020326,0.1205094800681739
D012148,D008945,0
D012148,D020254,0
D012148,D009041,0.048250639
D012148,D049310,0.11169308275284535
D012148,D009220,0.18517012183034026
D012148,C562889,0
D012148,C563498,0.2518971893713274
D012148,C535351,0.24661891429168806
D012148,D010003,0.003694794
D012148,C536051,0
D012148,D010024,0.001352437
D012148,D010033,0
D012148,C563476,0.14471574558519257
D012148,D010300,0.18597706097444577
D012148,D010300,0.18597706097444577
D012148,D000752,0
D012148,D010673,0
D012148,D010916,0
D012148,D005359,0
D012148,D011125,0
D012148,C562464,0.00472073
D012148,D046152,0
D012148,C566757,0.23382927976333115
D012148,D011471,0.007682914
D012148,D006976,0
D012148,D011928,0
D012148,D000141,0
D012148,D000141,0
D012148,D012507,0
D012148,D012555,0
D012148,D017492,0
D012148,D018288,0
D012148,D010264,0.2141790629760055
D012148,D011085,0.007963331
D012148,D013922,0
D012148,D016553,0.012567062978845018
D012148,D019851,0
D012148,C572845,0
D012148,D014103,0.17332683586209902
D012148,D011225,0
D012148,C536545,0.14103057355566184
D012148,C536406,0.16236745621378001
D012148,D014277,0.1529185288031132
D012148,D003093,0
D012148,D001750,0.20510426221451397
D012148,D014648,0
D012148,D009396,0
D012148,D014927,0.007495117
D012148,C536000,0.17612708602178445
D012148,D002549,0.1371114635293078
D012148,D000744,0
D012148,C562385,0
D012148,C535382,0.031414504
D012148,C535387,0.031330087
D012148,D002915,0
D012148,C565935,0.011318312
D012148,C565933,0.2538332744576639
D012148,C565932,0.22208963665626674
D012148,C538013,0.2079804115310079
D012148,D008175,0.020119617723295846
D012148,D002178,0
D012148,D002311,0.008690623
D012148,D002311,0.008690623
D012148,C565881,0.024763988134460763
D012148,C538280,0.010502164130983305
D012148,C535858,0.001174429
D012148,C565850,0.17446656450857512
D012148,C565679,0.17332683586209902
D012148,C565678,0.27016486425472985
D012148,C565672,0.23765506193944388
D012148,D003414,0
D012148,D001927,0.2727312267567711
D012148,D004695,0
D012148,D004760,0
D012148,D005166,0
D012148,D005776,0.14372913382225722
D012148,D006828,0
D012148,D001606,0
D012148,D005317,0.010860663153791118
D012148,D006689,0
D012148,D006932,0.020229477
D012148,D007566,0.00597285
D012148,C565498,0
D012148,C565494,0.25821190878292916
D012148,D012614,0
D012148,D005058,0
D012148,D011559,0.14702053826400835
D012148,D007918,0
D012148,D006646,0
D012148,C565441,0.001895123
D012148,D054221,0.12667968482148267
D012148,C565429,0
D012148,C565423,0
D012148,D010505,0
D012148,C536988,0.21194166954355595
D012148,D009157,0.16871188389465125
D012148,D009182,0
D012148,D055728,0
D012148,D009101,0
D012148,D020190,0.11708603263943247
D012148,D020194,0.10640593636427172
D012148,D009230,0
D012148,D009404,0
D012148,D009447,0
D012148,C536420,0.2518971893713274
D012148,D012516,0
D012148,C535282,0.14897999009440835
D012148,C564906,0
D012148,C564899,0.071015735
D012148,C564894,0.26453111476407487
D012148,C537286,0.2043081763606284
D012148,D011087,0
D012148,D053579,0
D012148,D015212,0.009578685
D012148,D008228,0.014415919727968518
D012148,C564847,0.21319592289845657
D012148,D018232,0
D012148,C535865,0.21063295413016245
D012148,D053713,0
D012148,C563236,0.033667245
D012148,D013915,0
D012148,D006111,0
D012148,C536928,0.21341182003272743
D012148,C562794,0
D012148,C535393,0.22208963665626674
D012148,C536746,0.030951121377629898
D012148,D020326,0.1205094800681739
D012148,C564714,0.00457732
D012148,D015794,0
D012148,C580192,0.08327911
D012148,D003919,0.007095933
D012148,D056889,0
D012148,C536085,0.1558155569513752
D012148,C567924,0.1429061058846121
D012148,C564118,0.023067045
D012148,C562901,0.020283584
D012148,D016649,0
D012148,C536692,0.270264783
D012148,D017241,0.12501705087027115
D012148,D011470,0
D012148,D004832,0.1447336482641394
D012148,D016481,0
D012148,C563949,0.075312099
D012148,C563933,0.007561754
D012148,D053206,0
D012148,D010911,0.17289935425029349
D012148,D002764,0
D012148,D001249,0.008190774
D012148,C563439,0
D012148,C563401,0.2608321603959718
D012148,C537243,0.007682914
D012148,C566652,0.12666921073495727
D012148,D015470,0.001895123
D012148,D009765,0.035197532
D012148,D005902,0
D012148,D007896,0
D012148,D010001,0
D012148,C566530,0.2043081763606284
D012148,C566404,0
D012148,C567038,0.2518971893713274
D012148,C536253,0
D012148,D020190,0.11708603263943247
D012148,D004831,0.1532340165274853
D012148,C565728,0.19343635139904264
D012148,C535516,0.014021749332172595
D012148,C564676,0.2608321603959718
D012148,C535428,0
D012148,C564655,0.1530830721950726
D012148,C537217,0.12666921073495727
D012148,C537583,0.20226898991206954
D012148,D020325,0.13310416270912362
D012148,D020326,0.1205094800681739
D012148,D020325,0.13310416270912362
D012148,D020326,0.1205094800681739
D012148,C563817,0.012632826305185776
D012148,C562694,0.18124085703570475
D012148,D004832,0.1447336482641394
D012148,C565811,0.2289740878707697
D012148,C562694,0.18124085703570475
D012148,D017681,0
D012148,D010003,0.003694794
D012148,D001925,0.19302924078862738
D012148,C564296,0.16261409531542878
D012148,C535499,0.20830476410430715
D012148,C564274,0.11425046584458483
D012148,C564258,0.011842208097803763
D012148,C538261,0.012632826305185776
D012148,C563897,0.018735392
D030981,D031845,0.8395897456920624
D030981,D015845,0
D030981,D000437,0
D030981,C537057,0.26508163551300656
D030981,D000544,0
D030981,D004057,0.2561605458654236
D030981,C531622,0
D030981,D020181,0
D030981,D001327,0.00617077
D030981,D000505,0
D030981,D005764,0
D030981,D015451,0
D030981,D001749,0
D030981,C562419,0
D030981,C566188,0
D030981,D001943,0
D030981,D015179,0
D030981,D006528,0
D030981,C567779,0
D030981,D001145,0
D030981,D020936,0
D030981,D020936,0
D030981,D046589,0
D030981,C565115,0
D030981,C562379,0
D030981,D020790,0
D030981,C565101,0
D030981,C564219,0
D030981,C565100,0
D030981,D003924,0
D030981,D009103,0
D030981,C565080,0.5177927628724716
D030981,D020961,0
D030981,C536698,0
D030981,D004715,0
D030981,D003966,0.4002016826869926
D030981,C565054,0
D030981,D004828,0
D030981,D010787,0
D030981,D020195,0
D030981,D004938,0
D030981,C565034,0.30578058881888903
D030981,C565025,0
D030981,D006467,0
D030981,C565024,0
D030981,C565023,0
D030981,D005258,0.166884918
D030981,D005351,0
D030981,D006970,0
D030981,D013274,0
D030981,C564239,0
D030981,D005879,0
D030981,C564234,0
D030981,D005902,0
D030981,D005910,0
D030981,D018310,0
D030981,D050031,0
D030981,D010003,0.24528356143020252
D030981,D006392,0
D030981,D006816,0
D030981,D005878,0
D030981,C562999,0
D030981,D006938,0
D030981,D006945,0
D030981,D006954,0
D030981,D002292,0
D030981,C564164,0
D030981,D000075222,0
D030981,C564156,0
D030981,C535694,0
D030981,C562785,0
D030981,C537907,0
D030981,D019578,0
D030981,D007154,0.023497009308598438
D030981,C535932,0.005862395
D030981,D000699,0
D030981,D007299,0
D030981,D012514,0
D030981,D007627,0
D030981,D007873,0.2714216425431976
D030981,D007889,0
D030981,D015451,0
D030981,D018459,0
D030981,D008180,0
D030981,D008269,0
D030981,C535696,0
D030981,C535507,0
D030981,D008575,0
D030981,C563591,0
D030981,D020326,0
D030981,D008945,0
D030981,D020254,0
D030981,D009041,0
D030981,D049310,0.15833567506415586
D030981,D009220,0.23946051757525275
D030981,C562889,0
D030981,C563498,0
D030981,C535351,0.2203463294379744
D030981,D010003,0.24528356143020252
D030981,C536051,0.7598647709071985
D030981,D010024,0.34255854857414925
D030981,D010033,0
D030981,C563476,0.3181482343783112
D030981,D010300,0
D030981,D010300,0
D030981,D000752,0
D030981,D010673,0
D030981,D010916,0
D030981,D005359,0.4190892712563473
D030981,D011125,0
D030981,C562464,0
D030981,D046152,0
D030981,C566757,0
D030981,D011471,0
D030981,D006976,0
D030981,D011928,0
D030981,D000141,0
D030981,D000141,0
D030981,D012507,0
D030981,D012555,0
D030981,D017492,0
D030981,D018288,0
D030981,D010264,0
D030981,D011085,0
D030981,D013922,0
D030981,D016553,0
D030981,D019851,0
D030981,C572845,0
D030981,D014103,0
D030981,D011225,0
D030981,C536545,0
D030981,C536406,0
D030981,D014277,0
D030981,D003093,0
D030981,D001750,0
D030981,D014648,0
D030981,D009396,0
D030981,D014927,0
D030981,C536000,0.18911843752869154
D030981,D002549,0
D030981,D000744,0
D030981,C562385,0
D030981,C535382,0.1860041072156514
D030981,C535387,0.3132522420058607
D030981,D002915,0
D030981,C565935,0
D030981,C565933,0
D030981,C565932,0
D030981,C538013,0
D030981,D008175,0
D030981,D002178,0
D030981,D002311,0
D030981,D002311,0
D030981,C565881,0
D030981,C538280,0
D030981,C535858,0.5177927628724716
D030981,C565850,0
D030981,C565679,0.22062109520031054
D030981,C565678,0
D030981,C565672,0
D030981,D003414,0
D030981,D001927,0.020115827930397567
D030981,D004695,0
D030981,D004760,0
D030981,D005166,0
D030981,D005776,0
D030981,D006828,0
D030981,D001606,0
D030981,D005317,0
D030981,D006689,0
D030981,D006932,0
D030981,D007566,0
D030981,C565498,0
D030981,C565494,0
D030981,D012614,0
D030981,D005058,0
D030981,D011559,0
D030981,D007918,0
D030981,D006646,0
D030981,C565441,0
D030981,D054221,0
D030981,C565429,0
D030981,C565423,0
D030981,D010505,0
D030981,C536988,0
D030981,D009157,0
D030981,D009182,0
D030981,D055728,0
D030981,D009101,0
D030981,D020190,0
D030981,D020194,0
D030981,D009230,0
D030981,D009404,0
D030981,D009447,0
D030981,C536420,0
D030981,D012516,0
D030981,C535282,0.4638414467251102
D030981,C564906,0.20667157007063705
D030981,C564899,0
D030981,C564894,0
D030981,C537286,0
D030981,D011087,0
D030981,D053579,0
D030981,D015212,0
D030981,D008228,0
D030981,C564847,0
D030981,D018232,0
D030981,C535865,0
D030981,D053713,0
D030981,C563236,0.008521003
D030981,D013915,0
D030981,D006111,0
D030981,C536928,0
D030981,C562794,0.2323668060325379
D030981,C535393,0
D030981,C536746,0
D030981,D020326,0
D030981,C564714,0.5177927628724716
D030981,D015794,0
D030981,C580192,0.023497009308598438
D030981,D003919,0
D030981,D056889,0
D030981,C536085,0
D030981,C567924,0
D030981,C564118,0
D030981,C562901,0
D030981,D016649,0
D030981,C536692,0.21046213550663243
D030981,D017241,0.1708092278857152
D030981,D011470,0
D030981,D004832,0
D030981,D016481,0
D030981,C563949,0.001915219
D030981,C563933,0
D030981,D053206,0
D030981,D010911,0
D030981,D002764,0
D030981,D001249,0
D030981,C563439,0
D030981,C563401,0.21046213550663243
D030981,C537243,0
D030981,C566652,0
D030981,D015470,0
D030981,D009765,0
D030981,D005902,0
D030981,D007896,0
D030981,D010001,0.3181482343783112
D030981,C566530,0
D030981,C566404,0
D030981,C567038,0
D030981,C536253,0.22081239029829422
D030981,D020190,0
D030981,D004831,0
D030981,C565728,0
D030981,C535516,0
D030981,C564676,0
D030981,C535428,0
D030981,C564655,0.16626108565211115
D030981,C537217,0
D030981,C537583,0
D030981,D020325,0
D030981,D020326,0
D030981,D020325,0
D030981,D020326,0
D030981,C563817,0
D030981,C562694,0
D030981,D004832,0
D030981,C565811,0
D030981,C562694,0
D030981,D017681,0
D030981,D010003,0.24528356143020252
D030981,D001925,0
D030981,C564296,0
D030981,C535499,0
D030981,C564274,0
D030981,C564258,0
D030981,C538261,0
D030981,C563897,0
D031845,D015845,0
D031845,D000437,0
D031845,C537057,0.4905743817175689
D031845,D000544,0
D031845,D004057,0.2253237585324995
D031845,C531622,0
D031845,D020181,0
D031845,D001327,0
D031845,D000505,0
D031845,D005764,0
D031845,D015451,0
D031845,D001749,0
D031845,C562419,0.3168312066443751
D031845,C566188,0
D031845,D001943,0
D031845,D015179,0
D031845,D006528,0
D031845,C567779,0
D031845,D001145,0
D031845,D020936,0.15139122412241227
D031845,D020936,0.15139122412241227
D031845,D046589,0.2190253995402074
D031845,C565115,0
D031845,C562379,0
D031845,D020790,0
D031845,C565101,0
D031845,C564219,0
D031845,C565100,0
D031845,D003924,0
D031845,D009103,0
D031845,C565080,0.5130109321918821
D031845,D020961,0
D031845,C536698,0.2202492752888478
D031845,D004715,0
D031845,D003966,0.39544744061435744
D031845,C565054,0
D031845,D004828,0
D031845,D010787,0
D031845,D020195,0
D031845,D004938,0
D031845,C565034,0.35099317255276674
D031845,C565025,0.31063894954557725
D031845,D006467,0.27367807607036365
D031845,C565024,0.31063894954557725
D031845,C565023,0.31063894954557725
D031845,D005258,0.15268136263413767
D031845,D005351,0.19947700011939656
D031845,D006970,0
D031845,D013274,0
D031845,C564239,0
D031845,D005879,0.24502967769175615
D031845,C564234,0
D031845,D005902,0
D031845,D005910,0
D031845,D018310,0
D031845,D050031,0
D031845,D010003,0.22047099841875545
D031845,D006392,0
D031845,D006816,0.2575072839688409
D031845,D005878,0.22462123185807567
D031845,C562999,0
D031845,D006938,0.2504885949829829
D031845,D006945,0
D031845,D006954,0.2005430676404781
D031845,D002292,0
D031845,C564164,0
D031845,D000075222,0
D031845,C564156,0
D031845,C535694,0
D031845,C562785,0
D031845,C537907,0
D031845,D019578,0
D031845,D007154,0.010959650745608295
D031845,C535932,0
D031845,D000699,0.22609042910655125
D031845,D007299,0
D031845,D012514,0
D031845,D007627,0
D031845,D007873,0.2402225647613514
D031845,D007889,0
D031845,D015451,0
D031845,D018459,0
D031845,D008180,0
D031845,D008269,0
D031845,C535696,0
D031845,C535507,0
D031845,D008575,0
D031845,C563591,0
D031845,D020326,0
D031845,D008945,0
D031845,D020254,0
D031845,D009041,0
D031845,D049310,0.218945372
D031845,D009220,0.21277503157416403
D031845,C562889,0.22345645584149154
D031845,C563498,0
D031845,C535351,0.4184502637262534
D031845,D010003,0.22047099841875545
D031845,C536051,0.6793103875880184
D031845,D010024,0.3067453041568461
D031845,D010033,0
D031845,C563476,0.28268896137757443
D031845,D010300,0
D031845,D010300,0
D031845,D000752,0
D031845,D010673,0
D031845,D010916,0
D031845,D005359,0.41003065478578166
D031845,D011125,0.24678212090453008
D031845,C562464,0
D031845,D046152,0
D031845,C566757,0
D031845,D011471,0
D031845,D006976,0
D031845,D011928,0
D031845,D000141,0.23398195553570153
D031845,D000141,0.23398195553570153
D031845,D012507,0
D031845,D012555,0
D031845,D017492,0
D031845,D018288,0
D031845,D010264,0
D031845,D011085,0
D031845,D013922,0
D031845,D016553,0
D031845,D019851,0
D031845,C572845,0
D031845,D014103,0
D031845,D011225,0
D031845,C536545,0
D031845,C536406,0
D031845,D014277,0
D031845,D003093,0
D031845,D001750,0
D031845,D014648,0
D031845,D009396,0.25456917210524593
D031845,D014927,0.23771676522270174
D031845,C536000,0.16614669808655333
D031845,D002549,0
D031845,D000744,0
D031845,C562385,0
D031845,C535382,0.3849645804864891
D031845,C535387,0.27847204825865735
D031845,D002915,0
D031845,C565935,0
D031845,C565933,0
D031845,C565932,0
D031845,C538013,0
D031845,D008175,0
D031845,D002178,0
D031845,D002311,0
D031845,D002311,0
D031845,C565881,0
D031845,C538280,0
D031845,C535858,0.5130109321918821
D031845,C565850,0.25265773759078936
D031845,C565679,0.28828408882344114
D031845,C565678,0
D031845,C565672,0
D031845,D003414,0.21433045473108478
D031845,D001927,0.007578469
D031845,D004695,0
D031845,D004760,0
D031845,D005166,0.22262783299886602
D031845,D005776,0.2382081811029503
D031845,D006828,0
D031845,D001606,0.21305748830669624
D031845,D005317,0.1871392054404417
D031845,D006689,0
D031845,D006932,0
D031845,D007566,0.2141392571043863
D031845,C565498,0
D031845,C565494,0
D031845,D012614,0
D031845,D005058,0
D031845,D011559,0
D031845,D007918,0
D031845,D006646,0
D031845,C565441,0.24678212090453008
D031845,D054221,0.20308998274509893
D031845,C565429,0
D031845,C565423,0.30677697903938067
D031845,D010505,0.24608721251024318
D031845,C536988,0
D031845,D009157,0
D031845,D009182,0
D031845,D055728,0
D031845,D009101,0
D031845,D020190,0
D031845,D020194,0.20230821359465026
D031845,D009230,0
D031845,D009404,0
D031845,D009447,0
D031845,C536420,0.3294821513872885
D031845,D012516,0
D031845,C535282,0.45651345696892526
D031845,C564906,0.18556291353611937
D031845,C564899,0
D031845,C564894,0.32894774148294775
D031845,C537286,0.18921433070678206
D031845,D011087,0
D031845,D053579,0.2032216234739253
D031845,D015212,0
D031845,D008228,0
D031845,C564847,0
D031845,D018232,0
D031845,C535865,0.27457215276560387
D031845,D053713,0
D031845,C563236,0
D031845,D013915,0.22432252196202804
D031845,D006111,0
D031845,C536928,0.320994931
D031845,C562794,0.22876899970072612
D031845,C535393,0
D031845,C536746,0.3294821513872885
D031845,D020326,0
D031845,C564714,0.5130109321918821
D031845,D015794,0.2085931015036499
D031845,C580192,0.3212065137934025
D031845,D003919,0
D031845,D056889,0.20465116514228754
D031845,C536085,0.25162497489338154
D031845,C567924,0
D031845,C564118,0
D031845,C562901,0.3212065137934025
D031845,D016649,0
D031845,C536692,0.3212065137934025
D031845,D017241,0.2221420351186621
D031845,D011470,0
D031845,D004832,0
D031845,D016481,0
D031845,C563949,0
D031845,C563933,0
D031845,D053206,0
D031845,D010911,0
D031845,D002764,0
D031845,D001249,0
D031845,C563439,0
