Drug,Drug_1,similarity
DB00158,DB00178,0.316949843
DB00158,DB00734,0.30859135295897816
DB00158,DB00678,0.3202005564794143
DB00158,DB00641,0.3929314864731088
DB00158,DB00936,0.31384286724720084
DB00158,DB00790,0.3297728461655143
DB00175,DB00361,0.3060541234264738
DB00175,DB01095,0.8669429097605894
DB00175,DB00439,0.7087126137841352
DB00175,DB00471,0.30447629248668234
DB00175,DB01098,0.8680468423253869
DB00175,DB01076,0.5247886087049952
DB00175,DB00973,0.3041244600586644
DB00175,DB01193,0.3017809509365535
DB00175,DB00887,0.3033189529927263
DB00175,DB00201,0.3134584719508889
DB00175,DB00537,0.30725643900335314
DB00175,DB01394,0.30733892194011564
DB00175,DB00694,0.32333376714122647
DB00175,DB00997,0.311443885
DB00175,DB00773,0.32732155537719965
DB00175,DB00544,0.30927317386856656
DB00175,DB01016,0.30192425623290514
DB00175,DB00836,0.3317816136772717
DB00175,DB00227,0.5689485018564787
DB00175,DB01204,0.3085918112588795
DB00175,DB01059,0.31155492602983986
DB00175,DB00206,0.3007325938133275
DB00175,DB00811,0.31476017911396775
DB00175,DB00440,0.3291540958464566
DB00175,DB01165,0.31882570141655736
DB00175,DB00445,0.3204572611683905
DB00175,DB01177,0.3274517130502273
DB00175,DB00175,1
DB00175,DB00641,0.653774535
DB00176,DB00349,0.3626777398476683
DB00176,DB00555,0.3203310522861835
DB00176,DB01149,0.47610323224896717
DB00176,DB00334,0.3320657980556962
DB00176,DB00398,0.3614270326584019
DB00176,DB01224,0.31352063270746283
DB00176,DB00973,0.3023419615215393
DB00176,DB00285,0.4623368914457971
DB00176,DB01193,0.3214903957042485
DB00176,DB00915,0.3083460765113213
DB00176,DB00594,0.31492078512934557
DB00176,DB01118,0.3178938225471847
DB00176,DB00321,0.3020199788299805
DB00176,DB00182,0.32538051329068746
DB00176,DB00276,0.3768103792759622
DB00176,DB00810,0.31454476090241035
DB00176,DB00887,0.34835633720735415
DB00176,DB00490,0.32196488203309465
DB00176,DB00564,0.34765104534599084
DB00176,DB01114,0.4427027697913372
DB00176,DB00477,0.38096366950634947
DB00176,DB00672,0.34771262238496564
DB00176,DB00537,0.37751553442994984
DB00176,DB01242,0.3635999768936813
DB00176,DB00363,0.33499397151284765
DB00176,DB00907,0.3978991247246431
DB00176,DB01394,0.3054287011219597
DB00176,DB01151,0.3410379899902612
DB00176,DB00514,0.3280806603252117
DB00176,DB00829,0.369396832
DB00176,DB01396,0.3330060366739691
DB00176,DB00390,0.3323486329737254
DB00176,DB00280,0.4477834141972146
DB00176,DB01184,0.33342275121310944
DB00176,DB00988,0.3422265944187275
DB00176,DB01142,0.40264786339489905
DB00176,DB00696,0.32886790474239774
DB00176,DB00199,0.570788476
DB00176,DB00903,0.3332321188274552
DB00176,DB00813,0.30583911819274284
DB00176,DB00472,0.49802320420888996
DB00176,DB00875,0.34471630569719314
DB00176,DB00690,0.3675575059742895
DB00176,DB00695,0.31978391886081675
DB00176,DB01016,0.3290319153804042
DB00176,DB00502,0.33076294348131535
DB00176,DB01050,0.35915475552983517
DB00176,DB00458,0.39284387920894265
DB00176,DB01221,0.3084605905003798
DB00176,DB01026,0.3044553117504535
DB00176,DB01235,0.35270257042916525
DB00176,DB00836,0.3833338328719371
DB00176,DB00934,0.3003608803636573
DB00176,DB01043,0.31564509985375516
DB00176,DB00371,0.3607260359466458
DB00176,DB01577,0.3629697639847733
DB00176,DB00264,0.329399932
DB00176,DB01110,0.31702414433360265
DB00176,DB00683,0.34702971270086813
DB00176,DB00622,0.33954403952017165
DB00176,DB00184,0.3340169651855332
DB00176,DB01115,0.34391154389631523
DB00176,DB01595,0.35714054632094133
DB00176,DB01054,0.35806004284681353
DB00176,DB00368,0.31001551395351384
DB00176,DB01092,0.3430097871107453
DB00176,DB01580,0.3235823788801942
DB00176,DB03783,0.3158171147953103
DB00176,DB01174,0.30071223136632474
DB00176,DB00252,0.34053201165594293
DB00176,DB01100,0.4779874070740875
DB00176,DB00457,0.4743330329639927
DB00176,DB01032,0.32111135386933903
DB00176,DB01035,0.4298662554420702
DB00176,DB01069,0.30632141654379746
DB00176,DB01182,0.4934463732116223
DB00176,DB00571,0.30501941380774433
DB00176,DB00344,0.45465140194424186
DB00176,DB00908,0.47470886533490936
DB00176,DB01138,0.3122141346754584
DB00176,DB01623,0.3385494934087307
DB00176,DB00373,0.31437051103273267
DB00176,DB01124,0.3582788941181467
DB00176,DB00656,0.3582664753373945
DB00176,DB00831,0.3322648588396378
DB00176,DB00726,0.3233608809039145
DB00176,DB00661,0.42610250400340416
DB00176,DB01175,0.40813941838330914
DB00176,DB01023,0.3472269425971057
DB00176,DB00401,0.3501745396642199
DB00176,DB01244,0.4218242750837337
DB00176,DB00518,0.30624802801084566
DB00176,DB00637,0.44091616704941067
DB00176,DB00342,0.4724170068362688
DB00176,DB00176,0.8333333333333334
DB00176,DB01211,0.5443233790490817
DB00176,DB00590,0.4991591610274362
DB00176,DB00455,0.5971383425124576
DB00176,DB00715,0.3587026783504232
DB00176,DB00734,0.307654923
DB00176,DB00740,0.38124349783131534
DB00176,DB00678,0.3042788687857502
DB00176,DB00641,0.37099823682018734
DB00176,DB01104,0.3309550177110085
DB00176,DB01388,0.3802128829796468
DB00177,DB00349,0.498648904
DB00177,DB00361,0.40513414669955855
DB00177,DB01136,0.5008327923568785
DB00177,DB00542,0.5356356194252692
DB00177,DB01097,0.3435536726168098
DB00177,DB00555,0.30005652054890786
DB00177,DB01149,0.5348585911242232
DB00177,DB00519,0.532490735
DB00177,DB00441,0.3095422433334264
DB00177,DB00197,0.3395019441125213
DB00177,DB01132,0.3321458232014353
DB00177,DB00549,0.395480689
DB00177,DB00814,0.3831501360673392
DB00177,DB01248,0.3941868335055135
DB00177,DB00334,0.521531345
DB00177,DB00796,0.8854534746760896
DB00177,DB00966,0.6010655918825515
DB00177,DB00559,0.5478414689644623
DB00177,DB00412,0.32554863026326986
DB00177,DB00950,0.3595583058305832
DB00177,DB00471,0.5354678945461119
DB00177,DB00523,0.3627697866927426
DB00177,DB00533,0.3796063768588203
DB00177,DB00967,0.36149419634021746
DB00177,DB00317,0.35780330547857003
DB00177,DB00398,0.4801122230127821
DB00177,DB01268,0.42471050197669186
DB00177,DB00482,0.354327694
DB00177,DB00203,0.3788892819313808
DB00177,DB00177,1
DB00177,DB00619,0.31375256372718136
DB00177,DB01261,0.33560455968567354
DB00177,DB01076,0.3352030818452922
DB00177,DB00530,0.36057918130620764
DB00177,DB01224,0.5536021148054918
DB00177,DB00973,0.3197348544434378
DB00177,DB01254,0.38362029496405237
DB00177,DB00285,0.3271210721817565
DB00177,DB01193,0.5113317653265758
DB00177,DB00316,0.3650780773662489
DB00177,DB03128,0.37215630546122913
DB00177,DB00640,0.4925406423634791
DB00177,DB00915,0.3138162705114053
DB00177,DB00594,0.3247576932835085
DB00177,DB01118,0.5004140984034892
DB00177,DB00321,0.3990787785593339
DB00177,DB00182,0.3018965586003043
DB00177,DB00276,0.3165060333174343
DB00177,DB01435,0.3375668993128425
DB00177,DB00443,0.48060513296227586
DB00177,DB01393,0.323134581
DB00177,DB00810,0.4852379641662832
DB00177,DB01200,0.5455916029300452
DB00177,DB00887,0.3244402917574796
DB00177,DB00921,0.51411223
DB00177,DB00490,0.49319581457135886
DB00177,DB00201,0.49337799579594815
DB00177,DB00564,0.31744519262512516
DB00177,DB01327,0.3291519354767775
DB00177,DB01212,0.31846122072662103
DB00177,DB00446,0.33625162580803464
DB00177,DB00608,0.3509100563397281
DB00177,DB01114,0.4998806918439455
DB00177,DB00477,0.5428943451645102
DB00177,DB00122,0.36850066626831707
DB00177,DB00537,0.325186809
DB00177,DB00845,0.30433945743950436
DB00177,DB00882,0.33893286512511817
DB00177,DB01242,0.36166222
DB00177,DB00575,0.5227645712221569
DB00177,DB00257,0.32339017823586186
DB00177,DB00363,0.5565277748010685
DB00177,DB00907,0.3185236847477539
DB00177,DB01394,0.41281296106054916
DB00177,DB01151,0.3177862760454685
DB00177,DB01234,0.461009702
DB00177,DB00514,0.4532947068333093
DB00177,DB00829,0.5023376462615979
DB00177,DB00586,0.37324081698509687
DB00177,DB00255,0.3289737784115185
DB00177,DB00861,0.37868772761617536
DB00177,DB01396,0.33957095121252096
DB00177,DB00390,0.3393206205529547
DB00177,DB00320,0.3795183748871342
DB00177,DB00343,0.3868344405949635
DB00177,DB01075,0.4653084463885153
DB00177,DB00280,0.33505915011194487
DB00177,DB01184,0.5366001276552804
DB00177,DB00988,0.484453846
DB00177,DB01142,0.5193592482663402
DB00177,DB00997,0.3054499086777967
DB00177,DB00584,0.5339569892473118
DB00177,DB00668,0.5230222353434693
DB00177,DB00696,0.554300873
DB00177,DB00783,0.31813866675073166
DB00177,DB01196,0.3139813612248675
DB00177,DB00655,0.3312330816688853
DB00177,DB00903,0.35360682211266115
DB00177,DB00977,0.32927139103048625
DB00177,DB00813,0.5067376525057702
DB00177,DB00472,0.31381776835977554
DB00177,DB00875,0.5480090125282818
DB00177,DB00623,0.5139729349444263
DB00177,DB00690,0.5278562789249858
DB00177,DB00712,0.3832288762248195
DB00177,DB00158,0.3261091286268995
DB00177,DB00695,0.30054603375617933
DB00177,DB00502,0.5694653274519144
DB00177,DB00741,0.47984927253121185
DB00177,DB01050,0.4258003342142492
DB00177,DB00458,0.3711226308287127
DB00177,DB00328,0.376839019
DB00177,DB01221,0.47532685464689145
DB00177,DB01026,0.3334519534077945
DB00177,DB01009,0.39584290978709014
DB00177,DB01235,0.5263673437845743
DB00177,DB00281,0.3119474127373365
DB00177,DB00836,0.4463402843721532
DB00177,DB00227,0.3087691636038445
DB00177,DB00934,0.376442532
DB00177,DB00643,0.3298022067361868
DB00177,DB01065,0.4949121535348799
DB00177,DB01043,0.518772991
DB00177,DB00371,0.47456993681096993
DB00177,DB00333,0.4942682246091237
DB00177,DB01577,0.33075547811224787
DB00177,DB00563,0.3178123190193015
DB00177,DB00968,0.5081329055619038
DB00177,DB00959,0.48127348083389787
DB00177,DB00264,0.5005115048305628
DB00177,DB01110,0.32004328506622914
DB00177,DB00683,0.5070205302154961
DB00177,DB00211,0.5120509564594977
DB00177,DB00295,0.5135460304519321
DB00177,DB00332,0.36485498606015504
DB00177,DB01183,0.5054597065871417
DB00177,DB00704,0.5134309990167308
DB00177,DB00788,0.3801660694909672
DB00177,DB01400,0.3277072521041286
DB00177,DB00622,0.36963684493441834
DB00177,DB00184,0.4961896730027134
DB00177,DB01115,0.48479482
DB00177,DB01595,0.5138764382456403
DB00177,DB01054,0.48912951070381583
DB00177,DB00368,0.469561875
DB00177,DB01092,0.3418377283681077
DB00177,DB01580,0.3349616854922608
DB00177,DB01337,0.3278430129368779
DB00177,DB00914,0.3181253637167863
DB00177,DB01174,0.49630402504998833
DB00177,DB00812,0.40242117992749565
DB00177,DB00252,0.30512164582305834
DB00177,DB01100,0.531292199
DB00177,DB00554,0.38471035770630096
DB00177,DB00457,0.5236407632941875
DB00177,DB00860,0.481953361
DB00177,DB00635,0.48992882558686873
DB00177,DB01032,0.3494897105806401
DB00177,DB01035,0.31625039995130816
DB00177,DB00396,0.3727530749430232
DB00177,DB01069,0.533261528
DB00177,DB00571,0.5137660908431755
DB00177,DB00344,0.30244197536097484
DB00177,DB01103,0.3542390358615805
DB00177,DB00908,0.34386472501067605
DB00177,DB00468,0.35201575902953414
DB00177,DB00863,0.5036006664779432
DB00177,DB00206,0.3464937674759023
DB00177,DB00811,0.30219706877487423
DB00177,DB00140,0.3152350015908241
DB00177,DB00795,0.3145323128240289
DB00177,DB00421,0.3226254927962362
DB00177,DB01138,0.344380236
DB00177,DB00382,0.36342542119699733
DB00177,DB00675,0.3466311969622536
DB00177,DB00624,0.3653968888707953
DB00177,DB00470,0.49627309696536975
DB00177,DB00277,0.4615013283023941
DB00177,DB01623,0.5379670570335046
DB00177,DB00451,0.4783632802301065
DB00177,DB00373,0.3213479371308548
DB00177,DB00500,0.35149991223779103
DB00177,DB00656,0.5389675829398932
DB00177,DB00755,0.35538665938724523
DB00177,DB00831,0.5111979020274192
DB00177,DB00726,0.3415888511446587
DB00177,DB01586,0.3379580619371074
DB00177,DB00313,0.34022884027720135
DB00177,DB00661,0.47674493087657915
DB00177,DB00570,0.3477977874211038
DB00177,DB00541,0.41029278778847394
DB00177,DB00917,0.4750033646888065
DB00177,DB01241,0.342577499
DB00177,DB01175,0.35910547994184383
DB00177,DB00834,0.5035763091189777
DB00177,DB01023,0.4843152923543688
DB00177,DB00401,0.48392656774291415
DB00177,DB00802,0.5098801917384476
DB00177,DB01244,0.5131685075545706
DB00177,DB00518,0.3112143239836295
DB00177,DB00358,0.3099910689541472
DB00177,DB00637,0.5478565563810507
DB00177,DB00342,0.5218082151556988
DB00177,DB04557,0.3202110793499992
DB00177,DB01229,0.39332252217547703
DB00177,DB00178,0.5547691770562998
DB00177,DB00590,0.5237769338071535
DB00177,DB00749,0.37230900551816853
DB00177,DB00539,0.3386579623468325
DB00177,DB00455,0.4903207862253696
DB00177,DB00715,0.3657961045419962
DB00177,DB00669,0.5018057663221427
DB00177,DB00734,0.5338863084132018
DB00177,DB00740,0.4686275288773943
DB00177,DB00678,0.921875
DB00177,DB00641,0.4266901265523997
DB00177,DB01645,0.331364219
DB00177,DB00877,0.34057350081081356
DB00177,DB00936,0.3277069714575288
DB00177,DB01388,0.33529488239003985
DB00177,DB00790,0.5457791413012885
DB00178,DB00361,0.3218175693897008
DB00178,DB01136,0.316720564
DB00178,DB00542,0.8315320581351672
DB00178,DB01097,0.3210393898574979
DB00178,DB01149,0.3139718889560226
DB00178,DB00519,0.9182636466926838
