,Disease_ID1,Disease_ID2,Similarity_Score
208,D006932,D006505,0.0534566990815867
209,D006932,D002471,0.3264722990719657
210,D006932,D003092,0.0341526475159373
212,D006932,D012131,0.0356648723197531
213,D006932,D020257,0.200042481218773
216,D006932,D006330,0.0472003739334788
217,D006932,D012769,0.3987957617208065
219,D006932,D011695,0.237546626018483
220,D006932,D001161,0.0472175060482606
221,D006932,D011183,0.4110407035802804
224,D006932,D012509,0.0468845830942482
226,D006932,D007249,0.4140249510201689
227,D006932,D011595,0.1690109882913902
228,D006932,D013163,0.1901511715448564
229,D006932,D010292,0.1705091937595763
230,D006932,D008113,0.0453713474132771
231,D006932,D020521,0.0428945203444736
233,D006932,D006965,0.3492446734373129
235,D006932,D018805,0.3271582197637994
236,D006932,D002389,0.1605487940637334
237,D006932,D006528,0.033144493618465
238,D006932,D006984,0.2439886344127237
243,D006932,D012164,0.0477665555602817
246,D006932,D004892,0.0363426606440144
247,D006932,D017180,0.2888001203521343
251,D006932,D007239,0.0756933569658041
253,D006932,D014012,0.170909275027527
256,D006932,D000740,0.0515982339330408
257,D006932,D001049,0.2168897809769855
261,D006932,D017116,0.1890567833680116
262,D006932,D006323,0.0307557987061794
263,D006932,D007431,0.3633384905740084
265,D006932,D003680,0.0374757340819387
269,D006932,D006327,0.3122140856854932
270,D006932,D008288,0.0342776252261929
271,D006932,D013064,0.2030692300251272
272,D006932,D009102,0.3058172704200731
273,D006932,D010024,0.031484973998952
274,D006932,D014549,0.1972057659282447
275,D006932,D007410,0.0693564555198198
276,D006932,D005317,0.2871594698172381
277,D006932,D051437,0.0504161212985057
279,D006932,D009369,0.0927844245001524
280,D006932,D023341,0.1465866463813267
281,D006932,D000857,0.1673369335775649
283,D006932,D020795,0.1378145663534298
284,D006932,D010003,0.0338273308212549
286,D006932,D009361,0.3342461034337317
290,D006932,D005128,0.0679587863136163
291,D006932,D000860,0.2191542276672706
292,D006932,D011693,0.3053554599908213
293,D006932,D013274,0.0348532673566417
294,D006932,D002583,0.0322673396788935
295,D006932,D019636,0.0581315372601188
296,D006932,D005355,0.3743624440488144
297,D006932,D006331,0.0738571656593892
299,D006932,D007676,0.0347553568141859
301,D006932,D009103,0.0307549331072428
302,D006932,D009325,0.201878069690039
304,D006932,D020246,0.0339123658166247
305,D006932,D012008,0.3581737768299806
306,D006932,D013119,0.0300180971404428
307,D006932,D011230,0.0332424646879133
309,D006932,D009422,0.0893450802588253
311,D006932,D012772,0.2835984336005485
312,D006932,D020520,0.0330604787525605
316,D006932,D020258,0.0308045032241463
317,D006932,D053608,0.1384477001996919
319,D006932,D012120,0.0518536661931891
320,D006932,D012848,0.2324885492524166
323,D006932,D007938,0.0546658295559496
324,D006932,D001943,0.0480163660200151
325,D006932,D006946,0.0423459785241834
326,D006932,D017880,0.0324343197729247
327,D006932,D001284,0.2263738755935024
328,D006932,D009140,0.0769764200113759
331,D006932,D049188,0.0292944421144053
332,D006932,D007970,0.0362752301259367
333,D006932,D004342,0.0331751908067467
334,D006932,D002294,0.0383913283966953
335,D006932,D003638,0.1905354664084705
336,D006932,D011248,0.0611411742825486
338,D006932,D004172,0.1664035597995574
339,D006932,D007319,0.036034961256707
340,D006932,D001424,0.0741564896436573
343,D006932,D013345,0.2842875290423442
344,D006932,D020422,0.0292473747892254
345,D006932,D005910,0.0400726777704372
346,D006932,D018476,0.1477577084223814
348,D006932,D020250,0.2589739883296854
349,D006932,D005334,0.212808976429434
351,D006932,D055154,0.1472262388146386
352,D006932,D009389,0.3362196562492645
353,D006932,D002277,0.0643356506818261
355,D006932,D000505,0.1933268885242608
356,D006932,D001157,0.053885859308066
357,D006932,D000647,0.1783088989821687
358,D006932,D010437,0.0397519060881909
359,D006932,D054138,0.2037103767802701
360,D006932,D015179,0.0482251990725049
363,D006932,D003221,0.192811402253052
364,D006932,D048629,0.2851809902008284
367,D006932,D011471,0.0378154506618109
370,D006932,D005759,0.0546216757198343
371,D006932,D013964,0.0294952789761527
372,D006932,D007232,0.0492525794830234
374,D006932,D006461,0.3466044558828635
377,D006932,D013203,0.0327086179407031
381,D006932,D002493,0.080026590401293
383,D006932,D009123,0.1649764517053383
385,D006932,D002375,0.1580183072701883
390,D006932,D001264,0.1492985076148497
391,D006932,D020734,0.0397648214671199
392,D006932,D016393,0.033902495476789
394,D006932,D010149,0.3028565444043919
396,D006932,D008569,0.2022239163885715
397,D006932,D009374,0.0460877772216413
399,D006932,D053099,0.2394720962355062
400,D006932,D001480,0.0467433164452206
401,D006932,D000380,0.0306416176087628
403,D006932,D019465,0.0416315277801837
404,D006932,D056784,0.0432956010616781
405,D006932,D009336,0.3757868216805911
407,D006932,D004401,0.1521856278099755
408,D006932,D001281,0.3206446314022496
409,D006932,D009410,0.3457820502687516
410,D006932,D001855,0.0451521432536473
411,D006932,D006980,0.0316148104366374
412,D006932,D005315,0.0369428190769859
413,D006932,D014594,0.0441542863696773
414,D006932,D006130,0.3558257790823861
415,D006932,D010195,0.0301632542213305
416,D006932,D012678,0.2527004261122473
419,D006932,D014839,0.2106030114275075
421,D006932,D014657,0.0454596289450826
422,D006932,D008545,0.0358583275878288
426,D006932,D007035,0.1940285788652064
428,D006932,D022124,0.2955765074980406
430,D006932,D002779,0.0299251955673942
431,D006932,D008175,0.0502521547608006
435,D006932,D016757,0.2803639057382494
436,D006932,D009421,0.0431897382053789
440,D006932,D007333,0.0362162514069404
441,D006932,D015470,0.0320276604297284
442,D006932,D003244,0.2220841473123868
443,D006932,D006529,0.1742586585835652
444,D006932,D001342,0.0328990148588911
445,D006932,D003117,0.1628886324671239
446,D006932,D001919,0.2935285892241429
447,D006932,D000544,0.0342220421795637
450,D006932,D005221,0.2154474472582261
451,D006932,D009128,0.1706220421742081
453,D006932,D006332,0.2152586652578189
454,D006932,D006319,0.1929945745833072
455,D006932,D008064,0.0299954141005132
456,D006932,D001282,0.2827560133459131
457,D006932,D013610,0.323016386400354
462,D006932,D064420,0.0447008230057715
465,D006932,D010523,0.0531733173097856
466,D006932,D011782,0.1780975150366343
467,D006932,D011537,0.1888411015116955
468,D006932,D013923,0.0358951942848851
469,D006932,D009393,0.042815424660898
471,D006932,D003872,0.0448115550233882
472,D006932,D004890,0.2048015587069598
473,D006932,D015427,0.3181181554847487
476,D006932,D008103,0.0362358794041762
478,D006932,D006212,0.179329263535456
480,D006932,D012817,0.2561910822597567
481,D006932,D020964,0.2511827439258289
483,D006932,D006606,0.1570233185643768
484,D006932,D012640,0.2165252926234314
485,D006932,D001932,0.0457788797587246
487,D006932,D007565,0.7718217247703789
488,D006932,D009207,0.1694771568198432
489,D006932,D001928,0.0439537422504926
490,D006932,D011596,0.1950576892024328
491,D006932,D009120,0.1525691062347112
493,D006932,D002037,0.2759647321083888
494,D006932,D004487,0.2219430212640345
495,D006932,D013035,0.1844963214351468
498,D006932,D012871,0.0732465070739467
499,D006932,D003248,0.193575615409463
500,D006932,D014474,0.2125723905211993
501,D006932,D008133,0.2656654443091311
504,D006932,D002311,0.038448523775035
505,D006932,D006261,0.1966104967007014
507,D006932,D006258,0.0570288269098469
509,D006932,D013616,0.2314245023737285
510,D006932,D014652,0.0790186616118218
511,D006932,D013272,0.0524024927910493
512,D006932,D001745,0.0428787270494033
513,D006932,D003251,0.2152843116380635
515,D006932,D001037,0.1810178219495541
517,D006932,D010291,0.1846651562914512
518,D006932,D013733,0.0334186613620305
519,D006932,D019584,0.1813104714615258
521,D006932,D005767,0.0763219187205523
522,D006932,D015431,0.2079450091688319
524,D006932,D003324,0.0297202766543775
526,D006932,D003920,0.0589638660512041
527,D006932,D001168,0.0547224403143133
528,D006932,D002543,0.2931028423073068
529,D006932,D001416,0.2084673238597506
530,D006932,D009461,0.2973855926046725
531,D006932,D000419,0.1822760829530783
532,D006932,D011014,0.0399416072035887
533,D006932,D014786,0.2178300444378642
534,D006932,D034381,0.2166882113585055
535,D006932,D002545,0.0435704066136386
537,D006932,D009901,0.030443754925411
538,D006932,D012141,0.0586132645758812
540,D006932,D004195,0.0582221512295979
541,D006932,D006417,0.2814160874302377
542,D006932,D009203,0.0419747451353085
543,D006932,D017109,0.1399732053790477
544,D006932,D014555,0.0449349822643301
546,D006932,D015835,0.0344548026438466
548,D006932,D013226,0.1779623265650303
549,D006932,D006949,0.0373507471911548
550,D006932,D009468,0.0632459464303955
551,D006932,D015746,0.1987862449178823
552,D006932,D004417,0.1929398921145878
555,D006932,D006312,0.1510017477778522
556,D006932,D008107,0.0654253661297546
558,D006932,D000138,0.0293033928910107
560,D006932,D005119,0.295245027745477
562,D006932,D002819,0.1934402447350997
564,D006932,D041781,0.7071355933825324
567,D006932,D007511,0.3621642205109049
568,D006932,D018771,0.1837451880519173
569,D008180,D015433,0.4356442464641403
570,D008180,D001249,0.3440900345867751
572,D008180,D011041,0.0505400811009775
575,D008180,D009765,0.0448252589954161
577,D008180,D003645,0.0302052160403954
579,D008180,D013927,0.0444830593979457
580,D008180,D007235,0.0328446196683373
582,D008180,D010787,0.3247893254308099
583,D008180,D020300,0.0406284169646563
584,D008180,D000787,0.0307205560925166
585,D008180,D019954,0.0593418010926502
586,D008180,D006471,0.0312780720133992
588,D008180,D009362,0.0477387272967109
591,D008180,D003704,0.0471329661453551
594,D008180,D003327,0.0482762083132135
595,D008180,D010190,0.0358558498658784
600,D008180,D001145,0.0522195666561379
601,D008180,D006177,0.2822757673919172
603,D008180,D007674,0.0645432718396953
604,D008180,D007680,0.0374549409168898
606,D008180,D010243,0.0406872592624381
607,D008180,D003925,0.0337687535886308
609,D008180,D003875,0.3384073491607972
610,D008180,D002318,0.0861487610565548
611,D008180,D001778,0.0475282273662015
613,D008180,D009135,0.0520648322377432
614,D008180,D013921,0.0364439782581104
615,D008180,D000230,0.0557712141063293
624,D008180,D002561,0.0615750012325443
627,D008180,D003711,0.0472550177349246
628,D008180,D002769,0.0311340664055289
629,D008180,D003924,0.0382952791465763
634,D008180,D017202,0.0604506382256651
636,D008180,D002637,0.0375528249735348
638,D008180,D005687,0.2643409448363706
639,D008180,D012878,0.3548009323902146
640,D008180,D000236,0.0418830827587018
646,D008180,D020820,0.0435425834739108
648,D008180,D000015,0.0462816084069891
649,D008180,D009069,0.0534212570454979
651,D008180,D001927,0.0759955948264091
653,D008180,D000799,0.3019816627258319
659,D008180,D018754,0.0328970653514849
663,D008180,D013118,0.0479918388795318
664,D008180,D009202,0.0412356891113459
665,D008180,D006973,0.0494689166958073
666,D008180,D006073,0.0534235797123641
667,D008180,D008223,0.3758760600164994
668,D008180,D001749,0.029503757045839
669,D008180,D011115,0.0306667083094094
670,D008180,D010146,0.0574738511285091
671,D008180,D000743,0.0439966222452836
676,D008180,D010300,0.0312043844029287
679,D008180,D001930,0.0351798856074169
680,D008180,D003110,0.0336177404304022
683,D008180,D019966,0.056047591794487
689,D008180,D016491,0.0378041031433432
693,D008180,D001172,0.5679584846022949
694,D008180,D001847,0.0663056228349692
696,D008180,D006967,0.4259897541447356
698,D008180,D011507,0.0299393151458822
699,D008180,D002526,0.0331052903329867
706,D008180,D006099,0.0556961176512379
707,D008180,D004827,0.0440816710401678
709,D008180,D008581,0.0383547013397745
710,D008180,D006470,0.0575228018563841
719,D008180,D015267,0.4050455621673579
722,D008180,D001327,0.6482823136930589
730,D008180,D010051,0.0356852569534775
731,D008180,D003967,0.0307045412946202
733,D008180,D018366,0.2676571363173474
735,D008180,D006311,0.045092070730446
736,D008180,D004802,0.0319817712765853
737,D008180,D008206,0.0657780144270424
738,D008180,D055370,0.0366368220567481
742,D008180,D001649,0.0423333098798368
745,D008180,D007945,0.3498021136355328
746,D008180,D017563,0.0393197861055429
748,D008180,D005921,0.0326739405815128
749,D008180,D009436,0.0300316465795881
753,D008180,D008171,0.0694927028595795
755,D008180,D029424,0.0323451502303299
763,D008180,D009798,0.038426942893733
766,D008180,D008228,0.3593638100008404
770,D008180,D006333,0.0378783647948808
771,D008180,D006402,0.0699321873630121
773,D008180,D050171,0.0435924142584621
774,D008180,D013262,0.2866969054803007
775,D008180,D012893,0.047882589860484
776,D008180,D006505,0.0540576870244446
777,D008180,D002471,0.0354345584040149
778,D008180,D003092,0.0347536354587952
780,D008180,D012131,0.0362658602626111
784,D008180,D006330,0.0478013618763367
785,D008180,D012769,0.0513199342292639
787,D008180,D011695,0.272837953646166
788,D008180,D001161,0.0478184939911185
789,D008180,D011183,0.0572678142770352
792,D008180,D012509,0.0474855710371061
794,D008180,D007249,0.0586797340991701
798,D008180,D008113,0.0459723353561351
799,D008180,D020521,0.0434955082873316
800,D008180,D010488,0.2848728341984953
803,D008180,D018805,0.0429934236772934
805,D008180,D006528,0.0337454815613229
806,D008180,D006984,0.0421234273961318
808,D008180,D009101,0.316110960978246
811,D008180,D012164,0.0483675435031397
814,D008180,D004892,0.3001103385433964
818,D008180,D012735,0.0292122085796843
819,D008180,D007239,0.076294344908662
824,D008180,D000740,0.0521992218758988
825,D008180,D001049,0.0354726291439644
828,D008180,D004893,0.2833256176528831
830,D008180,D006323,0.0313567866490373
831,D008180,D007431,0.0326951422640517
833,D008180,D003680,0.0380767220247967
838,D008180,D008288,0.0348786131690508
839,D008180,D013064,0.0302318438313863
841,D008180,D010024,0.0320859619418099
843,D008180,D007410,0.0699574434626778
845,D008180,D051437,0.0510171092413637
847,D008180,D009369,0.0933854124430103
852,D008180,D010003,0.0887662183074919
854,D008180,D009361,0.0337841480723587
857,D008180,D008178,0.4607954442730547
858,D008180,D005128,0.0685597742564742
859,D008180,D000860,0.0323509778142136
860,D008180,D011693,0.0306631949181349
861,D008180,D013274,0.0354542552994996
862,D008180,D002583,0.0328683276217514
863,D008180,D019636,0.0587325252029767
864,D008180,D005355,0.0387081142659397
865,D008180,D006331,0.0744581536022471
867,D008180,D007676,0.0353563447570438
869,D008180,D009103,0.4921708942887938
872,D008180,D020246,0.0345133537594826
873,D008180,D012008,0.0423285668126747
874,D008180,D013119,0.0306190850833007
875,D008180,D011230,0.0338434526307712
877,D008180,D009422,0.0899460682016833
880,D008180,D020520,0.0336614666954185
881,D008180,D004681,0.441356257872583
884,D008180,D020258,0.0314054911670043
887,D008180,D012120,0.052454654136047
891,D008180,D007938,0.0552668174988076
892,D008180,D001943,0.3709339367009656
893,D008180,D006946,0.0429469664670413
894,D008180,D017880,0.0330353077157826
895,D008180,D001284,0.0308808227730707
896,D008180,D009140,0.0775774079542338
899,D008180,D049188,0.0298954300572633
900,D008180,D007970,0.0368762180687946
901,D008180,D004342,0.3450004873759898
902,D008180,D002294,0.0389923163395533
904,D008180,D011248,0.0617421622254066
908,D008180,D001424,0.0747574775865152
912,D008180,D020422,0.0298483627320834
913,D008180,D005910,0.0406736657132951
915,D008180,D011565,0.3311534479166293
920,D008180,D009389,0.0304031065028567
921,D008180,D002277,0.064936638624684
923,D008180,D000505,0.3036614074171819
924,D008180,D001157,0.0544868472509239
926,D008180,D010437,0.0403528940310488
928,D008180,D015179,0.0488261870153629
935,D008180,D011471,0.0384164386046688
938,D008180,D005759,0.0552226636626922
939,D008180,D013964,0.0300962669190106
940,D008180,D007232,0.0498535674258814
943,D008180,D016403,0.303611156596085
945,D008180,D013203,0.0333096058835611
947,D008180,D000152,0.3017776043012138
949,D008180,D002493,0.080627578344151
950,D008180,D017119,0.2486084303514738
954,D008180,D054198,0.3151100678049793
957,D008180,D000744,0.4540058013638199
959,D008180,D020734,0.0403658094099778
960,D008180,D016393,0.3354918259996484
965,D008180,D009374,0.0466887651644993
968,D008180,D001480,0.0473443043880785
969,D008180,D000380,0.0312426055516207
970,D008180,D002051,0.2878983135043255
971,D008180,D019465,0.0422325157230416
972,D008180,D056784,0.043896589004536
973,D008180,D009336,0.0394704643461552
978,D008180,D001855,0.0457531311965052
979,D008180,D006980,0.0322157983794954
980,D008180,D005315,0.0375438070198438
981,D008180,D014594,0.0447552743125353
983,D008180,D010195,0.0307642421641885
984,D008180,D012678,0.0550687845913646
986,D008180,D054218,0.2573937869203402
989,D008180,D014657,0.0460606168879406
990,D008180,D008545,0.0364593155306867
991,D008180,D006689,0.3179453628680402
997,D008180,D015451,0.3002258708007516
998,D008180,D002779,0.0305261835102521
999,D008180,D008175,0.0508531427036585
1002,D008180,D003873,0.2751089630583582
1004,D008180,D009421,0.0437907261482368
1006,D008180,D000707,0.3165656817286878
1008,D008180,D007333,0.0368172393497983
1009,D008180,D015470,0.0326286483725864
1010,D008180,D003244,0.0391942546403007
1012,D008180,D001342,0.033500002801749
1015,D008180,D000544,0.0348230301224217
1021,D008180,D006332,0.0344240553258758
1023,D008180,D008064,0.0305964020433711
1025,D008180,D013610,0.0347244175391537
1026,D008180,D009157,0.4657902950061989
1030,D008180,D064420,0.0453018109486294
1033,D008180,D010523,0.0537743052526435
1035,D008180,D011537,0.3103378923074598
1036,D008180,D013923,0.036496182227743
1037,D008180,D009393,0.0434164126037559
1039,D008180,D003872,0.3755329619478713
1040,D008180,D004890,0.3309278211556798
1041,D008180,D015427,0.029919281842806
1044,D008180,D008103,0.0368368673470341
1045,D008180,D014581,0.335035815923672
1048,D008180,D012817,0.0495777826000447
1052,D008180,D012640,0.0327968914967383
1053,D008180,D001932,0.0463798677015825
1054,D008180,D003882,0.4390047143413723
1057,D008180,D001928,0.0445547301933505
1066,D008180,D012871,0.4574706221929599
1068,D008180,D014474,0.0350582236763707
1070,D008180,D006945,0.2866552859561948
1075,D008180,D006258,0.0576298148527048
1078,D008180,D014652,0.0796196495546798
1079,D008180,D013272,0.0530034807339072
1080,D008180,D001745,0.0434797149922613
1086,D008180,D013733,0.0340196493048884
1089,D008180,D005767,0.0769229066634102
1092,D008180,D003324,0.0303212645972354
1094,D008180,D003920,0.059564853994062
1095,D008180,D001168,0.0553234282571713
1097,D008180,D001416,0.0304377441165019
1098,D008180,D009461,0.0757641545178787
1100,D008180,D011014,0.0405425951464466
1101,D008180,D014786,0.0385328961460524
1102,D008180,D034381,0.0397674977833203
1103,D008180,D002545,0.0441713945564965
1105,D008180,D009901,0.0310447428682689
1106,D008180,D012141,0.0592142525187391
1108,D008180,D004195,0.0588231391724558
1110,D008180,D009203,0.0425757330781664
1112,D008180,D014555,0.045535970207188
1114,D008180,D015835,0.0350557905867046
1117,D008180,D006949,0.0379517351340128
1118,D008180,D009468,0.0638469343732535
1122,D008180,D005076,0.3037947648886612
1124,D008180,D008107,0.0660263540726125
1126,D008180,D000138,0.0299043808338686
1135,D008180,D007511,0.0320429180961452
1137,D015433,D001249,0.2799990489206701
1140,D015433,D011297,0.2069158584717123
1157,D015433,D053206,0.2789799964179575
1169,D015433,D011141,0.2917493130974839
1170,D015433,D007674,0.5389196694642747
1171,D015433,D007680,0.436586684568898
1176,D015433,D003875,0.2581421371841914
1177,D015433,D002318,0.0537998549195824
1191,D015433,D002561,0.0292260950955719
1198,D015433,D006029,0.3082852300388088
1205,D015433,D005687,0.161606097033201
1218,D015433,D001927,0.0436466886894368
1220,D015433,D000799,0.2287770977659743
1222,D015433,D018500,0.3252808945467141
1234,D015433,D008223,0.3064024922125157
1235,D015433,D001749,0.3489379142801745
1239,D015433,D006869,0.404791336778863
1241,D015433,D016055,0.3137341263433851
1242,D015433,D016889,0.2379182956674622
1244,D015433,D047928,0.1902895159738352
1249,D015433,D006463,0.3569790520360104
1252,D015433,D005313,0.2126037732044133
1253,D015433,D009846,0.2835380567464522
1260,D015433,D001172,0.4384359037419086
1261,D015433,D001847,0.0339567166979969
1263,D015433,D006967,0.3462596940036129
1265,D015433,D011507,0.3509477425917807
1280,D015433,D007172,0.2497557139465874
1284,D015433,D009395,0.5882929082341956
1286,D015433,D015267,0.3404404609973596
1289,D015433,D001327,0.5375592258220121
1297,D015433,D010051,0.2576887129262213
1300,D015433,D018366,0.2133983526260203
1304,D015433,D008206,0.0334291082900701
1312,D015433,D007945,0.2849003716824274
1315,D015433,D005921,0.7253797694606654
1320,D015433,D008171,0.0371437967226072
1327,D015433,D009404,0.3945420744497213
1329,D015433,D014511,0.42569258258477
1333,D015433,D008228,0.2926337944773548
1338,D015433,D006402,0.0375832812260398
1341,D015433,D013262,0.2199620425965613
1346,D015433,D009400,0.3706851525738908
1353,D015433,D013736,0.2489674682972171
1354,D015433,D011695,0.2187507289502854
1375,D015433,D009101,0.2565293997443653
1377,D015433,D003556,0.3310123636579399
1385,D015433,D012735,0.2752601690123725
1386,D015433,D007239,0.0439454387716897
1389,D015433,D058186,0.4159823165442927
1395,D015433,D004893,0.21427454572868
1409,D015433,D014549,0.3453459021227243
1410,D015433,D007410,0.0376085373257054
1411,D015433,D005317,0.1952700750869366
1412,D015433,D051437,0.4817902010182755
1414,D015433,D009369,0.0610365063060379
1423,D015433,D004775,0.3195943704201666
1425,D015433,D005128,0.0362108681195019
1429,D015433,D002583,0.2542109697585437
1432,D015433,D006331,0.0421092474652747
1433,D015433,D002292,0.389183376477578
1434,D015433,D007676,0.4187517054277022
1436,D015433,D009103,0.4136426117278419
1438,D015433,D011317,0.1947525024781093
1443,D015433,D004715,0.2422168586725621
1444,D015433,D009422,0.0575971620647109
1448,D015433,D004681,0.3714553598792114
1450,D015433,D006977,0.4083499312654967
1463,D015433,D009140,0.0452285018172615
1466,D015433,D049188,0.2234981111020258
1468,D015433,D004342,0.2806427065308314
1471,D015433,D011248,0.2854405313828231
1475,D015433,D001424,0.0424085714495429
1488,D015433,D002277,0.0325877324877117
1501,D015433,D005923,0.6314069341205515
1502,D015433,D011471,0.2767344511227561
1508,D015433,D011704,0.5432140992647717
1510,D015433,D016403,0.2451074922399381
1515,D015433,D003928,0.4009623331568153
1516,D015433,D002493,0.0482786722071786
1521,D015433,D054198,0.2552580553519062
1524,D015433,D000744,0.3819394896365
1527,D015433,D016393,0.2725270031150971
1534,D015433,D053099,0.3177558515310423
1537,D015433,D002051,0.2317400040414312
1547,D015433,D005315,0.2339602227065937
1548,D015433,D014594,0.2809307401826124
1553,D015433,D054218,0.2042870354229897
1558,D015433,D006689,0.2576502509998677
1564,D015433,D015451,0.2422518529678757
1573,D015433,D000707,0.2557824708268442
1593,D015433,D009157,0.3917978242985282
1604,D015433,D009393,0.6581779225492618
1605,D015433,D007752,0.211598686870931
1610,D015433,D007681,0.3611698208937463
1612,D015433,D014581,0.2530955675154439
1616,D015433,D020964,0.1586378104914088
1617,D015433,D007683,0.346940222740126
1633,D015433,D012871,0.0414985888798323
1643,D015433,D001002,0.3790671941422402
1645,D015433,D014652,0.0472707434177074
1647,D015433,D001745,0.4034413593669065
1653,D015433,D013733,0.25649425488345
1655,D015433,D007247,0.249316568732285
1656,D015433,D005767,0.0445740005264378
1665,D015433,D009461,0.0434152483809063
